Year,Month,district_c,Season,Austria,Benelux countries,Germany,Italy,Other countries,Switzerland and Liechtenstein,Arrivals,District,Seasono,Unnamed: 0,Arrivalso,Present
2012,1.0,7,Winter,556.0,754.0,16141.0,6814.0,2922.0,1988.0,29175.0,Vinschgau,Winter,1183391,29175,161798
2012,1.0,8,Winter,457.0,452.0,16947.0,11925.0,1039.0,179.0,30999.0,Wipptal,Winter,557471,30999,128614
2012,2.0,1,Winter,673.0,261.0,1943.0,7150.0,1662.0,226.0,11915.0,Bozen,Winter,98115,11915,24610
2012,2.0,2,Winter,1184.0,530.0,9519.0,9512.0,1424.0,1416.0,23585.0,Burggrafenamt,Winter,1914463,23585,108431
2012,2.0,3,Winter,1529.0,2734.0,27953.0,11735.0,7140.0,1202.0,52293.0,Eisacktal,Winter,1195959,52293,243916
2012,2.0,4,Winter,6542.0,12386.0,79239.0,93376.0,30014.0,2106.0,223663.0,Pustertal,Winter,2592600,223663,1228904
2012,2.0,5,Winter,2607.0,10266.0,41455.0,41420.0,21987.0,2291.0,120026.0,Salten-Schlern,Winter,1185711,120026,704964
2012,2.0,6,Winter,361.0,499.0,2696.0,3615.0,1439.0,186.0,8796.0,Uberetsch-Unterland,Winter,1471848,8796,42744
2012,2.0,7,Winter,866.0,3390.0,20154.0,5201.0,3157.0,2728.0,35496.0,Vinschgau,Winter,1262850,35496,191160
2012,2.0,8,Winter,729.0,1588.0,19793.0,8260.0,1533.0,524.0,32427.0,Wipptal,Winter,563139,32427,139577
2012,3.0,1,Spring,1210.0,176.0,3700.0,8788.0,1985.0,349.0,16208.0,Bozen,Spring,101829,16208,32808
2012,3.0,2,Spring,2737.0,276.0,21919.0,11202.0,1771.0,3525.0,41430.0,Burggrafenamt,Spring,2263755,41430,157239
2012,3.0,3,Spring,1488.0,1099.0,19191.0,9452.0,4895.0,582.0,36707.0,Eisacktal,Spring,1240970,36707,150696
2012,3.0,4,Spring,4604.0,6846.0,60939.0,58658.0,19245.0,1454.0,151746.0,Pustertal,Spring,2674120,151746,784274
2012,3.0,5,Spring,2302.0,5142.0,30420.0,30720.0,14023.0,1505.0,84112.0,Salten-Schlern,Spring,1282256,84112,474035
2012,3.0,6,Spring,1120.0,362.0,7068.0,5188.0,1509.0,649.0,15896.0,Uberetsch-Unterland,Spring,1700886,15896,58968
2012,3.0,7,Spring,1208.0,977.0,21928.0,6267.0,4096.0,2076.0,36552.0,Vinschgau,Spring,1294042,36552,170989
2012,3.0,8,Spring,663.0,350.0,17308.0,6238.0,1400.0,193.0,26152.0,Wipptal,Spring,601598,26152,92985
2012,4.0,1,Spring,1878.0,263.0,6454.0,8041.0,2803.0,1135.0,20574.0,Bozen,Spring,105717,20574,49584
2012,4.0,2,Spring,8382.0,917.0,80366.0,13775.0,2203.0,18868.0,124511.0,Burggrafenamt,Spring,2547970,124511,614276
2012,4.0,3,Spring,1260.0,313.0,16808.0,7608.0,1215.0,1048.0,28252.0,Eisacktal,Spring,1324539,28252,109999
2012,4.0,4,Spring,1329.0,2304.0,19071.0,17997.0,1860.0,990.0,43551.0,Pustertal,Spring,2703719,43551,244851
2012,4.0,5,Spring,822.0,497.0,11937.0,8995.0,1212.0,813.0,24276.0,Salten-Schlern,Spring,1384632,24276,134983
2012,4.0,6,Spring,4185.0,611.0,25913.0,6375.0,1450.0,3735.0,42269.0,Uberetsch-Unterland,Spring,1818915,42269,169066
2012,4.0,7,Spring,1669.0,636.0,18152.0,5569.0,1217.0,4381.0,31624.0,Vinschgau,Spring,1396665,31624,156094
2012,4.0,8,Spring,401.0,208.0,8546.0,5426.0,715.0,325.0,15621.0,Wipptal,Spring,642240,15621,56274
2012,5.0,1,Spring,1944.0,573.0,6817.0,10243.0,3530.0,1247.0,24354.0,Bozen,Spring,109719,24354,54541
2012,5.0,2,Spring,7846.0,1897.0,84721.0,11613.0,3555.0,18418.0,128050.0,Burggrafenamt,Spring,2717382,128050,684217
2012,5.0,3,Spring,2788.0,873.0,23667.0,8996.0,2096.0,1227.0,39647.0,Eisacktal,Spring,1355322,39647,143166
2012,5.0,4,Spring,2543.0,1037.0,21939.0,11695.0,2086.0,2080.0,41380.0,Pustertal,Spring,2749093,41380,148379
2012,5.0,5,Spring,1735.0,581.0,17510.0,9724.0,1782.0,1838.0,33170.0,Salten-Schlern,Spring,1436029,33170,124108
2012,5.0,6,Spring,4938.0,954.0,30510.0,11072.0,1803.0,4093.0,53370.0,Uberetsch-Unterland,Spring,1942108,53370,206461
2012,5.0,7,Spring,1536.0,962.0,14657.0,3904.0,1060.0,4758.0,26877.0,Vinschgau,Spring,1448739,26877,96767
2012,5.0,8,Spring,761.0,457.0,10597.0,4203.0,1158.0,374.0,17550.0,Wipptal,Spring,666276,17550,50721
2012,6.0,1,Summer,2075.0,791.0,7350.0,6361.0,5943.0,1205.0,23725.0,Bozen,Summer,113745,23725,53110
2012,6.0,2,Summer,6769.0,3317.0,93111.0,13097.0,4608.0,12721.0,133623.0,Burggrafenamt,Summer,2835092,133623,738992
2012,6.0,3,Summer,2507.0,1540.0,33307.0,9498.0,3377.0,1361.0,51590.0,Eisacktal,Summer,1404388,51590,213589
2012,6.0,4,Summer,4962.0,4655.0,44562.0,56382.0,8386.0,3146.0,122093.0,Pustertal,Summer,2945328,122093,473040
2012,6.0,5,Summer,3082.0,2104.0,36363.0,24859.0,5755.0,3081.0,75244.0,Salten-Schlern,Summer,1507125,75244,339845
2012,6.0,6,Summer,5710.0,1802.0,34420.0,6210.0,2186.0,3119.0,53447.0,Uberetsch-Unterland,Summer,2031516,53447,233439
2012,6.0,7,Summer,2179.0,2253.0,23608.0,8609.0,2484.0,4039.0,43172.0,Vinschgau,Summer,1501185,43172,163247
2012,6.0,8,Summer,1178.0,1131.0,12099.0,6105.0,1331.0,610.0,22454.0,Wipptal,Summer,690486,22454,72444
2012,7.0,1,Summer,1856.0,2337.0,8724.0,6594.0,7580.0,1393.0,28484.0,Bozen,Summer,117807,28484,57414
2012,7.0,2,Summer,7086.0,9841.0,97288.0,19969.0,7185.0,18951.0,160320.0,Burggrafenamt,Summer,2955018,160320,949220
2012,7.0,3,Summer,2831.0,5244.0,33533.0,22891.0,5881.0,2179.0,72559.0,Eisacktal,Summer,1473959,72559,365961
2012,7.0,4,Summer,5581.0,9847.0,46259.0,136344.0,14225.0,4916.0,217172.0,Pustertal,Summer,3109128,217172,1251494
2012,7.0,5,Summer,2928.0,5128.0,38535.0,53660.0,8899.0,4121.0,113271.0,Salten-Schlern,Summer,1560135,113271,690173
2012,7.0,6,Summer,4369.0,5455.0,34657.0,8381.0,5570.0,5149.0,63581.0,Uberetsch-Unterland,Summer,2103415,63581,318699
2012,7.0,7,Summer,2921.0,7211.0,29114.0,20472.0,4010.0,6256.0,69984.0,Vinschgau,Summer,1554135,69984,320710
2012,7.0,8,Summer,1084.0,3705.0,12770.0,13385.0,3062.0,844.0,34850.0,Wipptal,Summer,714912,34850,142664
2012,8.0,1,Summer,2135.0,1171.0,11020.0,7166.0,6179.0,1291.0,28962.0,Bozen,Summer,121899,28962,64431
2012,8.0,2,Summer,7549.0,5481.0,114262.0,40948.0,5204.0,11105.0,184549.0,Burggrafenamt,Summer,3055862,184549,1125907
2012,8.0,3,Summer,2719.0,2273.0,30969.0,43130.0,3247.0,1016.0,83354.0,Eisacktal,Summer,1524411,83354,461024
2012,8.0,4,Summer,4818.0,4251.0,37859.0,211479.0,9625.0,2651.0,270683.0,Pustertal,Summer,3153525,270683,1752195
2012,8.0,5,Summer,2655.0,2349.0,36127.0,94678.0,5850.0,2257.0,143916.0,Salten-Schlern,Summer,1613265,143916,935203
2012,8.0,6,Summer,5483.0,2724.0,45735.0,12516.0,3580.0,3169.0,73207.0,Uberetsch-Unterland,Summer,2196019,73207,390873
2012,8.0,7,Summer,2951.0,3799.0,32183.0,36816.0,2702.0,4178.0,82629.0,Vinschgau,Summer,1607307,82629,417614
2012,8.0,8,Summer,883.0,1809.0,11462.0,25610.0,1400.0,402.0,41566.0,Wipptal,Summer,739452,41566,214380
2012,9.0,1,Autumn,3252.0,646.0,10320.0,8124.0,5545.0,1406.0,29293.0,Bozen,Autumn,125973,29293,60566
2012,9.0,2,Autumn,9061.0,2320.0,125293.0,12749.0,3985.0,18380.0,171788.0,Burggrafenamt,Autumn,3113860,171788,949528
2012,9.0,3,Autumn,4265.0,1105.0,44002.0,10344.0,3372.0,2210.0,65298.0,Eisacktal,Autumn,1574671,65298,280084
2012,9.0,4,Autumn,7249.0,2769.0,69930.0,50302.0,8151.0,5164.0,143565.0,Pustertal,Autumn,3321438,143565,669367
2012,9.0,5,Autumn,4794.0,1662.0,53133.0,20409.0,6019.0,4650.0,90667.0,Salten-Schlern,Autumn,1666269,90667,463080
2012,9.0,6,Autumn,6736.0,891.0,44757.0,6340.0,2414.0,5164.0,66302.0,Uberetsch-Unterland,Autumn,2247722,66302,301614
2012,9.0,7,Autumn,2721.0,1697.0,33154.0,8323.0,2361.0,5517.0,53773.0,Vinschgau,Autumn,1660293,53773,232779
2012,9.0,8,Autumn,1401.0,745.0,19276.0,7188.0,1329.0,797.0,30736.0,Wipptal,Autumn,763914,30736,104065
2012,10.0,1,Autumn,2972.0,208.0,7216.0,7488.0,3550.0,1116.0,22550.0,Bozen,Autumn,130047,22550,51821
2012,10.0,2,Autumn,11497.0,786.0,95151.0,10822.0,2432.0,19397.0,140085.0,Burggrafenamt,Autumn,3190097,140085,781655
2012,10.0,3,Autumn,4920.0,330.0,33850.0,6423.0,1284.0,2144.0,48951.0,Eisacktal,Autumn,1602538,48951,199403
2012,10.0,4,Autumn,4167.0,429.0,31134.0,15524.0,1543.0,3335.0,56132.0,Pustertal,Autumn,3338754,56132,237054
2012,10.0,5,Autumn,3502.0,402.0,31036.0,8432.0,1784.0,3800.0,48956.0,Salten-Schlern,Autumn,1718817,48956,229756
2012,10.0,6,Autumn,6971.0,277.0,32616.0,5135.0,1437.0,4315.0,50751.0,Uberetsch-Unterland,Autumn,2232149,50751,216498
2012,10.0,7,Autumn,2014.0,218.0,16867.0,6733.0,1542.0,5141.0,32515.0,Vinschgau,Autumn,1712919,32515,141188
2012,10.0,8,Autumn,1495.0,164.0,13978.0,4484.0,602.0,775.0,21498.0,Wipptal,Autumn,788214,21498,75759
2012,11.0,1,Autumn,1088.0,193.0,2989.0,9957.0,2719.0,531.0,17477.0,Bozen,Autumn,134043,17477,32697
2012,11.0,2,Autumn,4080.0,171.0,11697.0,21139.0,1625.0,3783.0,42495.0,Burggrafenamt,Autumn,3009551,42495,152774
2012,11.0,3,Autumn,2113.0,55.0,5575.0,7132.0,543.0,374.0,15792.0,Eisacktal,Autumn,1536712,15792,45823
2012,11.0,4,Autumn,1103.0,62.0,3631.0,14654.0,573.0,554.0,20577.0,Pustertal,Autumn,2982989,20577,60878
2012,11.0,5,Autumn,672.0,34.0,2752.0,9091.0,444.0,290.0,13283.0,Salten-Schlern,Autumn,1632477,13283,42574
2012,11.0,6,Autumn,1446.0,135.0,4330.0,6816.0,1185.0,400.0,14312.0,Uberetsch-Unterland,Autumn,2096070,14312,47180
2012,11.0,7,Autumn,722.0,44.0,3100.0,7359.0,798.0,629.0,12652.0,Vinschgau,Autumn,1582181,12652,43716
2012,11.0,8,Autumn,970.0,27.0,3059.0,6634.0,382.0,151.0,11223.0,Wipptal,Autumn,766473,11223,28064
2012,12.0,1,Winter,784.0,93.0,2340.0,19828.0,2082.0,442.0,25569.0,Bozen,Winter,137715,25569,50523
2012,12.0,2,Winter,1365.0,420.0,12154.0,43968.0,1861.0,2841.0,62609.0,Burggrafenamt,Winter,2977480,62609,192684
2012,12.0,3,Winter,970.0,555.0,13772.0,30483.0,3034.0,1068.0,49882.0,Eisacktal,Winter,1695050,49882,167145
2012,12.0,4,Winter,2207.0,3856.0,39404.0,119575.0,18974.0,1476.0,185492.0,Pustertal,Winter,3530983,185492,771548
2012,12.0,5,Winter,1078.0,2914.0,21049.0,58553.0,10193.0,1616.0,95403.0,Salten-Schlern,Winter,1794115,95403,396719
2012,12.0,6,Winter,537.0,132.0,3258.0,14625.0,869.0,383.0,19804.0,Uberetsch-Unterland,Winter,2198710,19804,60113
2012,12.0,7,Winter,448.0,968.0,12824.0,9834.0,1978.0,1126.0,27178.0,Vinschgau,Winter,1742136,27178,111562
2012,12.0,8,Winter,672.0,399.0,10975.0,22088.0,1196.0,314.0,35644.0,Wipptal,Winter,833940,35644,120581
2013,1.0,1,Winter,445.0,102.0,1534.0,10370.0,2020.0,201.0,14672.0,Bozen,Winter,141573,14672,28791
2013,1.0,2,Winter,799.0,132.0,6097.0,15650.0,1523.0,1053.0,25254.0,Burggrafenamt,Winter,2987429,25254,124049
2013,1.0,3,Winter,943.0,585.0,21136.0,16244.0,4020.0,808.0,43736.0,Eisacktal,Winter,1765569,43736,210737
2013,1.0,4,Winter,3721.0,4751.0,65426.0,95519.0,35329.0,1841.0,206587.0,Pustertal,Winter,3699925,206587,1161367
2013,1.0,5,Winter,1836.0,4483.0,29734.0,42862.0,22930.0,2069.0,103914.0,Salten-Schlern,Winter,1867059,103914,638751
2013,1.0,6,Winter,195.0,92.0,2103.0,5183.0,982.0,264.0,8819.0,Uberetsch-Unterland,Winter,2211585,8819,42068
2013,1.0,7,Winter,383.0,684.0,13622.0,5403.0,2623.0,1999.0,24714.0,Vinschgau,Winter,1694946,24714,145922
2013,1.0,8,Winter,564.0,401.0,16811.0,9271.0,1103.0,339.0,28489.0,Wipptal,Winter,833282,28489,125337
2013,2.0,1,Winter,610.0,244.0,1887.0,6642.0,1787.0,209.0,11379.0,Bozen,Winter,145377,11379,20259
2013,2.0,2,Winter,1375.0,597.0,10143.0,9740.0,1388.0,1466.0,24709.0,Burggrafenamt,Winter,2869913,24709,111113
2013,2.0,3,Winter,1576.0,2306.0,29355.0,13059.0,6791.0,1214.0,54301.0,Eisacktal,Winter,1787886,54301,248567
2013,2.0,4,Winter,6658.0,11300.0,81855.0,95925.0,31402.0,2540.0,229680.0,Pustertal,Winter,3798056,229680,1222990
2013,2.0,5,Winter,2596.0,10030.0,46329.0,41995.0,22691.0,2669.0,126310.0,Salten-Schlern,Winter,1818900,126310,712381
2013,2.0,6,Winter,496.0,405.0,2935.0,3791.0,2154.0,357.0,10138.0,Uberetsch-Unterland,Winter,2271132,10138,45146
2013,2.0,7,Winter,819.0,3442.0,20532.0,4800.0,2799.0,2929.0,35321.0,Vinschgau,Winter,1861878,35321,190659
2013,2.0,8,Winter,822.0,1619.0,20802.0,8081.0,1767.0,533.0,33624.0,Wipptal,Winter,855471,33624,142050
2013,3.0,1,Spring,1259.0,111.0,4735.0,9365.0,2212.0,666.0,18348.0,Bozen,Spring,149157,18348,34238
2013,3.0,2,Spring,3328.0,465.0,38942.0,11976.0,2138.0,5738.0,62587.0,Burggrafenamt,Spring,3398757,62587,258203
2013,3.0,3,Spring,1668.0,911.0,25913.0,11023.0,5093.0,721.0,45329.0,Eisacktal,Spring,1835152,45329,187683
2013,3.0,4,Spring,4932.0,7525.0,76175.0,71257.0,20540.0,1828.0,182257.0,Pustertal,Spring,3897778,182257,914632
2013,3.0,5,Spring,2651.0,5388.0,42337.0,37974.0,16483.0,1990.0,106823.0,Salten-Schlern,Spring,1941834,106823,572094
2013,3.0,6,Spring,1104.0,161.0,10630.0,5235.0,1367.0,1023.0,19520.0,Uberetsch-Unterland,Spring,2531488,19520,72675
2013,3.0,7,Spring,1164.0,800.0,27337.0,5979.0,3292.0,2790.0,41362.0,Vinschgau,Spring,1910415,41362,200603
2013,3.0,8,Spring,804.0,487.0,20470.0,6543.0,1954.0,307.0,30565.0,Wipptal,Spring,877868,30565,113397
2013,4.0,1,Spring,1547.0,276.0,5158.0,7591.0,2600.0,1025.0,18197.0,Bozen,Spring,153093,18197,38596
2013,4.0,2,Spring,7079.0,1072.0,52644.0,11378.0,2199.0,18471.0,92843.0,Burggrafenamt,Spring,3668939,92843,462489
2013,4.0,3,Spring,1270.0,285.0,10207.0,5909.0,993.0,1126.0,19790.0,Eisacktal,Spring,1882767,19790,72506
2013,4.0,4,Spring,1306.0,1237.0,7435.0,10427.0,1238.0,529.0,22172.0,Pustertal,Spring,3999679,22172,130368
2013,4.0,5,Spring,681.0,246.0,4829.0,4530.0,853.0,591.0,11730.0,Salten-Schlern,Spring,1914738,11730,64665
2013,4.0,6,Spring,2828.0,453.0,16720.0,5781.0,1551.0,3010.0,30343.0,Uberetsch-Unterland,Spring,2521900,30343,113618
2013,4.0,7,Spring,1262.0,677.0,9237.0,4748.0,1685.0,3645.0,21254.0,Vinschgau,Spring,2012373,21254,101004
2013,4.0,8,Spring,573.0,272.0,6896.0,4462.0,754.0,202.0,13159.0,Wipptal,Spring,926442,13159,38066
2013,5.0,1,Spring,2571.0,560.0,9424.0,7321.0,4320.0,1382.0,25578.0,Bozen,Spring,157089,25578,55015
2013,5.0,2,Spring,9489.0,1840.0,101893.0,8714.0,3531.0,19404.0,144871.0,Burggrafenamt,Spring,3870044,144871,758981
2013,5.0,3,Spring,2828.0,669.0,28847.0,5077.0,2311.0,1354.0,41086.0,Eisacktal,Spring,1931481,41086,157387
2013,5.0,4,Spring,2902.0,761.0,23257.0,10315.0,2029.0,1747.0,41011.0,Pustertal,Spring,3917428,41011,152869
2013,5.0,5,Spring,2172.0,451.0,21573.0,4254.0,1728.0,1698.0,31876.0,Salten-Schlern,Spring,2043731,31876,128663
2013,5.0,6,Spring,5249.0,1029.0,38558.0,5285.0,1825.0,4075.0,56021.0,Uberetsch-Unterland,Spring,2744430,56021,226678
2013,5.0,7,Spring,1744.0,915.0,18124.0,3742.0,1138.0,4785.0,30448.0,Vinschgau,Spring,2064339,30448,112054
2013,5.0,8,Spring,2476.0,565.0,13066.0,3551.0,1324.0,432.0,21414.0,Wipptal,Spring,950412,21414,64309
2013,6.0,1,Summer,2084.0,932.0,7588.0,6247.0,6655.0,1090.0,24596.0,Bozen,Summer,161103,24596,47794
2013,6.0,2,Summer,7076.0,3795.0,84690.0,10782.0,4893.0,14388.0,125624.0,Burggrafenamt,Summer,3968203,125624,681315
2013,6.0,3,Summer,2670.0,2002.0,30427.0,8613.0,4415.0,1289.0,49416.0,Eisacktal,Summer,1980473,49416,198285
2013,6.0,4,Summer,4029.0,4886.0,38866.0,52514.0,8924.0,2798.0,112017.0,Pustertal,Summer,4152624,112017,435289
2013,6.0,5,Summer,2871.0,2698.0,33044.0,22439.0,7468.0,3127.0,71647.0,Salten-Schlern,Summer,2122605,71647,314018
2013,6.0,6,Summer,4742.0,2177.0,31429.0,5266.0,2956.0,3655.0,50225.0,Uberetsch-Unterland,Summer,2813694,50225,210710
2013,6.0,7,Summer,1812.0,2419.0,19870.0,6131.0,2552.0,3617.0,36401.0,Vinschgau,Summer,2116713,36401,134011
2013,6.0,8,Summer,857.0,1204.0,11646.0,5565.0,1546.0,501.0,21319.0,Wipptal,Summer,974586,21319,67519
2013,7.0,1,Summer,1718.0,2250.0,9049.0,6052.0,8785.0,1433.0,29287.0,Bozen,Summer,165147,29287,61120
2013,7.0,2,Summer,7192.0,9631.0,94270.0,18060.0,7223.0,19415.0,155791.0,Burggrafenamt,Summer,4150575,155791,931628
2013,7.0,3,Summer,3413.0,5077.0,32823.0,21288.0,5771.0,2020.0,70392.0,Eisacktal,Summer,2057863,70392,352483
2013,7.0,4,Summer,7150.0,9487.0,45752.0,134790.0,16443.0,5445.0,219067.0,Pustertal,Summer,4340070,219067,1238680
2013,7.0,5,Summer,3234.0,4959.0,35973.0,49464.0,9687.0,4142.0,107459.0,Salten-Schlern,Summer,2175609,107459,658065
2013,7.0,6,Summer,4685.0,5155.0,33437.0,8532.0,5084.0,5135.0,62028.0,Uberetsch-Unterland,Summer,2939808,62028,309867
2013,7.0,7,Summer,3079.0,7101.0,29089.0,18811.0,4492.0,6403.0,68975.0,Vinschgau,Summer,2169603,68975,310266
2013,7.0,8,Summer,1113.0,4370.0,13155.0,15064.0,3537.0,877.0,38116.0,Wipptal,Summer,998970,38116,148843
2013,8.0,1,Summer,2613.0,1207.0,11401.0,7066.0,6631.0,1025.0,29943.0,Bozen,Summer,169239,29943,65591
2013,8.0,2,Summer,8193.0,5309.0,125765.0,40553.0,5676.0,11573.0,197069.0,Burggrafenamt,Summer,4223730,197069,1150322
2013,8.0,3,Summer,3253.0,2455.0,34344.0,42478.0,3458.0,1353.0,87341.0,Eisacktal,Summer,2108323,87341,470816
2013,8.0,4,Summer,4398.0,4781.0,42212.0,219871.0,10445.0,2884.0,284591.0,Pustertal,Summer,4417940,284591,1770899
2013,8.0,5,Summer,3058.0,2588.0,39095.0,94267.0,6507.0,2482.0,147997.0,Salten-Schlern,Summer,2228781,147997,932493
2013,8.0,6,Summer,5508.0,2684.0,50116.0,11677.0,3610.0,3165.0,76760.0,Uberetsch-Unterland,Summer,3012129,76760,391310
2013,8.0,7,Summer,3610.0,3757.0,35571.0,36499.0,3315.0,4733.0,87485.0,Vinschgau,Summer,2222793,87485,423399
2013,8.0,8,Summer,1048.0,1881.0,12985.0,26996.0,1730.0,437.0,45077.0,Wipptal,Summer,1023522,45077,215708
2013,9.0,1,Autumn,3179.0,681.0,10416.0,8114.0,6324.0,1762.0,30476.0,Bozen,Autumn,173325,30476,64528
2013,9.0,2,Autumn,9131.0,2282.0,120968.0,11673.0,4380.0,19089.0,167523.0,Burggrafenamt,Autumn,4353525,167523,952510
2013,9.0,3,Autumn,4291.0,1114.0,43336.0,8993.0,3238.0,2514.0,63486.0,Eisacktal,Autumn,2158729,63486,277636
2013,9.0,4,Autumn,6524.0,2671.0,63972.0,48364.0,8557.0,4686.0,134774.0,Pustertal,Autumn,4523525,134774,649775
2013,9.0,5,Autumn,4674.0,1610.0,50749.0,18817.0,5777.0,4740.0,86367.0,Salten-Schlern,Autumn,2281917,86367,457466
2013,9.0,6,Autumn,6360.0,857.0,44118.0,6501.0,2364.0,5108.0,65308.0,Uberetsch-Unterland,Autumn,3055218,65308,300343
2013,9.0,7,Autumn,2723.0,1659.0,33119.0,8427.0,2870.0,6240.0,55038.0,Vinschgau,Autumn,2275935,55038,227705
2013,9.0,8,Autumn,1576.0,866.0,17796.0,7508.0,1496.0,623.0,29865.0,Wipptal,Autumn,1048044,29865,100373
2013,10.0,1,Autumn,3460.0,218.0,8585.0,7068.0,3880.0,1424.0,24635.0,Bozen,Autumn,177405,24635,54509
2013,10.0,2,Autumn,11462.0,693.0,98928.0,10810.0,2556.0,19683.0,144132.0,Burggrafenamt,Autumn,4304657,144132,770396
2013,10.0,3,Autumn,5045.0,368.0,36922.0,7565.0,1401.0,2352.0,53653.0,Eisacktal,Autumn,2148774,53653,205372
2013,10.0,4,Autumn,3722.0,354.0,34453.0,16381.0,1702.0,3119.0,59731.0,Pustertal,Autumn,4598207,59731,237414
2013,10.0,5,Autumn,3246.0,400.0,31828.0,9340.0,1669.0,3853.0,50336.0,Salten-Schlern,Autumn,2334447,50336,223165
2013,10.0,6,Autumn,6140.0,328.0,32802.0,5143.0,1319.0,3673.0,49405.0,Uberetsch-Unterland,Autumn,3096688,49405,206920
2013,10.0,7,Autumn,1708.0,222.0,18068.0,7972.0,1944.0,4942.0,34856.0,Vinschgau,Autumn,2268723,34856,144255
2013,10.0,8,Autumn,1350.0,168.0,14831.0,4885.0,710.0,628.0,22572.0,Wipptal,Autumn,1042756,22572,75069
2013,11.0,1,Autumn,1536.0,100.0,2678.0,11048.0,1585.0,665.0,17612.0,Bozen,Autumn,181377,17612,35890
2013,11.0,2,Autumn,3729.0,125.0,9511.0,23045.0,1459.0,3629.0,41498.0,Burggrafenamt,Autumn,4121426,41498,138700
2013,11.0,3,Autumn,2446.0,79.0,4657.0,9435.0,648.0,319.0,17584.0,Eisacktal,Autumn,2011932,17584,45433
2013,11.0,4,Autumn,1071.0,60.0,3571.0,15763.0,686.0,324.0,21475.0,Pustertal,Autumn,3933737,21475,62209
2013,11.0,5,Autumn,699.0,79.0,2113.0,9156.0,302.0,256.0,12605.0,Salten-Schlern,Autumn,2291990,12605,40460
2013,11.0,6,Autumn,1350.0,76.0,3200.0,7396.0,1079.0,363.0,13464.0,Uberetsch-Unterland,Autumn,2829488,13464,42348
2013,11.0,7,Autumn,562.0,45.0,2683.0,6418.0,1289.0,618.0,11615.0,Vinschgau,Autumn,2256427,11615,41950
2013,11.0,8,Autumn,802.0,187.0,2145.0,7865.0,305.0,195.0,11499.0,Wipptal,Autumn,974048,11499,29797
2013,12.0,1,Winter,767.0,128.0,2405.0,22326.0,2205.0,545.0,28376.0,Bozen,Winter,185073,28376,57609
2013,12.0,2,Winter,1310.0,389.0,12921.0,46382.0,2101.0,2732.0,65835.0,Burggrafenamt,Winter,4112207,65835,197288
2013,12.0,3,Winter,1151.0,674.0,15150.0,31103.0,3279.0,1080.0,52437.0,Eisacktal,Winter,2271197,52437,174442
2013,12.0,4,Winter,2540.0,4098.0,41961.0,117764.0,21262.0,1918.0,189543.0,Pustertal,Winter,4730935,189543,794938
2013,12.0,5,Winter,1301.0,3478.0,23008.0,55019.0,11178.0,1707.0,95691.0,Salten-Schlern,Winter,2401884,95691,413775
2013,12.0,6,Winter,781.0,161.0,3285.0,14379.0,843.0,446.0,19895.0,Uberetsch-Unterland,Winter,2793263,19895,55462
2013,12.0,7,Winter,428.0,1030.0,13904.0,8049.0,1923.0,1251.0,26585.0,Vinschgau,Winter,2334027,26585,113055
2013,12.0,8,Winter,499.0,495.0,11414.0,21181.0,966.0,329.0,34884.0,Wipptal,Winter,1118052,34884,113413
2014,1.0,1,Winter,751.0,56.0,1981.0,11266.0,1924.0,195.0,16173.0,Bozen,Winter,188919,16173,30577
2014,1.0,2,Winter,874.0,121.0,6084.0,18506.0,1369.0,952.0,27906.0,Burggrafenamt,Winter,4164382,27906,122295
2014,1.0,3,Winter,1037.0,584.0,22536.0,17563.0,3813.0,853.0,46386.0,Eisacktal,Winter,2318114,46386,214677
2014,1.0,4,Winter,4418.0,4630.0,68193.0,97150.0,35462.0,2088.0,211941.0,Pustertal,Winter,4860472,211941,1144068
2014,1.0,5,Winter,1887.0,4366.0,32263.0,42105.0,24674.0,2123.0,107418.0,Salten-Schlern,Winter,2451376,107418,646614
2014,1.0,6,Winter,174.0,29.0,2035.0,6731.0,949.0,162.0,10080.0,Uberetsch-Unterland,Winter,2914265,10080,37354
2014,1.0,7,Winter,511.0,601.0,14141.0,6109.0,2323.0,2085.0,25770.0,Vinschgau,Winter,2382431,25770,143461
2014,1.0,8,Winter,552.0,407.0,18415.0,10924.0,1413.0,382.0,32093.0,Wipptal,Winter,1109640,32093,130183
2014,2.0,1,Winter,716.0,212.0,1736.0,6882.0,1908.0,272.0,11726.0,Bozen,Winter,192747,11726,20562
2014,2.0,2,Winter,1195.0,528.0,7589.0,9807.0,1502.0,1244.0,21865.0,Burggrafenamt,Winter,3826220,21865,84276
2014,2.0,3,Winter,1577.0,1838.0,26266.0,11887.0,7707.0,1419.0,50694.0,Eisacktal,Winter,2331402,50694,224610
2014,2.0,4,Winter,8263.0,7152.0,75397.0,83052.0,37748.0,2611.0,214223.0,Pustertal,Winter,5053788,214223,1110397
2014,2.0,5,Winter,3380.0,9136.0,41672.0,37508.0,26868.0,2511.0,121075.0,Salten-Schlern,Winter,2402729,121075,671686
2014,2.0,6,Winter,305.0,95.0,2067.0,3545.0,1486.0,183.0,7681.0,Uberetsch-Unterland,Winter,2779233,7681,31002
2014,2.0,7,Winter,1011.0,2540.0,17504.0,4520.0,3894.0,2918.0,32387.0,Vinschgau,Winter,2397484,32387,165313
2014,2.0,8,Winter,1005.0,1300.0,18696.0,8535.0,2032.0,569.0,32137.0,Wipptal,Winter,1163910,32137,126058
