,Changed,Consumed
1,0.024416586451846706,0.06903796211783739
2,0.09361266781511444,0.19281534808039966
3,0.1530900098542219,0.3128681444884371
4,0.1881056478501909,0.3965797854500181
5,0.21562166745064323,0.4883713432166299
6,0.23194598038085684,0.623075493308163
7,0.24317628881073353,0.7795219092892396
8,0.2511289522023511,1.0
