,Year,Month,district_c,Category,Arrivals,Present,Season
3554,2015,8.0,3,4-5 Star Hotel,20809,101607,Summer
3555,2015,8.0,3,Agricaltural Lodging,8919,68639,Summer
3556,2015,8.0,3,Campings,4423,8343,Summer
3557,2015,8.0,3,Other,8059,22668,Summer
3558,2015,8.0,3,Private Lodging,3282,21527,Summer
3559,2015,8.0,3,Residence,3322,24183,Summer
3560,2015,8.0,4,1-2 Star Hotel,35584,195268,Summer
3561,2015,8.0,4,3 Star Hotel,98607,494122,Summer
3562,2015,8.0,4,4-5 Star Hotel,60066,324855,Summer
3563,2015,8.0,4,Agricaltural Lodging,21897,180229,Summer
3564,2015,8.0,4,Campings,24593,130209,Summer
3565,2015,8.0,4,Other,16844,41691,Summer
3566,2015,8.0,4,Private Lodging,26971,203089,Summer
3567,2015,8.0,4,Residence,27752,208562,Summer
3568,2015,8.0,5,1-2 Star Hotel,11480,56140,Summer
3569,2015,8.0,5,3 Star Hotel,58025,300545,Summer
3570,2015,8.0,5,4-5 Star Hotel,45921,258044,Summer
3571,2015,8.0,5,Agricaltural Lodging,10076,79987,Summer
3572,2015,8.0,5,Campings,3994,21977,Summer
3573,2015,8.0,5,Other,2589,10891,Summer
3574,2015,8.0,5,Private Lodging,15652,122052,Summer
3575,2015,8.0,5,Residence,11748,87029,Summer
3576,2015,8.0,6,1-2 Star Hotel,7042,29898,Summer
3577,2015,8.0,6,3 Star Hotel,35548,132769,Summer
3578,2015,8.0,6,4-5 Star Hotel,12502,62031,Summer
3579,2015,8.0,6,Agricaltural Lodging,10020,75879,Summer
3580,2015,8.0,6,Campings,7922,33553,Summer
3581,2015,8.0,6,Other,555,1996,Summer
3582,2015,8.0,6,Private Lodging,3456,22272,Summer
3583,2015,8.0,6,Residence,2040,16963,Summer
3584,2015,8.0,7,1-2 Star Hotel,10831,36338,Summer
3585,2015,8.0,7,3 Star Hotel,32261,127650,Summer
3586,2015,8.0,7,4-5 Star Hotel,13793,64222,Summer
3587,2015,8.0,7,Agricaltural Lodging,5319,36412,Summer
3588,2015,8.0,7,Campings,12897,62851,Summer
3589,2015,8.0,7,Other,5339,8366,Summer
3590,2015,8.0,7,Private Lodging,3673,22811,Summer
3591,2015,8.0,7,Residence,7498,51195,Summer
3592,2015,8.0,8,1-2 Star Hotel,9124,25175,Summer
3593,2015,8.0,8,3 Star Hotel,18918,66313,Summer
3594,2015,8.0,8,4-5 Star Hotel,14295,65204,Summer
3595,2015,8.0,8,Agricaltural Lodging,1783,14536,Summer
3596,2015,8.0,8,Campings,2901,9489,Summer
3597,2015,8.0,8,Other,1834,11924,Summer
3598,2015,8.0,8,Private Lodging,1244,6699,Summer
3599,2015,8.0,8,Residence,1589,11122,Summer
3600,2015,9.0,1,1-2 Star Hotel,2129,4539,Autumn
3601,2015,9.0,1,3 Star Hotel,10755,20978,Autumn
3602,2015,9.0,1,4-5 Star Hotel,13547,24519,Autumn
3603,2015,9.0,1,Agricaltural Lodging,344,1618,Autumn
3604,2015,9.0,1,Campings,1197,5706,Autumn
3605,2015,9.0,1,Other,1486,2586,Autumn
3606,2015,9.0,1,Private Lodging,1074,3128,Autumn
3607,2015,9.0,1,Residence,183,482,Autumn
3608,2015,9.0,2,1-2 Star Hotel,13940,71157,Autumn
3609,2015,9.0,2,3 Star Hotel,62294,331283,Autumn
3610,2015,9.0,2,4-5 Star Hotel,50829,276988,Autumn
3611,2015,9.0,2,Agricaltural Lodging,8520,65383,Autumn
3612,2015,9.0,2,Campings,10090,57704,Autumn
3613,2015,9.0,2,Other,3165,6084,Autumn
3614,2015,9.0,2,Private Lodging,7404,48768,Autumn
3615,2015,9.0,2,Residence,12367,92368,Autumn
3616,2015,9.0,3,1-2 Star Hotel,7487,31717,Autumn
3617,2015,9.0,3,3 Star Hotel,27796,118699,Autumn
3618,2015,9.0,3,4-5 Star Hotel,17319,79983,Autumn
3619,2015,9.0,3,Agricaltural Lodging,4129,30119,Autumn
3620,2015,9.0,3,Campings,2346,4345,Autumn
3621,2015,9.0,3,Other,4107,9172,Autumn
3622,2015,9.0,3,Private Lodging,1694,10055,Autumn
3623,2015,9.0,3,Residence,1923,12426,Autumn
3624,2015,9.0,4,1-2 Star Hotel,12964,55817,Autumn
3625,2015,9.0,4,3 Star Hotel,52209,226792,Autumn
3626,2015,9.0,4,4-5 Star Hotel,38138,186880,Autumn
3627,2015,9.0,4,Agricaltural Lodging,7156,59064,Autumn
3628,2015,9.0,4,Campings,7858,36238,Autumn
3629,2015,9.0,4,Other,8764,16607,Autumn
3630,2015,9.0,4,Private Lodging,6116,42439,Autumn
3631,2015,9.0,4,Residence,9245,60960,Autumn
3632,2015,9.0,5,1-2 Star Hotel,5710,24108,Autumn
3633,2015,9.0,5,3 Star Hotel,35279,171910,Autumn
3634,2015,9.0,5,4-5 Star Hotel,31462,163427,Autumn
3635,2015,9.0,5,Agricaltural Lodging,4362,33526,Autumn
3636,2015,9.0,5,Campings,2268,12233,Autumn
3637,2015,9.0,5,Other,1266,3710,Autumn
3638,2015,9.0,5,Private Lodging,4624,34617,Autumn
3639,2015,9.0,5,Residence,4260,30721,Autumn
3640,2015,9.0,6,1-2 Star Hotel,6129,22414,Autumn
3641,2015,9.0,6,3 Star Hotel,31220,112502,Autumn
3642,2015,9.0,6,4-5 Star Hotel,11150,53622,Autumn
3643,2015,9.0,6,Agricaltural Lodging,7027,51894,Autumn
3644,2015,9.0,6,Campings,6230,28445,Autumn
3645,2015,9.0,6,Other,360,1431,Autumn
3646,2015,9.0,6,Private Lodging,2667,16873,Autumn
3647,2015,9.0,6,Residence,1620,13668,Autumn
3648,2015,9.0,7,1-2 Star Hotel,6144,20349,Autumn
3649,2015,9.0,7,3 Star Hotel,20734,79865,Autumn
3650,2015,9.0,7,4-5 Star Hotel,9932,44638,Autumn
3651,2015,9.0,7,Agricaltural Lodging,2746,18990,Autumn
3652,2015,9.0,7,Campings,6711,28242,Autumn
3653,2015,9.0,7,Other,1975,3195,Autumn
3654,2015,9.0,7,Private Lodging,1837,10308,Autumn
3655,2015,9.0,7,Residence,3958,23053,Autumn
3656,2015,9.0,8,1-2 Star Hotel,5160,9269,Autumn
3657,2015,9.0,8,3 Star Hotel,15231,40005,Autumn
3658,2015,9.0,8,4-5 Star Hotel,10743,44291,Autumn
3659,2015,9.0,8,Agricaltural Lodging,488,2875,Autumn
3660,2015,9.0,8,Campings,848,2261,Autumn
3661,2015,9.0,8,Other,417,777,Autumn
3662,2015,9.0,8,Private Lodging,424,2172,Autumn
3663,2015,9.0,8,Residence,715,3984,Autumn
3664,2015,10.0,1,1-2 Star Hotel,1405,3304,Autumn
3665,2015,10.0,1,3 Star Hotel,9346,18854,Autumn
3666,2015,10.0,1,4-5 Star Hotel,11697,21672,Autumn
3667,2015,10.0,1,Agricaltural Lodging,268,1277,Autumn
3668,2015,10.0,1,Campings,1205,4207,Autumn
3669,2015,10.0,1,Other,1116,2410,Autumn
3670,2015,10.0,1,Private Lodging,1038,3151,Autumn
3671,2015,10.0,1,Residence,169,460,Autumn
3672,2015,10.0,2,1-2 Star Hotel,9417,43471,Autumn
3673,2015,10.0,2,3 Star Hotel,53560,249340,Autumn
3674,2015,10.0,2,4-5 Star Hotel,55641,260948,Autumn
3675,2015,10.0,2,Agricaltural Lodging,6778,45193,Autumn
3676,2015,10.0,2,Campings,8178,43156,Autumn
3677,2015,10.0,2,Other,1312,2713,Autumn
3678,2015,10.0,2,Private Lodging,5073,30057,Autumn
3679,2015,10.0,2,Residence,10729,67947,Autumn
3680,2015,10.0,3,1-2 Star Hotel,5340,17801,Autumn
3681,2015,10.0,3,3 Star Hotel,25322,84184,Autumn
3682,2015,10.0,3,4-5 Star Hotel,17248,64254,Autumn
3683,2015,10.0,3,Agricaltural Lodging,3750,19276,Autumn
3684,2015,10.0,3,Campings,1036,1890,Autumn
3685,2015,10.0,3,Other,2755,5715,Autumn
3686,2015,10.0,3,Private Lodging,1222,4917,Autumn
3687,2015,10.0,3,Residence,1517,7446,Autumn
3688,2015,10.0,4,1-2 Star Hotel,4472,14271,Autumn
3689,2015,10.0,4,3 Star Hotel,20506,67373,Autumn
3690,2015,10.0,4,4-5 Star Hotel,27024,104914,Autumn
3691,2015,10.0,4,Agricaltural Lodging,3036,16128,Autumn
3692,2015,10.0,4,Campings,3492,13024,Autumn
3693,2015,10.0,4,Other,1094,2808,Autumn
3694,2015,10.0,4,Private Lodging,1650,7414,Autumn
3695,2015,10.0,4,Residence,3065,15412,Autumn
3696,2015,10.0,5,1-2 Star Hotel,2720,9799,Autumn
3697,2015,10.0,5,3 Star Hotel,17510,68476,Autumn
3698,2015,10.0,5,4-5 Star Hotel,20002,81122,Autumn
3699,2015,10.0,5,Agricaltural Lodging,3500,19334,Autumn
3700,2015,10.0,5,Campings,1281,5405,Autumn
3701,2015,10.0,5,Other,740,1778,Autumn
3702,2015,10.0,5,Private Lodging,2081,11316,Autumn
3703,2015,10.0,5,Residence,2125,12297,Autumn
3704,2015,10.0,6,1-2 Star Hotel,3992,13612,Autumn
3705,2015,10.0,6,3 Star Hotel,25450,78266,Autumn
3706,2015,10.0,6,4-5 Star Hotel,10815,43923,Autumn
3707,2015,10.0,6,Agricaltural Lodging,5242,30128,Autumn
3708,2015,10.0,6,Campings,2564,12553,Autumn
3709,2015,10.0,6,Other,253,669,Autumn
3710,2015,10.0,6,Private Lodging,1622,9968,Autumn
3711,2015,10.0,6,Residence,1314,10636,Autumn
3712,2015,10.0,7,1-2 Star Hotel,2805,9329,Autumn
3713,2015,10.0,7,3 Star Hotel,13877,50299,Autumn
3714,2015,10.0,7,4-5 Star Hotel,8162,32113,Autumn
3715,2015,10.0,7,Agricaltural Lodging,1819,9359,Autumn
3716,2015,10.0,7,Campings,2626,11740,Autumn
3717,2015,10.0,7,Other,383,1260,Autumn
3718,2015,10.0,7,Private Lodging,758,4167,Autumn
3719,2015,10.0,7,Residence,4032,18388,Autumn
3720,2015,10.0,8,1-2 Star Hotel,2962,5530,Autumn
3721,2015,10.0,8,3 Star Hotel,10580,24399,Autumn
3722,2015,10.0,8,4-5 Star Hotel,11163,39635,Autumn
3723,2015,10.0,8,Agricaltural Lodging,283,1526,Autumn
3724,2015,10.0,8,Campings,180,243,Autumn
3725,2015,10.0,8,Other,15,15,Autumn
3726,2015,10.0,8,Private Lodging,168,1218,Autumn
3727,2015,10.0,8,Residence,411,2553,Autumn
3728,2015,11.0,1,1-2 Star Hotel,1215,2188,Autumn
3729,2015,11.0,1,3 Star Hotel,7330,12820,Autumn
3730,2015,11.0,1,4-5 Star Hotel,9072,16388,Autumn
3731,2015,11.0,1,Agricaltural Lodging,124,732,Autumn
3732,2015,11.0,1,Campings,89,371,Autumn
3733,2015,11.0,1,Other,911,1699,Autumn
3734,2015,11.0,1,Private Lodging,1012,2824,Autumn
3735,2015,11.0,1,Residence,173,382,Autumn
3736,2015,11.0,2,1-2 Star Hotel,2472,7251,Autumn
3737,2015,11.0,2,3 Star Hotel,15558,42070,Autumn
3738,2015,11.0,2,4-5 Star Hotel,27698,97937,Autumn
3739,2015,11.0,2,Agricaltural Lodging,1480,8152,Autumn
3740,2015,11.0,2,Campings,874,4972,Autumn
3741,2015,11.0,2,Other,621,1503,Autumn
3742,2015,11.0,2,Private Lodging,1543,6125,Autumn
3743,2015,11.0,2,Residence,3320,14700,Autumn
3744,2015,11.0,3,1-2 Star Hotel,1810,5099,Autumn
3745,2015,11.0,3,3 Star Hotel,7496,17467,Autumn
3746,2015,11.0,3,4-5 Star Hotel,7327,19308,Autumn
3747,2015,11.0,3,Agricaltural Lodging,1421,4867,Autumn
3748,2015,11.0,3,Campings,82,183,Autumn
3749,2015,11.0,3,Other,1742,3553,Autumn
3750,2015,11.0,3,Private Lodging,324,1287,Autumn
3751,2015,11.0,3,Residence,621,3690,Autumn
3752,2015,11.0,4,1-2 Star Hotel,1863,5185,Autumn
3753,2015,11.0,4,3 Star Hotel,3963,7160,Autumn
3754,2015,11.0,4,4-5 Star Hotel,12040,33462,Autumn
3755,2015,11.0,4,Agricaltural Lodging,1404,4732,Autumn
3756,2015,11.0,4,Campings,1318,4170,Autumn
3757,2015,11.0,4,Other,294,722,Autumn
3758,2015,11.0,4,Private Lodging,819,2960,Autumn
3759,2015,11.0,4,Residence,996,3369,Autumn
3760,2015,11.0,5,1-2 Star Hotel,1159,2843,Autumn
3761,2015,11.0,5,3 Star Hotel,3652,8171,Autumn
3762,2015,11.0,5,4-5 Star Hotel,8407,25348,Autumn
3763,2015,11.0,5,Agricaltural Lodging,963,3940,Autumn
3764,2015,11.0,5,Campings,1,50,Autumn
3765,2015,11.0,5,Other,806,1528,Autumn
3766,2015,11.0,5,Private Lodging,470,1869,Autumn
3767,2015,11.0,5,Residence,528,3228,Autumn
3768,2015,11.0,6,1-2 Star Hotel,1628,4999,Autumn
3769,2015,11.0,6,3 Star Hotel,10053,21721,Autumn
3770,2015,11.0,6,4-5 Star Hotel,2677,9543,Autumn
3771,2015,11.0,6,Agricaltural Lodging,1247,6472,Autumn
3772,2015,11.0,6,Campings,48,304,Autumn
3773,2015,11.0,6,Other,21,41,Autumn
3774,2015,11.0,6,Private Lodging,302,3716,Autumn
3775,2015,11.0,6,Residence,669,5751,Autumn
3776,2015,11.0,7,1-2 Star Hotel,1302,3864,Autumn
3777,2015,11.0,7,3 Star Hotel,7865,24740,Autumn
3778,2015,11.0,7,4-5 Star Hotel,2696,9094,Autumn
3779,2015,11.0,7,Agricaltural Lodging,480,2204,Autumn
3780,2015,11.0,7,Campings,256,952,Autumn
3781,2015,11.0,7,Other,118,253,Autumn
3782,2015,11.0,7,Private Lodging,360,1393,Autumn
3783,2015,11.0,7,Residence,1914,9652,Autumn
3784,2015,11.0,8,1-2 Star Hotel,1711,3417,Autumn
3785,2015,11.0,8,3 Star Hotel,6399,11942,Autumn
3786,2015,11.0,8,4-5 Star Hotel,6640,19466,Autumn
3787,2015,11.0,8,Agricaltural Lodging,209,865,Autumn
3788,2015,11.0,8,Private Lodging,126,914,Autumn
3789,2015,11.0,8,Residence,259,2017,Autumn
3790,2015,12.0,1,1-2 Star Hotel,1595,3190,Winter
3791,2015,12.0,1,3 Star Hotel,11165,22064,Winter
3792,2015,12.0,1,4-5 Star Hotel,13672,24481,Winter
3793,2015,12.0,1,Agricaltural Lodging,314,1229,Winter
3794,2015,12.0,1,Other,902,1788,Winter
3795,2015,12.0,1,Private Lodging,1903,4536,Winter
3796,2015,12.0,1,Residence,50,205,Winter
3797,2015,12.0,2,1-2 Star Hotel,5471,13401,Winter
3798,2015,12.0,2,3 Star Hotel,30322,71322,Winter
3799,2015,12.0,2,4-5 Star Hotel,27859,89806,Winter
3800,2015,12.0,2,Agricaltural Lodging,4419,15375,Winter
3801,2015,12.0,2,Campings,106,260,Winter
3802,2015,12.0,2,Other,1890,6034,Winter
3803,2015,12.0,2,Private Lodging,3333,10922,Winter
3804,2015,12.0,2,Residence,8048,25278,Winter
3805,2015,12.0,3,1-2 Star Hotel,6577,20547,Winter
3806,2015,12.0,3,3 Star Hotel,23126,68221,Winter
3807,2015,12.0,3,4-5 Star Hotel,14659,47942,Winter
3808,2015,12.0,3,Agricaltural Lodging,5041,18161,Winter
3809,2015,12.0,3,Campings,694,1431,Winter
3810,2015,12.0,3,Other,2636,7003,Winter
3811,2015,12.0,3,Private Lodging,2048,6920,Winter
3812,2015,12.0,3,Residence,2350,9731,Winter
3813,2015,12.0,4,1-2 Star Hotel,20660,79297,Winter
3814,2015,12.0,4,3 Star Hotel,65313,236809,Winter
3815,2015,12.0,4,4-5 Star Hotel,49065,191775,Winter
3816,2015,12.0,4,Agricaltural Lodging,13952,61145,Winter
3817,2015,12.0,4,Campings,8310,31339,Winter
3818,2015,12.0,4,Other,2121,7201,Winter
3819,2015,12.0,4,Private Lodging,16881,76762,Winter
3820,2015,12.0,4,Residence,21912,99711,Winter
3821,2015,12.0,5,1-2 Star Hotel,6693,22836,Winter
3822,2015,12.0,5,3 Star Hotel,34758,128611,Winter
3823,2015,12.0,5,4-5 Star Hotel,34434,147687,Winter
3824,2015,12.0,5,Agricaltural Lodging,5321,21641,Winter
3825,2015,12.0,5,Campings,463,2034,Winter
3826,2015,12.0,5,Other,1086,2737,Winter
3827,2015,12.0,5,Private Lodging,9807,47257,Winter
3828,2015,12.0,5,Residence,8447,40044,Winter
3829,2015,12.0,6,1-2 Star Hotel,3039,7875,Winter
3830,2015,12.0,6,3 Star Hotel,17903,38026,Winter
3831,2015,12.0,6,4-5 Star Hotel,2046,4974,Winter
3832,2015,12.0,6,Agricaltural Lodging,2552,8367,Winter
3833,2015,12.0,6,Other,77,141,Winter
3834,2015,12.0,6,Private Lodging,641,3699,Winter
3835,2015,12.0,6,Residence,622,4902,Winter
3836,2015,12.0,7,1-2 Star Hotel,3264,11219,Winter
3837,2015,12.0,7,3 Star Hotel,12270,48870,Winter
3838,2015,12.0,7,4-5 Star Hotel,6048,25385,Winter
3839,2015,12.0,7,Agricaltural Lodging,1819,7334,Winter
3840,2015,12.0,7,Campings,483,1569,Winter
3841,2015,12.0,7,Other,130,226,Winter
3842,2015,12.0,7,Private Lodging,1464,6808,Winter
3843,2015,12.0,7,Residence,4659,23651,Winter
3844,2015,12.0,8,1-2 Star Hotel,5020,12567,Winter
3845,2015,12.0,8,3 Star Hotel,14259,38963,Winter
3846,2015,12.0,8,4-5 Star Hotel,10921,37752,Winter
3847,2015,12.0,8,Agricaltural Lodging,1447,5979,Winter
3848,2015,12.0,8,Campings,838,2033,Winter
3849,2015,12.0,8,Other,1798,5800,Winter
3850,2015,12.0,8,Private Lodging,987,3853,Winter
3851,2015,12.0,8,Residence,1595,6574,Winter
3852,2016,1.0,6,1-2 Star Hotel,57357,256826,Winter
3853,2016,1.0,6,3 Star Hotel,203059,869032,Winter
3854,2016,1.0,6,4-5 Star Hotel,163608,722649,Winter
3855,2016,1.0,6,Agricaltural Lodging,27897,154772,Winter
3856,2016,1.0,6,Campings,6098,37744,Winter
3857,2016,1.0,6,Other,8299,28921,Winter
3858,2016,1.0,6,Private Lodging,43772,244730,Winter
3859,2016,1.0,6,Residence,51934,289776,Winter
3860,2016,2.0,6,1-2 Star Hotel,58666,280558,Winter
3861,2016,2.0,6,3 Star Hotel,202201,949124,Winter
3862,2016,2.0,6,4-5 Star Hotel,156941,747771,Winter
3863,2016,2.0,6,Agricaltural Lodging,33389,185153,Winter
3864,2016,2.0,6,Campings,5726,30370,Winter
3865,2016,2.0,6,Other,10163,34057,Winter
3866,2016,2.0,6,Private Lodging,49519,289203,Winter
3867,2016,2.0,6,Residence,54229,331567,Winter
3868,2016,3.0,6,1-2 Star Hotel,52304,239722,Spring
3869,2016,3.0,6,3 Star Hotel,205640,924123,Spring
3870,2016,3.0,6,4-5 Star Hotel,177558,815811,Spring
3871,2016,3.0,6,Agricaltural Lodging,29148,157426,Spring
3872,2016,3.0,6,Campings,16410,73003,Spring
3873,2016,3.0,6,Other,10903,37016,Spring
3874,2016,3.0,6,Private Lodging,38681,229819,Spring
3875,2016,3.0,6,Residence,49381,300152,Spring
3876,2016,4.0,6,1-2 Star Hotel,18757,61900,Spring
3877,2016,4.0,6,3 Star Hotel,96606,317742,Spring
3878,2016,4.0,6,4-5 Star Hotel,87762,329274,Spring
3879,2016,4.0,6,Agricaltural Lodging,11351,57343,Spring
3880,2016,4.0,6,Campings,13562,55948,Spring
3881,2016,4.0,6,Other,6532,14455,Spring
3882,2016,4.0,6,Private Lodging,7831,40504,Spring
3883,2016,4.0,6,Residence,13737,78039,Spring
3884,2016,5.0,6,1-2 Star Hotel,37849,125478,Spring
3885,2016,5.0,6,3 Star Hotel,182108,646870,Spring
3886,2016,5.0,6,4-5 Star Hotel,143459,573653,Spring
3887,2016,5.0,6,Agricaltural Lodging,33949,180522,Spring
3888,2016,5.0,6,Campings,35745,145760,Spring
3889,2016,5.0,6,Other,8360,18319,Spring
3890,2016,5.0,6,Private Lodging,17297,81279,Spring
3891,2016,5.0,6,Residence,25023,138379,Spring
3892,2016,6.0,6,1-2 Star Hotel,45616,160565,Summer
3893,2016,6.0,6,3 Star Hotel,204245,790244,Summer
3894,2016,6.0,6,4-5 Star Hotel,155619,669876,Summer
3895,2016,6.0,6,Agricaltural Lodging,30844,190190,Summer
3896,2016,6.0,6,Campings,29532,118975,Summer
3897,2016,6.0,6,Other,15116,35215,Summer
3898,2016,6.0,6,Private Lodging,21879,112919,Summer
3899,2016,6.0,6,Residence,29354,170918,Summer
3900,2016,7.0,6,1-2 Star Hotel,91477,366491,Summer
3901,2016,7.0,6,3 Star Hotel,333753,1379541,Summer
3902,2016,7.0,6,4-5 Star Hotel,231909,1098021,Summer
3903,2016,7.0,6,Agricaltural Lodging,63376,441943,Summer
3904,2016,7.0,6,Campings,66681,288988,Summer
3905,2016,7.0,6,Other,40108,98604,Summer
3906,2016,7.0,6,Private Lodging,55404,330958,Summer
3907,2016,7.0,6,Residence,64975,415128,Summer
3908,2016,8.0,6,1-2 Star Hotel,107450,501409,Summer
3909,2016,8.0,6,3 Star Hotel,373213,1758842,Summer
3910,2016,8.0,6,4-5 Star Hotel,240791,1315314,Summer
3911,2016,8.0,6,Agricaltural Lodging,67613,569698,Summer
3912,2016,8.0,6,Campings,76192,389580,Summer
3913,2016,8.0,6,Other,41678,109501,Summer
3914,2016,8.0,6,Private Lodging,65069,480985,Summer
3915,2016,8.0,6,Residence,67554,539674,Summer
3916,2016,9.0,6,1-2 Star Hotel,66284,245841,Autumn
3917,2016,9.0,6,3 Star Hotel,283558,1148771,Autumn
3918,2016,9.0,6,4-5 Star Hotel,201545,915036,Autumn
3919,2016,9.0,6,Agricaltural Lodging,39021,273192,Autumn
3920,2016,9.0,6,Campings,44904,193516,Autumn
3921,2016,9.0,6,Other,25051,48047,Autumn
3922,2016,9.0,6,Private Lodging,30425,177357,Autumn
3923,2016,9.0,6,Residence,38701,247296,Autumn
3924,2016,10.0,6,1-2 Star Hotel,37888,135772,Autumn
3925,2016,10.0,6,3 Star Hotel,204646,750334,Autumn
3926,2016,10.0,6,4-5 Star Hotel,190077,766534,Autumn
3927,2016,10.0,6,Agricaltural Lodging,34381,185118,Autumn
3928,2016,10.0,6,Campings,29681,126633,Autumn
3929,2016,10.0,6,Other,8533,18816,Autumn
3930,2016,10.0,6,Private Lodging,19427,94513,Autumn
3931,2016,10.0,6,Residence,30722,161468,Autumn
3932,2016,11.0,6,1-2 Star Hotel,12114,33752,Autumn
3933,2016,11.0,6,3 Star Hotel,58784,142823,Autumn
3934,2016,11.0,6,4-5 Star Hotel,71125,221117,Autumn
3935,2016,11.0,6,Agricaltural Lodging,5992,31481,Autumn
3936,2016,11.0,6,Campings,2080,10248,Autumn
3937,2016,11.0,6,Other,4831,10347,Autumn
3938,2016,11.0,6,Private Lodging,5512,23839,Autumn
3939,2016,11.0,6,Residence,9090,44975,Autumn
3940,2016,12.0,6,1-2 Star Hotel,52061,159552,Winter
3941,2016,12.0,6,3 Star Hotel,210243,636539,Winter
3942,2016,12.0,6,4-5 Star Hotel,162329,560055,Winter
3943,2016,12.0,6,Agricaltural Lodging,37540,138377,Winter
3944,2016,12.0,6,Campings,10415,36907,Winter
3945,2016,12.0,6,Other,11547,31241,Winter
3946,2016,12.0,6,Private Lodging,40439,154914,Winter
3947,2016,12.0,6,Residence,50859,199815,Winter
3948,2017,1.0,6,1-2 Star Hotel,53775,247984,Winter
3949,2017,1.0,6,3 Star Hotel,196537,876556,Winter
3950,2017,1.0,6,4-5 Star Hotel,157854,731205,Winter
3951,2017,1.0,6,Agricaltural Lodging,27150,168965,Winter
3952,2017,1.0,6,Campings,6183,37124,Winter
3953,2017,1.0,6,Other,7938,28895,Winter
3954,2017,1.0,6,Private Lodging,40810,253000,Winter
3955,2017,1.0,6,Residence,49019,300764,Winter
3956,2017,2.0,6,1-2 Star Hotel,58083,261197,Winter
3957,2017,2.0,6,3 Star Hotel,200416,900357,Winter
3958,2017,2.0,6,4-5 Star Hotel,161252,734462,Winter
3959,2017,2.0,6,Agricaltural Lodging,35388,177225,Winter
3960,2017,2.0,6,Campings,6163,28320,Winter
3961,2017,2.0,6,Other,9854,32154,Winter
3962,2017,2.0,6,Private Lodging,50747,273699,Winter
3963,2017,2.0,6,Residence,55358,314933,Winter
3964,2017,3.0,6,1-2 Star Hotel,45498,215187,Spring
3965,2017,3.0,6,3 Star Hotel,168157,776177,Spring
3966,2017,3.0,6,4-5 Star Hotel,141410,662297,Spring
3967,2017,3.0,6,Agricaltural Lodging,18884,121059,Spring
3968,2017,3.0,6,Campings,6425,31054,Spring
3969,2017,3.0,6,Other,9921,32002,Spring
3970,2017,3.0,6,Private Lodging,30968,200792,Spring
3971,2017,3.0,6,Residence,37871,248783,Spring
3972,2017,4.0,6,1-2 Star Hotel,34710,121336,Spring
3973,2017,4.0,6,3 Star Hotel,154658,546443,Spring
3974,2017,4.0,6,4-5 Star Hotel,131449,504256,Spring
3975,2017,4.0,6,Agricaltural Lodging,31275,146660,Spring
3976,2017,4.0,6,Campings,30622,124251,Spring
3977,2017,4.0,6,Other,8364,23564,Spring
3978,2017,4.0,6,Private Lodging,18790,81252,Spring
3979,2017,4.0,6,Residence,29577,148208,Spring
3980,2017,5.0,6,1-2 Star Hotel,31600,102759,Spring
3981,2017,5.0,6,3 Star Hotel,145836,515445,Spring
3982,2017,5.0,6,4-5 Star Hotel,116357,457075,Spring
3983,2017,5.0,6,Agricaltural Lodging,21159,113793,Spring
3984,2017,5.0,6,Campings,26498,101765,Spring
3985,2017,5.0,6,Other,7049,16412,Spring
3986,2017,5.0,6,Private Lodging,13761,64032,Spring
3987,2017,5.0,6,Residence,17948,101877,Spring
3988,2017,6.0,6,1-2 Star Hotel,61795,210315,Summer
3989,2017,6.0,6,3 Star Hotel,265264,962495,Summer
3990,2017,6.0,6,4-5 Star Hotel,195447,823529,Summer
3991,2017,6.0,6,Agricaltural Lodging,47053,277209,Summer
3992,2017,6.0,6,Campings,51205,203122,Summer
3993,2017,6.0,6,Other,18764,42842,Summer
3994,2017,6.0,6,Private Lodging,32684,154170,Summer
3995,2017,6.0,6,Residence,44445,233409,Summer
3996,2017,7.0,6,1-2 Star Hotel,96805,388633,Summer
3997,2017,7.0,6,3 Star Hotel,349260,1428432,Summer
3998,2017,7.0,6,4-5 Star Hotel,238493,1131070,Summer
3999,2017,7.0,6,Agricaltural Lodging,66933,464672,Summer
4000,2017,7.0,6,Campings,71257,308762,Summer
4001,2017,7.0,6,Other,44944,109540,Summer
4002,2017,7.0,6,Private Lodging,60119,352080,Summer
4003,2017,7.0,6,Residence,68382,434799,Summer
4004,2017,8.0,6,1-2 Star Hotel,107326,504762,Summer
4005,2017,8.0,6,3 Star Hotel,376172,1778807,Summer
4006,2017,8.0,6,4-5 Star Hotel,251474,1345891,Summer
4007,2017,8.0,6,Agricaltural Lodging,69351,579200,Summer
4008,2017,8.0,6,Campings,78091,399536,Summer
4009,2017,8.0,6,Other,44292,115556,Summer
4010,2017,8.0,6,Private Lodging,69176,497829,Summer
4011,2017,8.0,6,Residence,70644,548820,Summer
4012,2017,9.0,6,1-2 Star Hotel,66377,249071,Autumn
4013,2017,9.0,6,3 Star Hotel,292549,1176013,Autumn
4014,2017,9.0,6,4-5 Star Hotel,211507,944023,Autumn
4015,2017,9.0,6,Agricaltural Lodging,44051,284850,Autumn
4016,2017,9.0,6,Campings,43484,190580,Autumn
4017,2017,9.0,6,Other,23844,47131,Autumn
4018,2017,9.0,6,Private Lodging,34120,189535,Autumn
4019,2017,9.0,6,Residence,43598,262083,Autumn
4020,2017,10.0,6,1-2 Star Hotel,39503,140234,Autumn
4021,2017,10.0,6,3 Star Hotel,207843,762793,Autumn
