,Year,Month,district_c,Category,Arrivals,Present,Season
0,2010,1.0,1,1-2 Star Hotel,1356,6728,Winter
1,2010,1.0,1,3 Star Hotel,4941,9768,Winter
2,2010,1.0,1,4-5 Star Hotel,7265,14385,Winter
3,2010,1.0,1,Agricaltural Lodging,79,393,Winter
4,2010,1.0,1,Other,867,1651,Winter
5,2010,1.0,1,Private Lodging,65,479,Winter
6,2010,1.0,2,1-2 Star Hotel,1356,8655,Winter
7,2010,1.0,2,3 Star Hotel,10841,47912,Winter
8,2010,1.0,2,4-5 Star Hotel,10226,49487,Winter
9,2010,1.0,2,Agricaltural Lodging,724,6322,Winter
10,2010,1.0,2,Campings,0,87,Winter
11,2010,1.0,2,Other,938,4241,Winter
12,2010,1.0,2,Private Lodging,704,6380,Winter
13,2010,1.0,2,Residence,1576,14698,Winter
14,2010,1.0,3,1-2 Star Hotel,7787,38264,Winter
15,2010,1.0,3,3 Star Hotel,20994,86454,Winter
16,2010,1.0,3,4-5 Star Hotel,12398,56419,Winter
17,2010,1.0,3,Agricaltural Lodging,1988,11689,Winter
18,2010,1.0,3,Campings,224,546,Winter
19,2010,1.0,3,Other,1902,5671,Winter
20,2010,1.0,3,Private Lodging,1211,7291,Winter
21,2010,1.0,3,Residence,1416,12429,Winter
22,2010,1.0,4,1-2 Star Hotel,32335,166091,Winter
23,2010,1.0,4,3 Star Hotel,80185,388592,Winter
24,2010,1.0,4,4-5 Star Hotel,54921,263240,Winter
25,2010,1.0,4,Agricaltural Lodging,12180,73880,Winter
26,2010,1.0,4,Campings,4605,34605,Winter
27,2010,1.0,4,Other,3329,13040,Winter
28,2010,1.0,4,Private Lodging,21515,131901,Winter
29,2010,1.0,4,Residence,26770,159847,Winter
30,2010,1.0,5,1-2 Star Hotel,8635,45633,Winter
31,2010,1.0,5,3 Star Hotel,42057,221364,Winter
32,2010,1.0,5,4-5 Star Hotel,38628,207870,Winter
33,2010,1.0,5,Agricaltural Lodging,2624,17428,Winter
34,2010,1.0,5,Campings,472,3658,Winter
35,2010,1.0,5,Other,1101,2921,Winter
36,2010,1.0,5,Private Lodging,13241,84085,Winter
37,2010,1.0,5,Residence,10041,64783,Winter
38,2010,1.0,6,1-2 Star Hotel,1191,6534,Winter
39,2010,1.0,6,3 Star Hotel,6454,25242,Winter
40,2010,1.0,6,4-5 Star Hotel,802,2443,Winter
41,2010,1.0,6,Agricaltural Lodging,300,3652,Winter
42,2010,1.0,6,Other,73,339,Winter
43,2010,1.0,6,Private Lodging,229,3691,Winter
44,2010,1.0,6,Residence,189,5411,Winter
45,2010,1.0,7,1-2 Star Hotel,2969,14767,Winter
46,2010,1.0,7,3 Star Hotel,11975,60544,Winter
47,2010,1.0,7,4-5 Star Hotel,6180,30909,Winter
48,2010,1.0,7,Agricaltural Lodging,1079,5875,Winter
49,2010,1.0,7,Campings,260,2601,Winter
50,2010,1.0,7,Other,102,400,Winter
51,2010,1.0,7,Private Lodging,1277,7612,Winter
52,2010,1.0,7,Residence,5137,28586,Winter
53,2010,1.0,8,1-2 Star Hotel,4919,17539,Winter
54,2010,1.0,8,3 Star Hotel,11495,43042,Winter
55,2010,1.0,8,4-5 Star Hotel,11465,47435,Winter
56,2010,1.0,8,Agricaltural Lodging,768,5003,Winter
57,2010,1.0,8,Campings,106,563,Winter
58,2010,1.0,8,Other,282,5121,Winter
59,2010,1.0,8,Private Lodging,657,3544,Winter
60,2010,1.0,8,Residence,1045,6320,Winter
61,2010,2.0,1,1-2 Star Hotel,986,5969,Winter
62,2010,2.0,1,3 Star Hotel,4670,7921,Winter
63,2010,2.0,1,4-5 Star Hotel,5664,9771,Winter
64,2010,2.0,1,Agricaltural Lodging,54,418,Winter
65,2010,2.0,1,Other,257,509,Winter
66,2010,2.0,1,Private Lodging,56,608,Winter
67,2010,2.0,2,1-2 Star Hotel,1412,8517,Winter
68,2010,2.0,2,3 Star Hotel,9783,42768,Winter
69,2010,2.0,2,4-5 Star Hotel,9884,37499,Winter
70,2010,2.0,2,Agricaltural Lodging,990,6427,Winter
71,2010,2.0,2,Other,1138,4848,Winter
72,2010,2.0,2,Private Lodging,794,6092,Winter
73,2010,2.0,2,Residence,1752,13317,Winter
74,2010,2.0,3,1-2 Star Hotel,8884,40628,Winter
75,2010,2.0,3,3 Star Hotel,21845,100656,Winter
76,2010,2.0,3,4-5 Star Hotel,13451,59648,Winter
77,2010,2.0,3,Agricaltural Lodging,2614,13665,Winter
78,2010,2.0,3,Campings,43,120,Winter
79,2010,2.0,3,Other,2065,6605,Winter
80,2010,2.0,3,Private Lodging,1341,7827,Winter
81,2010,2.0,3,Residence,1620,13830,Winter
82,2010,2.0,4,1-2 Star Hotel,30495,165744,Winter
83,2010,2.0,4,3 Star Hotel,73376,390974,Winter
84,2010,2.0,4,4-5 Star Hotel,49515,255673,Winter
85,2010,2.0,4,Agricaltural Lodging,13324,78773,Winter
86,2010,2.0,4,Campings,4292,25619,Winter
87,2010,2.0,4,Other,4027,16830,Winter
88,2010,2.0,4,Private Lodging,22564,140212,Winter
89,2010,2.0,4,Residence,25540,163161,Winter
90,2010,2.0,5,1-2 Star Hotel,9442,50673,Winter
91,2010,2.0,5,3 Star Hotel,40640,226632,Winter
92,2010,2.0,5,4-5 Star Hotel,36321,204805,Winter
93,2010,2.0,5,Agricaltural Lodging,3811,22273,Winter
94,2010,2.0,5,Campings,514,2856,Winter
95,2010,2.0,5,Other,1226,4847,Winter
96,2010,2.0,5,Private Lodging,15182,95378,Winter
97,2010,2.0,5,Residence,10382,69801,Winter
98,2010,2.0,6,1-2 Star Hotel,1367,7875,Winter
99,2010,2.0,6,3 Star Hotel,6894,24655,Winter
100,2010,2.0,6,4-5 Star Hotel,578,1300,Winter
101,2010,2.0,6,Agricaltural Lodging,207,2365,Winter
102,2010,2.0,6,Other,68,184,Winter
103,2010,2.0,6,Private Lodging,154,3096,Winter
104,2010,2.0,6,Residence,157,4814,Winter
105,2010,2.0,7,1-2 Star Hotel,3609,18368,Winter
106,2010,2.0,7,3 Star Hotel,13223,72926,Winter
107,2010,2.0,7,4-5 Star Hotel,6200,32229,Winter
108,2010,2.0,7,Agricaltural Lodging,1561,7949,Winter
109,2010,2.0,7,Campings,153,1058,Winter
110,2010,2.0,7,Other,262,833,Winter
111,2010,2.0,7,Private Lodging,1858,11764,Winter
112,2010,2.0,7,Residence,5541,36270,Winter
113,2010,2.0,8,1-2 Star Hotel,4579,17549,Winter
114,2010,2.0,8,3 Star Hotel,10568,44492,Winter
115,2010,2.0,8,4-5 Star Hotel,10563,48038,Winter
116,2010,2.0,8,Agricaltural Lodging,1083,6148,Winter
117,2010,2.0,8,Campings,14,54,Winter
118,2010,2.0,8,Other,1213,7279,Winter
119,2010,2.0,8,Private Lodging,832,4022,Winter
120,2010,2.0,8,Residence,1247,8677,Winter
121,2010,3.0,1,1-2 Star Hotel,1331,7027,Spring
122,2010,3.0,1,3 Star Hotel,5587,9835,Spring
123,2010,3.0,1,4-5 Star Hotel,7763,13632,Spring
124,2010,3.0,1,Agricaltural Lodging,64,429,Spring
125,2010,3.0,1,Campings,230,722,Spring
126,2010,3.0,1,Other,912,1839,Spring
127,2010,3.0,1,Private Lodging,26,751,Spring
128,2010,3.0,2,1-2 Star Hotel,1695,9461,Spring
129,2010,3.0,2,3 Star Hotel,13073,51553,Spring
130,2010,3.0,2,4-5 Star Hotel,17708,68465,Spring
131,2010,3.0,2,Agricaltural Lodging,1244,6789,Spring
132,2010,3.0,2,Campings,1275,5376,Spring
133,2010,3.0,2,Other,919,3384,Spring
134,2010,3.0,2,Private Lodging,996,6662,Spring
135,2010,3.0,2,Residence,2678,17636,Spring
136,2010,3.0,3,1-2 Star Hotel,5325,26876,Spring
137,2010,3.0,3,3 Star Hotel,16134,69899,Spring
138,2010,3.0,3,4-5 Star Hotel,10799,45862,Spring
139,2010,3.0,3,Agricaltural Lodging,1326,7738,Spring
140,2010,3.0,3,Campings,174,303,Spring
141,2010,3.0,3,Other,1755,5550,Spring
142,2010,3.0,3,Private Lodging,788,5622,Spring
143,2010,3.0,3,Residence,831,10485,Spring
144,2010,3.0,4,1-2 Star Hotel,20412,119015,Spring
145,2010,3.0,4,3 Star Hotel,53792,299117,Spring
146,2010,3.0,4,4-5 Star Hotel,42232,218487,Spring
147,2010,3.0,4,Agricaltural Lodging,5879,38757,Spring
148,2010,3.0,4,Campings,2761,17705,Spring
149,2010,3.0,4,Other,2776,11498,Spring
150,2010,3.0,4,Private Lodging,11016,76758,Spring
151,2010,3.0,4,Residence,15953,114942,Spring
152,2010,3.0,5,1-2 Star Hotel,6138,34870,Spring
153,2010,3.0,5,3 Star Hotel,31371,191402,Spring
154,2010,3.0,5,4-5 Star Hotel,32337,194047,Spring
155,2010,3.0,5,Agricaltural Lodging,2033,12366,Spring
156,2010,3.0,5,Campings,346,2313,Spring
157,2010,3.0,5,Other,881,2876,Spring
158,2010,3.0,5,Private Lodging,9746,69597,Spring
159,2010,3.0,5,Residence,7830,59936,Spring
160,2010,3.0,6,1-2 Star Hotel,1510,8454,Spring
161,2010,3.0,6,3 Star Hotel,8785,27812,Spring
162,2010,3.0,6,4-5 Star Hotel,1368,3836,Spring
163,2010,3.0,6,Agricaltural Lodging,680,4936,Spring
164,2010,3.0,6,Campings,526,2021,Spring
165,2010,3.0,6,Other,191,623,Spring
166,2010,3.0,6,Private Lodging,248,3867,Spring
167,2010,3.0,6,Residence,270,5662,Spring
168,2010,3.0,7,1-2 Star Hotel,3428,17381,Spring
169,2010,3.0,7,3 Star Hotel,12839,68892,Spring
170,2010,3.0,7,4-5 Star Hotel,5931,31422,Spring
171,2010,3.0,7,Agricaltural Lodging,1330,6205,Spring
172,2010,3.0,7,Campings,565,2100,Spring
173,2010,3.0,7,Other,1133,2682,Spring
174,2010,3.0,7,Private Lodging,1556,10167,Spring
175,2010,3.0,7,Residence,4655,31033,Spring
176,2010,3.0,8,1-2 Star Hotel,3913,14920,Spring
177,2010,3.0,8,3 Star Hotel,10377,36218,Spring
178,2010,3.0,8,4-5 Star Hotel,8775,38782,Spring
179,2010,3.0,8,Agricaltural Lodging,502,3296,Spring
180,2010,3.0,8,Campings,43,64,Spring
181,2010,3.0,8,Other,674,3708,Spring
182,2010,3.0,8,Private Lodging,498,3463,Spring
183,2010,3.0,8,Residence,904,6530,Spring
184,2010,4.0,1,1-2 Star Hotel,1760,7868,Spring
185,2010,4.0,1,3 Star Hotel,7334,13985,Spring
186,2010,4.0,1,4-5 Star Hotel,8577,15906,Spring
187,2010,4.0,1,Agricaltural Lodging,140,638,Spring
188,2010,4.0,1,Campings,742,3805,Spring
189,2010,4.0,1,Other,868,1866,Spring
190,2010,4.0,1,Private Lodging,22,642,Spring
191,2010,4.0,2,1-2 Star Hotel,6690,34603,Spring
192,2010,4.0,2,3 Star Hotel,38977,184015,Spring
193,2010,4.0,2,4-5 Star Hotel,39662,186554,Spring
194,2010,4.0,2,Agricaltural Lodging,4050,23762,Spring
195,2010,4.0,2,Campings,4622,27808,Spring
196,2010,4.0,2,Other,1068,4007,Spring
197,2010,4.0,2,Private Lodging,3047,19503,Spring
198,2010,4.0,2,Residence,6661,47261,Spring
199,2010,4.0,3,1-2 Star Hotel,2249,10943,Spring
200,2010,4.0,3,3 Star Hotel,11076,36904,Spring
201,2010,4.0,3,4-5 Star Hotel,6693,22062,Spring
202,2010,4.0,3,Agricaltural Lodging,807,4938,Spring
203,2010,4.0,3,Campings,368,769,Spring
204,2010,4.0,3,Other,1391,3181,Spring
205,2010,4.0,3,Private Lodging,407,2728,Spring
206,2010,4.0,3,Residence,377,7106,Spring
207,2010,4.0,4,1-2 Star Hotel,5173,30518,Spring
208,2010,4.0,4,3 Star Hotel,16559,84703,Spring
209,2010,4.0,4,4-5 Star Hotel,13799,66700,Spring
210,2010,4.0,4,Agricaltural Lodging,1892,12534,Spring
211,2010,4.0,4,Campings,1554,7666,Spring
212,2010,4.0,4,Other,1371,3886,Spring
213,2010,4.0,4,Private Lodging,2104,16529,Spring
214,2010,4.0,4,Residence,3464,27565,Spring
215,2010,4.0,5,1-2 Star Hotel,1546,7593,Spring
216,2010,4.0,5,3 Star Hotel,8476,45032,Spring
217,2010,4.0,5,4-5 Star Hotel,8155,46346,Spring
218,2010,4.0,5,Agricaltural Lodging,965,6225,Spring
219,2010,4.0,5,Campings,272,1187,Spring
220,2010,4.0,5,Other,550,1188,Spring
221,2010,4.0,5,Private Lodging,1312,11697,Spring
222,2010,4.0,5,Residence,1145,10374,Spring
223,2010,4.0,6,1-2 Star Hotel,3016,11886,Spring
224,2010,4.0,6,3 Star Hotel,18107,55729,Spring
225,2010,4.0,6,4-5 Star Hotel,6567,26605,Spring
226,2010,4.0,6,Agricaltural Lodging,2880,15094,Spring
227,2010,4.0,6,Campings,2186,13335,Spring
228,2010,4.0,6,Other,200,556,Spring
229,2010,4.0,6,Private Lodging,779,5517,Spring
230,2010,4.0,6,Residence,895,8720,Spring
231,2010,4.0,7,1-2 Star Hotel,2385,10674,Spring
232,2010,4.0,7,3 Star Hotel,10531,48748,Spring
233,2010,4.0,7,4-5 Star Hotel,6599,30014,Spring
234,2010,4.0,7,Agricaltural Lodging,1168,6328,Spring
235,2010,4.0,7,Campings,1629,7236,Spring
236,2010,4.0,7,Other,1330,3082,Spring
237,2010,4.0,7,Private Lodging,1094,7222,Spring
238,2010,4.0,7,Residence,3392,21437,Spring
239,2010,4.0,8,1-2 Star Hotel,2123,5450,Spring
240,2010,4.0,8,3 Star Hotel,6428,18008,Spring
241,2010,4.0,8,4-5 Star Hotel,5632,19699,Spring
242,2010,4.0,8,Agricaltural Lodging,170,1771,Spring
243,2010,4.0,8,Campings,338,649,Spring
244,2010,4.0,8,Other,291,1575,Spring
245,2010,4.0,8,Private Lodging,223,2565,Spring
246,2010,4.0,8,Residence,372,2981,Spring
247,2010,5.0,1,1-2 Star Hotel,1868,8572,Spring
248,2010,5.0,1,3 Star Hotel,7550,14244,Spring
249,2010,5.0,1,4-5 Star Hotel,11242,20291,Spring
250,2010,5.0,1,Agricaltural Lodging,183,723,Spring
251,2010,5.0,1,Campings,980,4268,Spring
252,2010,5.0,1,Other,1047,2075,Spring
253,2010,5.0,1,Private Lodging,19,679,Spring
254,2010,5.0,2,1-2 Star Hotel,9529,48460,Spring
255,2010,5.0,2,3 Star Hotel,50641,240237,Spring
256,2010,5.0,2,4-5 Star Hotel,47907,222612,Spring
257,2010,5.0,2,Agricaltural Lodging,6331,36612,Spring
258,2010,5.0,2,Campings,6584,35455,Spring
259,2010,5.0,2,Other,1047,2179,Spring
260,2010,5.0,2,Private Lodging,4559,28412,Spring
261,2010,5.0,2,Residence,9997,66358,Spring
262,2010,5.0,3,1-2 Star Hotel,3815,13624,Spring
263,2010,5.0,3,3 Star Hotel,16258,58682,Spring
264,2010,5.0,3,4-5 Star Hotel,10483,35805,Spring
265,2010,5.0,3,Agricaltural Lodging,2024,9320,Spring
266,2010,5.0,3,Campings,1083,1842,Spring
267,2010,5.0,3,Other,1937,3993,Spring
268,2010,5.0,3,Private Lodging,628,3432,Spring
269,2010,5.0,3,Residence,660,8265,Spring
270,2010,5.0,4,1-2 Star Hotel,4308,14855,Spring
271,2010,5.0,4,3 Star Hotel,15955,46347,Spring
272,2010,5.0,4,4-5 Star Hotel,13872,46394,Spring
273,2010,5.0,4,Agricaltural Lodging,2304,11640,Spring
274,2010,5.0,4,Campings,2423,10461,Spring
275,2010,5.0,4,Other,1370,3074,Spring
276,2010,5.0,4,Private Lodging,1006,5357,Spring
277,2010,5.0,4,Residence,2259,10650,Spring
278,2010,5.0,5,1-2 Star Hotel,1743,7285,Spring
279,2010,5.0,5,3 Star Hotel,10483,39615,Spring
280,2010,5.0,5,4-5 Star Hotel,10237,37878,Spring
281,2010,5.0,5,Agricaltural Lodging,2126,10791,Spring
282,2010,5.0,5,Campings,945,3544,Spring
283,2010,5.0,5,Other,738,1789,Spring
284,2010,5.0,5,Private Lodging,1015,4838,Spring
285,2010,5.0,5,Residence,1333,7058,Spring
286,2010,5.0,6,1-2 Star Hotel,4948,16954,Spring
287,2010,5.0,6,3 Star Hotel,23876,76178,Spring
288,2010,5.0,6,4-5 Star Hotel,8751,36090,Spring
289,2010,5.0,6,Agricaltural Lodging,5570,28821,Spring
290,2010,5.0,6,Campings,3897,19995,Spring
291,2010,5.0,6,Other,481,1132,Spring
292,2010,5.0,6,Private Lodging,1893,10180,Spring
293,2010,5.0,6,Residence,1704,13188,Spring
294,2010,5.0,7,1-2 Star Hotel,2500,8859,Spring
295,2010,5.0,7,3 Star Hotel,8761,28999,Spring
296,2010,5.0,7,4-5 Star Hotel,5126,19767,Spring
297,2010,5.0,7,Agricaltural Lodging,1620,7830,Spring
298,2010,5.0,7,Campings,3981,14529,Spring
299,2010,5.0,7,Other,176,648,Spring
300,2010,5.0,7,Private Lodging,823,3465,Spring
301,2010,5.0,7,Residence,1509,8300,Spring
302,2010,5.0,8,1-2 Star Hotel,1765,3566,Spring
303,2010,5.0,8,3 Star Hotel,6881,16042,Spring
304,2010,5.0,8,4-5 Star Hotel,7017,24714,Spring
305,2010,5.0,8,Agricaltural Lodging,166,1361,Spring
306,2010,5.0,8,Campings,532,943,Spring
307,2010,5.0,8,Other,70,87,Spring
308,2010,5.0,8,Private Lodging,112,1834,Spring
309,2010,5.0,8,Residence,436,3085,Spring
310,2010,6.0,1,1-2 Star Hotel,1697,7039,Summer
311,2010,6.0,1,3 Star Hotel,7002,13308,Summer
312,2010,6.0,1,4-5 Star Hotel,10496,19119,Summer
313,2010,6.0,1,Agricaltural Lodging,132,589,Summer
314,2010,6.0,1,Campings,804,3901,Summer
315,2010,6.0,1,Other,1171,2373,Summer
316,2010,6.0,1,Private Lodging,20,578,Summer
317,2010,6.0,2,1-2 Star Hotel,9373,54048,Summer
318,2010,6.0,2,3 Star Hotel,46248,257987,Summer
319,2010,6.0,2,4-5 Star Hotel,37172,215987,Summer
320,2010,6.0,2,Agricaltural Lodging,5203,38257,Summer
321,2010,6.0,2,Campings,4925,29983,Summer
322,2010,6.0,2,Other,1306,4446,Summer
323,2010,6.0,2,Private Lodging,4451,30519,Summer
324,2010,6.0,2,Residence,7963,70066,Summer
325,2010,6.0,3,1-2 Star Hotel,5084,23512,Summer
326,2010,6.0,3,3 Star Hotel,18153,79891,Summer
327,2010,6.0,3,4-5 Star Hotel,11146,48257,Summer
328,2010,6.0,3,Agricaltural Lodging,2239,14492,Summer
329,2010,6.0,3,Campings,1364,2222,Summer
330,2010,6.0,3,Other,2612,6008,Summer
331,2010,6.0,3,Private Lodging,1158,6622,Summer
332,2010,6.0,3,Residence,999,10205,Summer
333,2010,6.0,4,1-2 Star Hotel,9046,41200,Summer
334,2010,6.0,4,3 Star Hotel,31885,124676,Summer
335,2010,6.0,4,4-5 Star Hotel,25519,108557,Summer
336,2010,6.0,4,Agricaltural Lodging,4659,30381,Summer
337,2010,6.0,4,Campings,5363,23224,Summer
338,2010,6.0,4,Other,3678,9298,Summer
339,2010,6.0,4,Private Lodging,3283,18986,Summer
340,2010,6.0,4,Residence,5775,34206,Summer
341,2010,6.0,5,1-2 Star Hotel,3777,17406,Summer
342,2010,6.0,5,3 Star Hotel,22206,103979,Summer
343,2010,6.0,5,4-5 Star Hotel,20048,98059,Summer
344,2010,6.0,5,Agricaltural Lodging,2897,19736,Summer
345,2010,6.0,5,Campings,1410,7730,Summer
346,2010,6.0,5,Other,863,4028,Summer
347,2010,6.0,5,Private Lodging,3218,19409,Summer
348,2010,6.0,5,Residence,2658,18445,Summer
349,2010,6.0,6,1-2 Star Hotel,4295,17038,Summer
350,2010,6.0,6,3 Star Hotel,23945,83645,Summer
351,2010,6.0,6,4-5 Star Hotel,7604,37165,Summer
352,2010,6.0,6,Agricaltural Lodging,4381,29277,Summer
353,2010,6.0,6,Campings,3016,19814,Summer
354,2010,6.0,6,Other,668,2329,Summer
355,2010,6.0,6,Private Lodging,1652,10301,Summer
356,2010,6.0,6,Residence,1180,12767,Summer
357,2010,6.0,7,1-2 Star Hotel,4271,14418,Summer
358,2010,6.0,7,3 Star Hotel,13620,50758,Summer
359,2010,6.0,7,4-5 Star Hotel,5944,24536,Summer
360,2010,6.0,7,Agricaltural Lodging,1408,9835,Summer
361,2010,6.0,7,Campings,4168,18303,Summer
362,2010,6.0,7,Other,606,1459,Summer
363,2010,6.0,7,Private Lodging,1098,5979,Summer
364,2010,6.0,7,Residence,3095,16452,Summer
365,2010,6.0,8,1-2 Star Hotel,2258,4821,Summer
366,2010,6.0,8,3 Star Hotel,7206,21247,Summer
367,2010,6.0,8,4-5 Star Hotel,6166,28800,Summer
368,2010,6.0,8,Agricaltural Lodging,206,1862,Summer
369,2010,6.0,8,Campings,717,1256,Summer
370,2010,6.0,8,Other,151,176,Summer
371,2010,6.0,8,Private Lodging,206,2220,Summer
372,2010,6.0,8,Residence,544,5084,Summer
373,2010,7.0,1,1-2 Star Hotel,2136,7792,Summer
374,2010,7.0,1,3 Star Hotel,8456,16436,Summer
375,2010,7.0,1,4-5 Star Hotel,13346,23306,Summer
376,2010,7.0,1,Agricaltural Lodging,193,750,Summer
377,2010,7.0,1,Campings,1390,5730,Summer
378,2010,7.0,1,Other,1223,2472,Summer
379,2010,7.0,1,Private Lodging,18,593,Summer
380,2010,7.0,2,1-2 Star Hotel,11447,63966,Summer
381,2010,7.0,2,3 Star Hotel,52416,297996,Summer
382,2010,7.0,2,4-5 Star Hotel,44339,258974,Summer
383,2010,7.0,2,Agricaltural Lodging,8138,63410,Summer
384,2010,7.0,2,Campings,7770,48185,Summer
385,2010,7.0,2,Other,3825,8933,Summer
386,2010,7.0,2,Private Lodging,6239,43945,Summer
387,2010,7.0,2,Residence,11458,99302,Summer
388,2010,7.0,3,1-2 Star Hotel,9751,57722,Summer
389,2010,7.0,3,3 Star Hotel,24845,118738,Summer
390,2010,7.0,3,4-5 Star Hotel,14334,69016,Summer
391,2010,7.0,3,Agricaltural Lodging,5327,38001,Summer
392,2010,7.0,3,Campings,3502,6790,Summer
393,2010,7.0,3,Other,5229,16061,Summer
394,2010,7.0,3,Private Lodging,2479,15998,Summer
395,2010,7.0,3,Residence,2045,18022,Summer
396,2010,7.0,4,1-2 Star Hotel,27545,157199,Summer
397,2010,7.0,4,3 Star Hotel,71038,365984,Summer
398,2010,7.0,4,4-5 Star Hotel,46303,239805,Summer
399,2010,7.0,4,Agricaltural Lodging,14611,117294,Summer
400,2010,7.0,4,Campings,17102,92341,Summer
401,2010,7.0,4,Other,14583,38021,Summer
402,2010,7.0,4,Private Lodging,17187,123836,Summer
403,2010,7.0,4,Residence,19433,141244,Summer
404,2010,7.0,5,1-2 Star Hotel,8277,42708,Summer
405,2010,7.0,5,3 Star Hotel,38138,215092,Summer
406,2010,7.0,5,4-5 Star Hotel,33657,193877,Summer
407,2010,7.0,5,Agricaltural Lodging,6242,51274,Summer
408,2010,7.0,5,Campings,2729,15791,Summer
409,2010,7.0,5,Other,1939,9259,Summer
410,2010,7.0,5,Private Lodging,9846,74332,Summer
411,2010,7.0,5,Residence,7166,57370,Summer
412,2010,7.0,6,1-2 Star Hotel,5717,25741,Summer
413,2010,7.0,6,3 Star Hotel,28218,104812,Summer
414,2010,7.0,6,4-5 Star Hotel,9058,45399,Summer
415,2010,7.0,6,Agricaltural Lodging,6524,48670,Summer
416,2010,7.0,6,Campings,5577,30774,Summer
417,2010,7.0,6,Other,538,2081,Summer
418,2010,7.0,6,Private Lodging,2345,16096,Summer
419,2010,7.0,6,Residence,1921,17974,Summer
420,2010,7.0,7,1-2 Star Hotel,7368,26598,Summer
421,2010,7.0,7,3 Star Hotel,21894,93333,Summer
422,2010,7.0,7,4-5 Star Hotel,9872,47951,Summer
423,2010,7.0,7,Agricaltural Lodging,3161,23448,Summer
424,2010,7.0,7,Campings,10147,51375,Summer
425,2010,7.0,7,Other,4360,5845,Summer
426,2010,7.0,7,Private Lodging,2529,16419,Summer
427,2010,7.0,7,Residence,5560,37648,Summer
428,2010,7.0,8,1-2 Star Hotel,5854,17222,Summer
429,2010,7.0,8,3 Star Hotel,11005,44298,Summer
430,2010,7.0,8,4-5 Star Hotel,10166,49649,Summer
431,2010,7.0,8,Agricaltural Lodging,946,6836,Summer
432,2010,7.0,8,Campings,1540,4805,Summer
433,2010,7.0,8,Other,1452,7922,Summer
434,2010,7.0,8,Private Lodging,716,4971,Summer
435,2010,7.0,8,Residence,1043,8246,Summer
436,2010,8.0,1,1-2 Star Hotel,2600,8437,Summer
437,2010,8.0,1,3 Star Hotel,8504,17988,Summer
438,2010,8.0,1,4-5 Star Hotel,13628,26804,Summer
439,2010,8.0,1,Agricaltural Lodging,227,1002,Summer
440,2010,8.0,1,Campings,1302,7135,Summer
441,2010,8.0,1,Other,1642,2680,Summer
442,2010,8.0,1,Private Lodging,20,418,Summer
443,2010,8.0,2,1-2 Star Hotel,17108,93725,Summer
444,2010,8.0,2,3 Star Hotel,68112,377367,Summer
445,2010,8.0,2,4-5 Star Hotel,52685,308923,Summer
446,2010,8.0,2,Agricaltural Lodging,10617,82237,Summer
447,2010,8.0,2,Campings,9838,58910,Summer
448,2010,8.0,2,Other,4027,11187,Summer
449,2010,8.0,2,Private Lodging,9090,62316,Summer
450,2010,8.0,2,Residence,14353,122991,Summer
451,2010,8.0,3,1-2 Star Hotel,11641,69166,Summer
452,2010,8.0,3,3 Star Hotel,31217,162602,Summer
453,2010,8.0,3,4-5 Star Hotel,16120,86216,Summer
454,2010,8.0,3,Agricaltural Lodging,6628,53931,Summer
455,2010,8.0,3,Campings,3566,8296,Summer
456,2010,8.0,3,Other,5127,20127,Summer
457,2010,8.0,3,Private Lodging,3160,24424,Summer
458,2010,8.0,3,Residence,2372,23301,Summer
459,2010,8.0,4,1-2 Star Hotel,30152,205848,Summer
460,2010,8.0,4,3 Star Hotel,80333,484677,Summer
461,2010,8.0,4,4-5 Star Hotel,49456,300356,Summer
462,2010,8.0,4,Agricaltural Lodging,16055,160843,Summer
463,2010,8.0,4,Campings,16354,115492,Summer
464,2010,8.0,4,Other,14063,39085,Summer
465,2010,8.0,4,Private Lodging,21289,205159,Summer
466,2010,8.0,4,Residence,19943,195014,Summer
467,2010,8.0,5,1-2 Star Hotel,11250,68199,Summer
468,2010,8.0,5,3 Star Hotel,46886,286963,Summer
469,2010,8.0,5,4-5 Star Hotel,36930,236778,Summer
470,2010,8.0,5,Agricaltural Lodging,7534,69415,Summer
471,2010,8.0,5,Campings,2952,17748,Summer
472,2010,8.0,5,Other,1731,9271,Summer
473,2010,8.0,5,Private Lodging,12838,119849,Summer
474,2010,8.0,5,Residence,8158,83662,Summer
475,2010,8.0,6,1-2 Star Hotel,7866,41114,Summer
476,2010,8.0,6,3 Star Hotel,32037,135981,Summer
477,2010,8.0,6,4-5 Star Hotel,10306,54679,Summer
478,2010,8.0,6,Agricaltural Lodging,9162,66851,Summer
479,2010,8.0,6,Campings,6258,35642,Summer
480,2010,8.0,6,Other,719,3678,Summer
481,2010,8.0,6,Private Lodging,3940,25408,Summer
482,2010,8.0,6,Residence,2104,20952,Summer
483,2010,8.0,7,1-2 Star Hotel,9775,43135,Summer
484,2010,8.0,7,3 Star Hotel,26456,129192,Summer
485,2010,8.0,7,4-5 Star Hotel,11411,63187,Summer
486,2010,8.0,7,Agricaltural Lodging,3727,32229,Summer
487,2010,8.0,7,Campings,11582,64094,Summer
488,2010,8.0,7,Other,3952,6654,Summer
489,2010,8.0,7,Private Lodging,3371,25439,Summer
490,2010,8.0,7,Residence,6065,49804,Summer
491,2010,8.0,8,1-2 Star Hotel,6606,26444,Summer
492,2010,8.0,8,3 Star Hotel,12873,64552,Summer
