Year,Month,Season,Nationality,district_c,Arrivals
2018,3.0,Spring,Austria,3,2663
2018,3.0,Spring,Austria,4,2895
2018,3.0,Spring,Austria,5,10552
2018,3.0,Spring,Austria,6,687
2018,3.0,Spring,Austria,7,670
2018,3.0,Spring,Austria,8,539
2018,3.0,Spring,Benelux countries,1,94
2018,3.0,Spring,Benelux countries,2,2395
2018,3.0,Spring,Benelux countries,3,1890
2018,3.0,Spring,Benelux countries,4,3052
2018,3.0,Spring,Benelux countries,5,10413
2018,3.0,Spring,Benelux countries,6,70
2018,3.0,Spring,Benelux countries,7,354
2018,3.0,Spring,Benelux countries,8,249
2018,3.0,Spring,Germany,1,2407
2018,3.0,Spring,Germany,2,51748
2018,3.0,Spring,Germany,3,35446
2018,3.0,Spring,Germany,4,35811
2018,3.0,Spring,Germany,5,135223
2018,3.0,Spring,Germany,6,5714
2018,3.0,Spring,Germany,7,11780
2018,3.0,Spring,Germany,8,9262
2018,3.0,Spring,Italy,1,3821
2018,3.0,Spring,Italy,2,28590
2018,3.0,Spring,Italy,3,20797
2018,3.0,Spring,Italy,4,32736
2018,3.0,Spring,Italy,5,90961
2018,3.0,Spring,Italy,6,2340
2018,3.0,Spring,Italy,7,2137
2018,3.0,Spring,Italy,8,4151
2018,3.0,Spring,Other countries,1,896
2018,3.0,Spring,Other countries,2,9010
2018,3.0,Spring,Other countries,3,7702
2018,3.0,Spring,Other countries,4,11816
2018,3.0,Spring,Other countries,5,35260
2018,3.0,Spring,Other countries,6,560
2018,3.0,Spring,Other countries,7,1769
2018,3.0,Spring,Other countries,8,768
2018,3.0,Spring,Switzerland and Liechtenstein,1,234
2018,3.0,Spring,Switzerland and Liechtenstein,2,4936
2018,3.0,Spring,Switzerland and Liechtenstein,3,1870
2018,3.0,Spring,Switzerland and Liechtenstein,4,1188
2018,3.0,Spring,Switzerland and Liechtenstein,5,8783
2018,3.0,Spring,Switzerland and Liechtenstein,6,357
2018,3.0,Spring,Switzerland and Liechtenstein,7,1310
2018,3.0,Spring,Switzerland and Liechtenstein,8,251
2018,4.0,Spring,Austria,1,1008
2018,4.0,Spring,Austria,2,7258
2018,4.0,Spring,Austria,3,2848
2018,4.0,Spring,Austria,4,762
2018,4.0,Spring,Austria,5,10772
2018,4.0,Spring,Austria,6,1910
2018,4.0,Spring,Austria,7,833
2018,4.0,Spring,Austria,8,316
2018,4.0,Spring,Benelux countries,1,97
2018,4.0,Spring,Benelux countries,2,1217
2018,4.0,Spring,Benelux countries,3,817
2018,4.0,Spring,Benelux countries,4,929
2018,4.0,Spring,Benelux countries,5,2962
2018,4.0,Spring,Benelux countries,6,246
2018,4.0,Spring,Benelux countries,7,357
2018,4.0,Spring,Benelux countries,8,168
2018,4.0,Spring,Germany,1,2745
2018,4.0,Spring,Germany,2,43536
2018,4.0,Spring,Germany,3,17679
2018,4.0,Spring,Germany,4,4741
2018,4.0,Spring,Germany,5,63212
2018,4.0,Spring,Germany,6,8684
2018,4.0,Spring,Germany,7,5823
2018,4.0,Spring,Germany,8,3185
2018,4.0,Spring,Italy,1,3933
2018,4.0,Spring,Italy,2,17328
2018,4.0,Spring,Italy,3,10223
2018,4.0,Spring,Italy,4,9209
2018,4.0,Spring,Italy,5,37895
2018,4.0,Spring,Italy,6,3118
2018,4.0,Spring,Italy,7,2532
2018,4.0,Spring,Italy,8,2627
2018,4.0,Spring,Other countries,1,1621
2018,4.0,Spring,Other countries,2,3464
2018,4.0,Spring,Other countries,3,2503
2018,4.0,Spring,Other countries,4,1359
2018,4.0,Spring,Other countries,5,8800
2018,4.0,Spring,Other countries,6,981
2018,4.0,Spring,Other countries,7,914
2018,4.0,Spring,Other countries,8,468
2018,4.0,Spring,Switzerland and Liechtenstein,1,451
2018,4.0,Spring,Switzerland and Liechtenstein,2,13419
2018,4.0,Spring,Switzerland and Liechtenstein,3,3393
2018,4.0,Spring,Switzerland and Liechtenstein,4,296
2018,4.0,Spring,Switzerland and Liechtenstein,5,14435
2018,4.0,Spring,Switzerland and Liechtenstein,6,1636
2018,4.0,Spring,Switzerland and Liechtenstein,7,1654
2018,4.0,Spring,Switzerland and Liechtenstein,8,172
2018,5.0,Spring,Austria,1,1263
2018,5.0,Spring,Austria,2,9361
2018,5.0,Spring,Austria,3,4342
2018,5.0,Spring,Austria,4,1864
2018,5.0,Spring,Austria,5,15552
2018,5.0,Spring,Austria,6,2370
2018,5.0,Spring,Austria,7,969
2018,5.0,Spring,Austria,8,616
2018,5.0,Spring,Benelux countries,1,218
2018,5.0,Spring,Benelux countries,2,1700
2018,5.0,Spring,Benelux countries,3,949
2018,5.0,Spring,Benelux countries,4,369
2018,5.0,Spring,Benelux countries,5,3259
2018,5.0,Spring,Benelux countries,6,345
2018,5.0,Spring,Benelux countries,7,352
2018,5.0,Spring,Benelux countries,8,327
2018,5.0,Spring,Germany,1,4524
2018,5.0,Spring,Germany,2,85163
2018,5.0,Spring,Germany,3,41904
2018,5.0,Spring,Germany,4,14619
2018,5.0,Spring,Germany,5,140220
2018,5.0,Spring,Germany,6,17824
2018,5.0,Spring,Germany,7,9925
2018,5.0,Spring,Germany,8,6854
2018,5.0,Spring,Italy,1,4001
2018,5.0,Spring,Italy,2,11648
2018,5.0,Spring,Italy,3,8328
2018,5.0,Spring,Italy,4,5861
2018,5.0,Spring,Italy,5,28417
2018,5.0,Spring,Italy,6,2983
2018,5.0,Spring,Italy,7,1222
2018,5.0,Spring,Italy,8,1828
2018,5.0,Spring,Other countries,1,2055
2018,5.0,Spring,Other countries,2,4850
2018,5.0,Spring,Other countries,3,3718
2018,5.0,Spring,Other countries,4,2022
2018,5.0,Spring,Other countries,5,12026
2018,5.0,Spring,Other countries,6,1055
2018,5.0,Spring,Other countries,7,458
2018,5.0,Spring,Other countries,8,630
2018,5.0,Spring,Switzerland and Liechtenstein,1,519
2018,5.0,Spring,Switzerland and Liechtenstein,2,13837
2018,5.0,Spring,Switzerland and Liechtenstein,3,4194
2018,5.0,Spring,Switzerland and Liechtenstein,4,949
2018,5.0,Spring,Switzerland and Liechtenstein,5,16922
2018,5.0,Spring,Switzerland and Liechtenstein,6,1982
2018,5.0,Spring,Switzerland and Liechtenstein,7,2224
2018,5.0,Spring,Switzerland and Liechtenstein,8,331
2018,6.0,Summer,Austria,1,1091
2018,6.0,Summer,Austria,2,8311
2018,6.0,Summer,Austria,3,4349
2018,6.0,Summer,Austria,4,3006
2018,6.0,Summer,Austria,5,16892
2018,6.0,Summer,Austria,6,2269
2018,6.0,Summer,Austria,7,1243
2018,6.0,Summer,Austria,8,547
2018,6.0,Summer,Benelux countries,1,389
2018,6.0,Summer,Benelux countries,2,4264
2018,6.0,Summer,Benelux countries,3,2402
2018,6.0,Summer,Benelux countries,4,2310
2018,6.0,Summer,Benelux countries,5,10472
2018,6.0,Summer,Benelux countries,6,894
2018,6.0,Summer,Benelux countries,7,1515
2018,6.0,Summer,Benelux countries,8,509
2018,6.0,Summer,Germany,1,4043
2018,6.0,Summer,Germany,2,80565
2018,6.0,Summer,Germany,3,43618
2018,6.0,Summer,Germany,4,21426
2018,6.0,Summer,Germany,5,150259
2018,6.0,Summer,Germany,6,15160
2018,6.0,Summer,Germany,7,10779
2018,6.0,Summer,Germany,8,6770
2018,6.0,Summer,Italy,1,3585
2018,6.0,Summer,Italy,2,26964
2018,6.0,Summer,Italy,3,19339
2018,6.0,Summer,Italy,4,32008
2018,6.0,Summer,Italy,5,82897
2018,6.0,Summer,Italy,6,2855
2018,6.0,Summer,Italy,7,3701
2018,6.0,Summer,Italy,8,3554
2018,6.0,Summer,Other countries,1,3277
2018,6.0,Summer,Other countries,2,10395
2018,6.0,Summer,Other countries,3,7480
2018,6.0,Summer,Other countries,4,7918
2018,6.0,Summer,Other countries,5,30754
2018,6.0,Summer,Other countries,6,1587
2018,6.0,Summer,Other countries,7,1457
2018,6.0,Summer,Other countries,8,1053
2018,6.0,Summer,Switzerland and Liechtenstein,1,461
2018,6.0,Summer,Switzerland and Liechtenstein,2,10628
2018,6.0,Summer,Switzerland and Liechtenstein,3,3849
2018,6.0,Summer,Switzerland and Liechtenstein,4,1814
2018,6.0,Summer,Switzerland and Liechtenstein,5,16527
2018,6.0,Summer,Switzerland and Liechtenstein,6,1560
2018,6.0,Summer,Switzerland and Liechtenstein,7,2090
2018,6.0,Summer,Switzerland and Liechtenstein,8,350
2018,7.0,Summer,Austria,1,932
2018,7.0,Summer,Austria,2,9027
2018,7.0,Summer,Austria,3,4694
2018,7.0,Summer,Austria,4,3424
2018,7.0,Summer,Austria,5,17932
2018,7.0,Summer,Austria,6,2219
2018,7.0,Summer,Austria,7,1680
2018,7.0,Summer,Austria,8,692
2018,7.0,Summer,Benelux countries,1,703
2018,7.0,Summer,Benelux countries,2,9631
2018,7.0,Summer,Benelux countries,3,5873
2018,7.0,Summer,Benelux countries,4,3882
2018,7.0,Summer,Benelux countries,5,21615
2018,7.0,Summer,Benelux countries,6,1942
2018,7.0,Summer,Benelux countries,7,2755
2018,7.0,Summer,Benelux countries,8,1725
2018,7.0,Summer,Germany,1,4481
2018,7.0,Summer,Germany,2,98925
2018,7.0,Summer,Germany,3,51364
2018,7.0,Summer,Germany,4,25391
2018,7.0,Summer,Germany,5,180621
2018,7.0,Summer,Germany,6,17739
2018,7.0,Summer,Germany,7,15695
2018,7.0,Summer,Germany,8,9335
2018,7.0,Summer,Italy,1,3208
2018,7.0,Summer,Italy,2,47496
2018,7.0,Summer,Italy,3,36930
2018,7.0,Summer,Italy,4,65973
2018,7.0,Summer,Italy,5,156767
2018,7.0,Summer,Italy,6,4077
2018,7.0,Summer,Italy,7,8076
2018,7.0,Summer,Italy,8,6867
2018,7.0,Summer,Other countries,1,4681
2018,7.0,Summer,Other countries,2,15932
2018,7.0,Summer,Other countries,3,11645
2018,7.0,Summer,Other countries,4,12111
2018,7.0,Summer,Other countries,5,47541
2018,7.0,Summer,Other countries,6,2871
2018,7.0,Summer,Other countries,7,2173
2018,7.0,Summer,Other countries,8,1843
2018,7.0,Summer,Switzerland and Liechtenstein,1,606
2018,7.0,Summer,Switzerland and Liechtenstein,2,14800
2018,7.0,Summer,Switzerland and Liechtenstein,3,5633
2018,7.0,Summer,Switzerland and Liechtenstein,4,3142
2018,7.0,Summer,Switzerland and Liechtenstein,5,24030
2018,7.0,Summer,Switzerland and Liechtenstein,6,2191
2018,7.0,Summer,Switzerland and Liechtenstein,7,3148
2018,7.0,Summer,Switzerland and Liechtenstein,8,538
2018,8.0,Summer,Austria,1,1156
2018,8.0,Summer,Austria,2,8730
2018,8.0,Summer,Austria,3,4524
2018,8.0,Summer,Austria,4,2608
2018,8.0,Summer,Austria,5,16936
2018,8.0,Summer,Austria,6,2579
2018,8.0,Summer,Austria,7,1693
2018,8.0,Summer,Austria,8,626
2018,8.0,Summer,Benelux countries,1,655
2018,8.0,Summer,Benelux countries,2,6085
2018,8.0,Summer,Benelux countries,3,3607
2018,8.0,Summer,Benelux countries,4,2168
2018,8.0,Summer,Benelux countries,5,13129
2018,8.0,Summer,Benelux countries,6,1278
2018,8.0,Summer,Benelux countries,7,1724
2018,8.0,Summer,Benelux countries,8,821
2018,8.0,Summer,Germany,1,5321
2018,8.0,Summer,Germany,2,100217
2018,8.0,Summer,Germany,3,47231
2018,8.0,Summer,Germany,4,19532
2018,8.0,Summer,Germany,5,171804
2018,8.0,Summer,Germany,6,20855
2018,8.0,Summer,Germany,7,15706
2018,8.0,Summer,Germany,8,7730
2018,8.0,Summer,Italy,1,3942
2018,8.0,Summer,Italy,2,80028
2018,8.0,Summer,Italy,3,61483
2018,8.0,Summer,Italy,4,95610
2018,8.0,Summer,Italy,5,248657
2018,8.0,Summer,Italy,6,5587
2018,8.0,Summer,Italy,7,14128
2018,8.0,Summer,Italy,8,11215
2018,8.0,Summer,Other countries,1,3764
2018,8.0,Summer,Other countries,2,11214
2018,8.0,Summer,Other countries,3,8289
2018,8.0,Summer,Other countries,4,8627
2018,8.0,Summer,Other countries,5,31733
2018,8.0,Summer,Other countries,6,1864
2018,8.0,Summer,Other countries,7,1678
2018,8.0,Summer,Other countries,8,772
2018,8.0,Summer,Switzerland and Liechtenstein,1,544
2018,8.0,Summer,Switzerland and Liechtenstein,2,8500
2018,8.0,Summer,Switzerland and Liechtenstein,3,3122
2018,8.0,Summer,Switzerland and Liechtenstein,4,1427
2018,8.0,Summer,Switzerland and Liechtenstein,5,13662
2018,8.0,Summer,Switzerland and Liechtenstein,6,1266
2018,8.0,Summer,Switzerland and Liechtenstein,7,2061
2018,8.0,Summer,Switzerland and Liechtenstein,8,242
2018,9.0,Autumn,Austria,1,1344
2018,9.0,Autumn,Austria,2,10480
2018,9.0,Autumn,Austria,3,5961
2018,9.0,Autumn,Austria,4,3927
2018,9.0,Autumn,Austria,5,20964
2018,9.0,Autumn,Austria,6,3088
2018,9.0,Autumn,Austria,7,1494
2018,9.0,Autumn,Austria,8,653
2018,9.0,Autumn,Benelux countries,1,284
2018,9.0,Autumn,Benelux countries,2,3122
2018,9.0,Autumn,Benelux countries,3,1924
2018,9.0,Autumn,Benelux countries,4,1579
2018,9.0,Autumn,Benelux countries,5,7523
2018,9.0,Autumn,Benelux countries,6,517
2018,9.0,Autumn,Benelux countries,7,825
2018,9.0,Autumn,Benelux countries,8,406
2018,9.0,Autumn,Germany,1,4928
2018,9.0,Autumn,Germany,2,113852
2018,9.0,Autumn,Germany,3,59991
2018,9.0,Autumn,Germany,4,33420
2018,9.0,Autumn,Germany,5,214553
2018,9.0,Autumn,Germany,6,20898
2018,9.0,Autumn,Germany,7,15943
2018,9.0,Autumn,Germany,8,10322
2018,9.0,Autumn,Italy,1,3369
2018,9.0,Autumn,Italy,2,25339
2018,9.0,Autumn,Italy,3,18316
2018,9.0,Autumn,Italy,4,30576
2018,9.0,Autumn,Italy,5,75858
2018,9.0,Autumn,Italy,6,3020
2018,9.0,Autumn,Italy,7,4081
2018,9.0,Autumn,Italy,8,4184
2018,9.0,Autumn,Other countries,1,3138
2018,9.0,Autumn,Other countries,2,9679
2018,9.0,Autumn,Other countries,3,7412
2018,9.0,Autumn,Other countries,4,7393
2018,9.0,Autumn,Other countries,5,29084
2018,9.0,Autumn,Other countries,6,1334
2018,9.0,Autumn,Other countries,7,1413
2018,9.0,Autumn,Other countries,8,798
2018,9.0,Autumn,Switzerland and Liechtenstein,1,603
2018,9.0,Autumn,Switzerland and Liechtenstein,2,14703
2018,9.0,Autumn,Switzerland and Liechtenstein,3,5582
2018,9.0,Autumn,Switzerland and Liechtenstein,4,2789
2018,9.0,Autumn,Switzerland and Liechtenstein,5,23187
2018,9.0,Autumn,Switzerland and Liechtenstein,6,2063
2018,9.0,Autumn,Switzerland and Liechtenstein,7,2935
2018,9.0,Autumn,Switzerland and Liechtenstein,8,529
2018,10.0,Autumn,Austria,1,1755
2018,10.0,Autumn,Austria,2,12313
2018,10.0,Autumn,Austria,3,6608
2018,10.0,Autumn,Austria,4,2878
2018,10.0,Autumn,Austria,5,22283
2018,10.0,Autumn,Austria,6,3169
2018,10.0,Autumn,Austria,7,1167
2018,10.0,Autumn,Austria,8,952
2018,10.0,Autumn,Benelux countries,1,89
2018,10.0,Autumn,Benelux countries,2,843
2018,10.0,Autumn,Benelux countries,3,522
2018,10.0,Autumn,Benelux countries,4,269
2018,10.0,Autumn,Benelux countries,5,1852
2018,10.0,Autumn,Benelux countries,6,148
2018,10.0,Autumn,Benelux countries,7,209
2018,10.0,Autumn,Benelux countries,8,99
2018,10.0,Autumn,Germany,1,3686
2018,10.0,Autumn,Germany,2,80870
2018,10.0,Autumn,Germany,3,42701
2018,10.0,Autumn,Germany,4,15707
2018,10.0,Autumn,Germany,5,138328
2018,10.0,Autumn,Germany,6,15022
2018,10.0,Autumn,Germany,7,8179
2018,10.0,Autumn,Germany,8,6515
2018,10.0,Autumn,Italy,1,3854
2018,10.0,Autumn,Italy,2,16841
2018,10.0,Autumn,Italy,3,12090
2018,10.0,Autumn,Italy,4,11708
2018,10.0,Autumn,Italy,5,43094
2018,10.0,Autumn,Italy,6,2832
2018,10.0,Autumn,Italy,7,3176
2018,10.0,Autumn,Italy,8,2739
2018,10.0,Autumn,Other countries,1,1764
2018,10.0,Autumn,Other countries,2,4536
2018,10.0,Autumn,Other countries,3,3421
2018,10.0,Autumn,Other countries,4,2075
2018,10.0,Autumn,Other countries,5,13123
2018,10.0,Autumn,Other countries,6,844
2018,10.0,Autumn,Other countries,7,1014
2018,10.0,Autumn,Other countries,8,410
2018,10.0,Autumn,Switzerland and Liechtenstein,1,612
2018,10.0,Autumn,Switzerland and Liechtenstein,2,15554
2018,10.0,Autumn,Switzerland and Liechtenstein,3,5723
2018,10.0,Autumn,Switzerland and Liechtenstein,4,2133
2018,10.0,Autumn,Switzerland and Liechtenstein,5,22557
2018,10.0,Autumn,Switzerland and Liechtenstein,6,1910
2018,10.0,Autumn,Switzerland and Liechtenstein,7,2749
2018,10.0,Autumn,Switzerland and Liechtenstein,8,729
2018,11.0,Autumn,Austria,1,683
2018,11.0,Autumn,Austria,2,4658
2018,11.0,Autumn,Austria,3,2684
2018,11.0,Autumn,Austria,4,791
2018,11.0,Autumn,Austria,5,7627
2018,11.0,Autumn,Austria,6,776
2018,11.0,Autumn,Austria,7,340
2018,11.0,Autumn,Austria,8,544
2018,11.0,Autumn,Benelux countries,1,70
2018,11.0,Autumn,Benelux countries,2,214
2018,11.0,Autumn,Benelux countries,3,135
2018,11.0,Autumn,Benelux countries,4,31
2018,11.0,Autumn,Benelux countries,5,462
2018,11.0,Autumn,Benelux countries,6,61
2018,11.0,Autumn,Benelux countries,7,27
2018,11.0,Autumn,Benelux countries,8,20
2018,11.0,Autumn,Germany,1,1392
2018,11.0,Autumn,Germany,2,11851
2018,11.0,Autumn,Germany,3,6916
2018,11.0,Autumn,Germany,4,2179
2018,11.0,Autumn,Germany,5,20555
2018,11.0,Autumn,Germany,6,2312
2018,11.0,Autumn,Germany,7,1489
2018,11.0,Autumn,Germany,8,1374
2018,11.0,Autumn,Italy,1,5795
2018,11.0,Autumn,Italy,2,27563
2018,11.0,Autumn,Italy,3,14932
2018,11.0,Autumn,Italy,4,10287
2018,11.0,Autumn,Italy,5,54920
2018,11.0,Autumn,Italy,6,4046
2018,11.0,Autumn,Italy,7,3808
2018,11.0,Autumn,Italy,8,4117
2018,11.0,Autumn,Other countries,1,1222
2018,11.0,Autumn,Other countries,2,2487
2018,11.0,Autumn,Other countries,3,1488
2018,11.0,Autumn,Other countries,4,769
2018,11.0,Autumn,Other countries,5,5874
2018,11.0,Autumn,Other countries,6,753
2018,11.0,Autumn,Other countries,7,612
2018,11.0,Autumn,Other countries,8,182
2018,11.0,Autumn,Switzerland and Liechtenstein,1,233
2018,11.0,Autumn,Switzerland and Liechtenstein,2,3069
2018,11.0,Autumn,Switzerland and Liechtenstein,3,1024
2018,11.0,Autumn,Switzerland and Liechtenstein,4,304
2018,11.0,Autumn,Switzerland and Liechtenstein,5,3936
2018,11.0,Autumn,Switzerland and Liechtenstein,6,234
2018,11.0,Autumn,Switzerland and Liechtenstein,7,311
2018,11.0,Autumn,Switzerland and Liechtenstein,8,115
2018,12.0,Winter,Austria,1,350
2018,12.0,Winter,Austria,2,2563
2018,12.0,Winter,Austria,3,1665
2018,12.0,Winter,Austria,4,1485
2018,12.0,Winter,Austria,5,5816
2018,12.0,Winter,Austria,6,396
2018,12.0,Winter,Austria,7,278
2018,12.0,Winter,Austria,8,329
2018,12.0,Winter,Benelux countries,1,55
2018,12.0,Winter,Benelux countries,2,1595
2018,12.0,Winter,Benelux countries,3,1166
2018,12.0,Winter,Benelux countries,4,1549
2018,12.0,Winter,Benelux countries,5,6125
2018,12.0,Winter,Benelux countries,6,35
2018,12.0,Winter,Benelux countries,7,440
2018,12.0,Winter,Benelux countries,8,183
2018,12.0,Winter,Germany,1,1154
2018,12.0,Winter,Germany,2,24801
2018,12.0,Winter,Germany,3,19508
2018,12.0,Winter,Germany,4,18354
2018,12.0,Winter,Germany,5,68962
2018,12.0,Winter,Germany,6,1955
2018,12.0,Winter,Germany,7,6589
2018,12.0,Winter,Germany,8,4762
2018,12.0,Winter,Italy,1,9266
2018,12.0,Winter,Italy,2,64780
2018,12.0,Winter,Italy,3,42319
2018,12.0,Winter,Italy,4,56295
2018,12.0,Winter,Italy,5,171299
2018,12.0,Winter,Italy,6,7360
2018,12.0,Winter,Italy,7,3695
2018,12.0,Winter,Italy,8,9308
2018,12.0,Winter,Other countries,1,1354
2018,12.0,Winter,Other countries,2,8257
2018,12.0,Winter,Other countries,3,6299
2018,12.0,Winter,Other countries,4,11231
2018,12.0,Winter,Other countries,5,29322
2018,12.0,Winter,Other countries,6,552
2018,12.0,Winter,Other countries,7,1194
2018,12.0,Winter,Other countries,8,675
2018,12.0,Winter,Switzerland and Liechtenstein,1,252
2018,12.0,Winter,Switzerland and Liechtenstein,2,3081
2018,12.0,Winter,Switzerland and Liechtenstein,3,1495
2018,12.0,Winter,Switzerland and Liechtenstein,4,1084
2018,12.0,Winter,Switzerland and Liechtenstein,5,6507
2018,12.0,Winter,Switzerland and Liechtenstein,6,296
2018,12.0,Winter,Switzerland and Liechtenstein,7,605
2018,12.0,Winter,Switzerland and Liechtenstein,8,227
2019,1.0,Winter,Austria,1,281
2019,1.0,Winter,Austria,2,1913
2019,1.0,Winter,Austria,3,1615
2019,1.0,Winter,Austria,4,2032
2019,1.0,Winter,Austria,5,6087
2019,1.0,Winter,Austria,6,132
2019,1.0,Winter,Austria,7,223
2019,1.0,Winter,Austria,8,392
2019,1.0,Winter,Benelux countries,1,69
2019,1.0,Winter,Benelux countries,2,1724
2019,1.0,Winter,Benelux countries,3,1384
2019,1.0,Winter,Benelux countries,4,1857
2019,1.0,Winter,Benelux countries,5,7659
2019,1.0,Winter,Benelux countries,6,22
2019,1.0,Winter,Benelux countries,7,279
2019,1.0,Winter,Benelux countries,8,191
2019,1.0,Winter,Germany,1,765
2019,1.0,Winter,Germany,2,23842
2019,1.0,Winter,Germany,3,23698
2019,1.0,Winter,Germany,4,29027
2019,1.0,Winter,Germany,5,82670
2019,1.0,Winter,Germany,6,1079
2019,1.0,Winter,Germany,7,6204
2019,1.0,Winter,Germany,8,6825
2019,1.0,Winter,Italy,1,5574
2019,1.0,Winter,Italy,2,36248
2019,1.0,Winter,Italy,3,27460
2019,1.0,Winter,Italy,4,41956
2019,1.0,Winter,Italy,5,112419
2019,1.0,Winter,Italy,6,3942
2019,1.0,Winter,Italy,7,2619
2019,1.0,Winter,Italy,8,5910
2019,1.0,Winter,Other countries,1,1020
2019,1.0,Winter,Other countries,2,11916
2019,1.0,Winter,Other countries,3,9592
2019,1.0,Winter,Other countries,4,19856
2019,1.0,Winter,Other countries,5,49322
2019,1.0,Winter,Other countries,6,523
2019,1.0,Winter,Other countries,7,1559
2019,1.0,Winter,Other countries,8,648
2019,1.0,Winter,Switzerland and Liechtenstein,1,108
2019,1.0,Winter,Switzerland and Liechtenstein,2,1988
2019,1.0,Winter,Switzerland and Liechtenstein,3,1453
2019,1.0,Winter,Switzerland and Liechtenstein,4,1198
2019,1.0,Winter,Switzerland and Liechtenstein,5,6030
2019,1.0,Winter,Switzerland and Liechtenstein,6,75
2019,1.0,Winter,Switzerland and Liechtenstein,7,1006
2019,1.0,Winter,Switzerland and Liechtenstein,8,309
2019,2.0,Winter,Austria,1,346
2019,2.0,Winter,Austria,2,3419
2019,2.0,Winter,Austria,3,2655
2019,2.0,Winter,Austria,4,3895
2019,2.0,Winter,Austria,5,10196
2019,2.0,Winter,Austria,6,180
2019,2.0,Winter,Austria,7,620
2019,2.0,Winter,Austria,8,519
2019,2.0,Winter,Benelux countries,1,91
2019,2.0,Winter,Benelux countries,2,3725
2019,2.0,Winter,Benelux countries,3,3705
2019,2.0,Winter,Benelux countries,4,3845
2019,2.0,Winter,Benelux countries,5,16736
2019,2.0,Winter,Benelux countries,6,50
2019,2.0,Winter,Benelux countries,7,1040
2019,2.0,Winter,Benelux countries,8,498
2019,2.0,Winter,Germany,1,944
2019,2.0,Winter,Germany,2,28567
2019,2.0,Winter,Germany,3,28523
2019,2.0,Winter,Germany,4,31442
2019,2.0,Winter,Germany,5,99355
2019,2.0,Winter,Germany,6,1121
2019,2.0,Winter,Germany,7,8310
2019,2.0,Winter,Germany,8,7731
2019,2.0,Winter,Italy,1,4003
2019,2.0,Winter,Italy,2,30403
2019,2.0,Winter,Italy,3,23502
2019,2.0,Winter,Italy,4,41137
2019,2.0,Winter,Italy,5,100737
2019,2.0,Winter,Italy,6,2214
2019,2.0,Winter,Italy,7,2315
2019,2.0,Winter,Italy,8,4582
2019,2.0,Winter,Other countries,1,1023
2019,2.0,Winter,Other countries,2,14827
2019,2.0,Winter,Other countries,3,13593
2019,2.0,Winter,Other countries,4,23233
2019,2.0,Winter,Other countries,5,59859
2019,2.0,Winter,Other countries,6,727
2019,2.0,Winter,Other countries,7,2062
2019,2.0,Winter,Other countries,8,1170
2019,2.0,Winter,Switzerland and Liechtenstein,1,106
2019,2.0,Winter,Switzerland and Liechtenstein,2,2805
2019,2.0,Winter,Switzerland and Liechtenstein,3,2224
2019,2.0,Winter,Switzerland and Liechtenstein,4,1535
2019,2.0,Winter,Switzerland and Liechtenstein,5,8024
2019,2.0,Winter,Switzerland and Liechtenstein,6,63
2019,2.0,Winter,Switzerland and Liechtenstein,7,1508
2019,2.0,Winter,Switzerland and Liechtenstein,8,417
2019,3.0,Spring,Austria,1,634
2019,3.0,Spring,Austria,2,3739
2019,3.0,Spring,Austria,3,2425
2019,3.0,Spring,Austria,4,2718
2019,3.0,Spring,Austria,5,9594
2019,3.0,Spring,Austria,6,449
2019,3.0,Spring,Austria,7,712
2019,3.0,Spring,Austria,8,428
2019,3.0,Spring,Benelux countries,1,105
2019,3.0,Spring,Benelux countries,2,3348
2019,3.0,Spring,Benelux countries,3,2949
2019,3.0,Spring,Benelux countries,4,4898
2019,3.0,Spring,Benelux countries,5,14694
2019,3.0,Spring,Benelux countries,6,95
2019,3.0,Spring,Benelux countries,7,642
2019,3.0,Spring,Benelux countries,8,376
2019,3.0,Spring,Germany,1,2059
2019,3.0,Spring,Germany,2,40479
2019,3.0,Spring,Germany,3,31772
2019,3.0,Spring,Germany,4,34094
2019,3.0,Spring,Germany,5,119863
2019,3.0,Spring,Germany,6,2902
2019,3.0,Spring,Germany,7,11465
2019,3.0,Spring,Germany,8,9131
2019,3.0,Spring,Italy,1,4193
2019,3.0,Spring,Italy,2,27709
2019,3.0,Spring,Italy,3,20103
2019,3.0,Spring,Italy,4,31623
2019,3.0,Spring,Italy,5,88114
2019,3.0,Spring,Italy,6,2673
2019,3.0,Spring,Italy,7,2941
2019,3.0,Spring,Italy,8,3877
2019,3.0,Spring,Other countries,1,1289
2019,3.0,Spring,Other countries,2,8449
2019,3.0,Spring,Other countries,3,7352
2019,3.0,Spring,Other countries,4,11023
2019,3.0,Spring,Other countries,5,32817
2019,3.0,Spring,Other countries,6,650
2019,3.0,Spring,Other countries,7,1903
2019,3.0,Spring,Other countries,8,712
2019,3.0,Spring,Switzerland and Liechtenstein,1,202
2019,3.0,Spring,Switzerland and Liechtenstein,2,3744
2019,3.0,Spring,Switzerland and Liechtenstein,3,1578
2019,3.0,Spring,Switzerland and Liechtenstein,4,1256
2019,3.0,Spring,Switzerland and Liechtenstein,5,7914
2019,3.0,Spring,Switzerland and Liechtenstein,6,192
2019,3.0,Spring,Switzerland and Liechtenstein,7,1251
2019,3.0,Spring,Switzerland and Liechtenstein,8,343
2019,4.0,Spring,Austria,1,899
2019,4.0,Spring,Austria,2,6991
2019,4.0,Spring,Austria,3,2778
2019,4.0,Spring,Austria,4,1030
