Year,Month,Season,Nationality,district_c,Arrivals
2010,1.0,Winter,Austria,1,177
2010,1.0,Winter,Austria,2,1559
2010,1.0,Winter,Austria,3,1290
2010,1.0,Winter,Austria,4,1835
2010,1.0,Winter,Austria,5,4961
2010,1.0,Winter,Austria,6,70
2010,1.0,Winter,Austria,7,221
2010,1.0,Winter,Austria,8,246
2010,1.0,Winter,Benelux countries,1,37
2010,1.0,Winter,Benelux countries,2,1630
2010,1.0,Winter,Benelux countries,3,1372
2010,1.0,Winter,Benelux countries,4,2217
2010,1.0,Winter,Benelux countries,5,7730
2010,1.0,Winter,Benelux countries,6,59
2010,1.0,Winter,Benelux countries,7,235
2010,1.0,Winter,Benelux countries,8,156
2010,1.0,Winter,Germany,1,732
2010,1.0,Winter,Germany,2,23234
2010,1.0,Winter,Germany,3,23240
2010,1.0,Winter,Germany,4,29535
2010,1.0,Winter,Germany,5,81773
2010,1.0,Winter,Germany,6,814
2010,1.0,Winter,Germany,7,6535
2010,1.0,Winter,Germany,8,7173
2010,1.0,Winter,Italy,1,4110
2010,1.0,Winter,Italy,2,35394
2010,1.0,Winter,Italy,3,27187
2010,1.0,Winter,Italy,4,47492
2010,1.0,Winter,Italy,5,118636
2010,1.0,Winter,Italy,6,2211
2010,1.0,Winter,Italy,7,2898
2010,1.0,Winter,Italy,8,4355
2010,1.0,Winter,Other countries,1,727
2010,1.0,Winter,Other countries,2,8294
2010,1.0,Winter,Other countries,3,6775
2010,1.0,Winter,Other countries,4,12694
2010,1.0,Winter,Other countries,5,34544
2010,1.0,Winter,Other countries,6,464
2010,1.0,Winter,Other countries,7,1137
2010,1.0,Winter,Other countries,8,308
2010,1.0,Winter,Switzerland and Liechtenstein,1,70
2010,1.0,Winter,Switzerland and Liechtenstein,2,1002
2010,1.0,Winter,Switzerland and Liechtenstein,3,793
2010,1.0,Winter,Switzerland and Liechtenstein,4,496
2010,1.0,Winter,Switzerland and Liechtenstein,5,3144
2010,1.0,Winter,Switzerland and Liechtenstein,6,91
2010,1.0,Winter,Switzerland and Liechtenstein,7,686
2010,1.0,Winter,Switzerland and Liechtenstein,8,112
2010,2.0,Winter,Austria,1,230
2010,2.0,Winter,Austria,2,1798
2010,2.0,Winter,Austria,3,1465
2010,2.0,Winter,Austria,4,1951
2010,2.0,Winter,Austria,5,5221
2010,2.0,Winter,Austria,6,201
2010,2.0,Winter,Austria,7,285
2010,2.0,Winter,Austria,8,226
2010,2.0,Winter,Benelux countries,1,120
2010,2.0,Winter,Benelux countries,2,3714
2010,2.0,Winter,Benelux countries,3,3388
2010,2.0,Winter,Benelux countries,4,4863
2010,2.0,Winter,Benelux countries,5,15583
2010,2.0,Winter,Benelux countries,6,226
2010,2.0,Winter,Benelux countries,7,998
2010,2.0,Winter,Benelux countries,8,514
2010,2.0,Winter,Germany,1,753
2010,2.0,Winter,Germany,2,25183
2010,2.0,Winter,Germany,3,24644
2010,2.0,Winter,Germany,4,28141
2010,2.0,Winter,Germany,5,86900
2010,2.0,Winter,Germany,6,1205
2010,2.0,Winter,Germany,7,7002
2010,2.0,Winter,Germany,8,7059
2010,2.0,Winter,Italy,1,3001
2010,2.0,Winter,Italy,2,29636
2010,2.0,Winter,Italy,3,22503
2010,2.0,Winter,Italy,4,42672
2010,2.0,Winter,Italy,5,103000
2010,2.0,Winter,Italy,6,1462
2010,2.0,Winter,Italy,7,2371
2010,2.0,Winter,Italy,8,3485
2010,2.0,Winter,Other countries,1,578
2010,2.0,Winter,Other countries,2,8087
2010,2.0,Winter,Other countries,3,8411
2010,2.0,Winter,Other countries,4,10756
2010,2.0,Winter,Other countries,5,33682
2010,2.0,Winter,Other countries,6,597
2010,2.0,Winter,Other countries,7,1382
2010,2.0,Winter,Other countries,8,610
2010,2.0,Winter,Switzerland and Liechtenstein,1,64
2010,2.0,Winter,Switzerland and Liechtenstein,2,1385
2010,2.0,Winter,Switzerland and Liechtenstein,3,949
2010,2.0,Winter,Switzerland and Liechtenstein,4,623
2010,2.0,Winter,Switzerland and Liechtenstein,5,3689
2010,2.0,Winter,Switzerland and Liechtenstein,6,146
2010,2.0,Winter,Switzerland and Liechtenstein,7,972
2010,2.0,Winter,Switzerland and Liechtenstein,8,154
2010,3.0,Spring,Austria,1,472
2010,3.0,Spring,Austria,2,2742
2010,3.0,Spring,Austria,3,1696
2010,3.0,Spring,Austria,4,1969
2010,3.0,Spring,Austria,5,6952
2010,3.0,Spring,Austria,6,282
2010,3.0,Spring,Austria,7,452
2010,3.0,Spring,Austria,8,275
2010,3.0,Spring,Benelux countries,1,81
2010,3.0,Spring,Benelux countries,2,1448
2010,3.0,Spring,Benelux countries,3,1316
2010,3.0,Spring,Benelux countries,4,1808
2010,3.0,Spring,Benelux countries,5,6415
2010,3.0,Spring,Benelux countries,6,83
2010,3.0,Spring,Benelux countries,7,215
2010,3.0,Spring,Benelux countries,8,101
2010,3.0,Spring,Germany,1,1389
2010,3.0,Spring,Germany,2,29645
2010,3.0,Spring,Germany,3,22243
2010,3.0,Spring,Germany,4,25319
2010,3.0,Spring,Germany,5,85660
2010,3.0,Spring,Germany,6,2380
2010,3.0,Spring,Germany,7,8050
2010,3.0,Spring,Germany,8,7004
2010,3.0,Spring,Italy,1,3435
2010,3.0,Spring,Italy,2,22006
2010,3.0,Spring,Italy,3,16330
2010,3.0,Spring,Italy,4,25449
2010,3.0,Spring,Italy,5,73041
2010,3.0,Spring,Italy,6,1991
2010,3.0,Spring,Italy,7,2087
2010,3.0,Spring,Italy,8,2594
2010,3.0,Spring,Other countries,1,854
2010,3.0,Spring,Other countries,2,6081
2010,3.0,Spring,Other countries,3,5759
2010,3.0,Spring,Other countries,4,7182
2010,3.0,Spring,Other countries,5,24368
2010,3.0,Spring,Other countries,6,458
2010,3.0,Spring,Other countries,7,1101
2010,3.0,Spring,Other countries,8,406
2010,3.0,Spring,Switzerland and Liechtenstein,1,125
2010,3.0,Spring,Switzerland and Liechtenstein,2,1877
2010,3.0,Spring,Switzerland and Liechtenstein,3,774
2010,3.0,Spring,Switzerland and Liechtenstein,4,456
2010,3.0,Spring,Switzerland and Liechtenstein,5,3628
2010,3.0,Spring,Switzerland and Liechtenstein,6,179
2010,3.0,Spring,Switzerland and Liechtenstein,7,601
2010,3.0,Spring,Switzerland and Liechtenstein,8,58
2010,4.0,Spring,Austria,1,669
2010,4.0,Spring,Austria,2,4792
2010,4.0,Spring,Austria,3,1838
2010,4.0,Spring,Austria,4,501
2010,4.0,Spring,Austria,5,6953
2010,4.0,Spring,Austria,6,1111
2010,4.0,Spring,Austria,7,571
2010,4.0,Spring,Austria,8,197
2010,4.0,Spring,Benelux countries,1,127
2010,4.0,Spring,Benelux countries,2,1413
2010,4.0,Spring,Benelux countries,3,979
2010,4.0,Spring,Benelux countries,4,2054
2010,4.0,Spring,Benelux countries,5,4246
2010,4.0,Spring,Benelux countries,6,246
2010,4.0,Spring,Benelux countries,7,351
2010,4.0,Spring,Benelux countries,8,86
2010,4.0,Spring,Germany,1,2526
2010,4.0,Spring,Germany,2,43320
2010,4.0,Spring,Germany,3,16670
2010,4.0,Spring,Germany,4,5742
2010,4.0,Spring,Germany,5,62709
2010,4.0,Spring,Germany,6,8123
2010,4.0,Spring,Germany,7,5731
2010,4.0,Spring,Germany,8,3092
2010,4.0,Spring,Italy,1,3075
2010,4.0,Spring,Italy,2,15956
2010,4.0,Spring,Italy,3,9738
2010,4.0,Spring,Italy,4,8969
2010,4.0,Spring,Italy,5,37036
2010,4.0,Spring,Italy,6,2450
2010,4.0,Spring,Italy,7,2440
2010,4.0,Spring,Italy,8,2330
2010,4.0,Spring,Other countries,1,973
2010,4.0,Spring,Other countries,2,2337
2010,4.0,Spring,Other countries,3,1500
2010,4.0,Spring,Other countries,4,776
2010,4.0,Spring,Other countries,5,5582
2010,4.0,Spring,Other countries,6,529
2010,4.0,Spring,Other countries,7,808
2010,4.0,Spring,Other countries,8,321
2010,4.0,Spring,Switzerland and Liechtenstein,1,425
2010,4.0,Spring,Switzerland and Liechtenstein,2,9006
2010,4.0,Spring,Switzerland and Liechtenstein,3,2366
2010,4.0,Spring,Switzerland and Liechtenstein,4,366
2010,4.0,Spring,Switzerland and Liechtenstein,5,10465
2010,4.0,Spring,Switzerland and Liechtenstein,6,1320
2010,4.0,Spring,Switzerland and Liechtenstein,7,1280
2010,4.0,Spring,Switzerland and Liechtenstein,8,165
2010,5.0,Spring,Austria,1,980
2010,5.0,Spring,Austria,2,6326
2010,5.0,Spring,Austria,3,3007
2010,5.0,Spring,Austria,4,934
2010,5.0,Spring,Austria,5,10581
2010,5.0,Spring,Austria,6,2015
2010,5.0,Spring,Austria,7,651
2010,5.0,Spring,Austria,8,352
2010,5.0,Spring,Benelux countries,1,248
2010,5.0,Spring,Benelux countries,2,1560
2010,5.0,Spring,Benelux countries,3,925
2010,5.0,Spring,Benelux countries,4,504
2010,5.0,Spring,Benelux countries,5,3249
2010,5.0,Spring,Benelux countries,6,355
2010,5.0,Spring,Benelux countries,7,387
2010,5.0,Spring,Benelux countries,8,232
2010,5.0,Spring,Germany,1,3275
2010,5.0,Spring,Germany,2,64194
2010,5.0,Spring,Germany,3,27565
2010,5.0,Spring,Germany,4,7805
2010,5.0,Spring,Germany,5,96285
2010,5.0,Spring,Germany,6,13793
2010,5.0,Spring,Germany,7,5761
2010,5.0,Spring,Germany,8,4035
2010,5.0,Spring,Italy,1,2959
2010,5.0,Spring,Italy,2,12101
2010,5.0,Spring,Italy,3,7826
2010,5.0,Spring,Italy,4,6689
2010,5.0,Spring,Italy,5,27593
2010,5.0,Spring,Italy,6,2243
2010,5.0,Spring,Italy,7,1244
2010,5.0,Spring,Italy,8,1749
2010,5.0,Spring,Other countries,1,1210
2010,5.0,Spring,Other countries,2,2714
2010,5.0,Spring,Other countries,3,1940
2010,5.0,Spring,Other countries,4,957
2010,5.0,Spring,Other countries,5,6386
2010,5.0,Spring,Other countries,6,771
2010,5.0,Spring,Other countries,7,208
2010,5.0,Spring,Other countries,8,343
2010,5.0,Spring,Switzerland and Liechtenstein,1,497
2010,5.0,Spring,Switzerland and Liechtenstein,2,10037
2010,5.0,Spring,Switzerland and Liechtenstein,3,2982
2010,5.0,Spring,Switzerland and Liechtenstein,4,493
2010,5.0,Spring,Switzerland and Liechtenstein,5,12190
2010,5.0,Spring,Switzerland and Liechtenstein,6,1398
2010,5.0,Spring,Switzerland and Liechtenstein,7,1408
2010,5.0,Spring,Switzerland and Liechtenstein,8,127
2010,6.0,Summer,Austria,1,869
2010,6.0,Summer,Austria,2,6210
2010,6.0,Summer,Austria,3,3115
2010,6.0,Summer,Austria,4,1652
2010,6.0,Summer,Austria,5,11769
2010,6.0,Summer,Austria,6,2191
2010,6.0,Summer,Austria,7,711
2010,6.0,Summer,Austria,8,379
2010,6.0,Summer,Benelux countries,1,285
2010,6.0,Summer,Benelux countries,2,2833
2010,6.0,Summer,Benelux countries,3,1646
2010,6.0,Summer,Benelux countries,4,1402
2010,6.0,Summer,Benelux countries,5,6301
2010,6.0,Summer,Benelux countries,6,613
2010,6.0,Summer,Benelux countries,7,823
2010,6.0,Summer,Benelux countries,8,302
2010,6.0,Summer,Germany,1,2598
2010,6.0,Summer,Germany,2,58702
2010,6.0,Summer,Germany,3,29710
2010,6.0,Summer,Germany,4,13732
2010,6.0,Summer,Germany,5,104602
2010,6.0,Summer,Germany,6,11605
2010,6.0,Summer,Germany,7,7113
2010,6.0,Summer,Germany,8,3638
2010,6.0,Summer,Italy,1,2711
2010,6.0,Summer,Italy,2,17495
2010,6.0,Summer,Italy,3,11525
2010,6.0,Summer,Italy,4,15339
2010,6.0,Summer,Italy,5,47184
2010,6.0,Summer,Italy,6,2278
2010,6.0,Summer,Italy,7,3037
2010,6.0,Summer,Italy,8,2005
2010,6.0,Summer,Other countries,1,1772
2010,6.0,Summer,Other countries,2,4796
2010,6.0,Summer,Other countries,3,3504
2010,6.0,Summer,Other countries,4,2736
2010,6.0,Summer,Other countries,5,13011
2010,6.0,Summer,Other countries,6,1032
2010,6.0,Summer,Other countries,7,887
2010,6.0,Summer,Other countries,8,540
2010,6.0,Summer,Switzerland and Liechtenstein,1,342
2010,6.0,Summer,Switzerland and Liechtenstein,2,7177
2010,6.0,Summer,Switzerland and Liechtenstein,3,2238
2010,6.0,Summer,Switzerland and Liechtenstein,4,790
2010,6.0,Summer,Switzerland and Liechtenstein,5,9892
2010,6.0,Summer,Switzerland and Liechtenstein,6,1008
2010,6.0,Summer,Switzerland and Liechtenstein,7,1161
2010,6.0,Summer,Switzerland and Liechtenstein,8,147
2010,7.0,Summer,Austria,1,675
2010,7.0,Summer,Austria,2,5842
2010,7.0,Summer,Austria,3,3041
2010,7.0,Summer,Austria,4,2183
2010,7.0,Summer,Austria,5,11676
2010,7.0,Summer,Austria,6,1791
2010,7.0,Summer,Austria,7,1065
2010,7.0,Summer,Austria,8,289
2010,7.0,Summer,Benelux countries,1,844
2010,7.0,Summer,Benelux countries,2,8659
2010,7.0,Summer,Benelux countries,3,5300
2010,7.0,Summer,Benelux countries,4,4273
2010,7.0,Summer,Benelux countries,5,19094
2010,7.0,Summer,Benelux countries,6,1801
2010,7.0,Summer,Benelux countries,7,2540
2010,7.0,Summer,Benelux countries,8,1026
2010,7.0,Summer,Germany,1,2972
2010,7.0,Summer,Germany,2,64309
2010,7.0,Summer,Germany,3,32701
2010,7.0,Summer,Germany,4,16085
2010,7.0,Summer,Germany,5,115869
2010,7.0,Summer,Germany,6,12699
2010,7.0,Summer,Germany,7,9797
2010,7.0,Summer,Germany,8,4414
2010,7.0,Summer,Italy,1,2708
2010,7.0,Summer,Italy,2,47521
2010,7.0,Summer,Italy,3,35945
2010,7.0,Summer,Italy,4,61971
2010,7.0,Summer,Italy,5,152767
2010,7.0,Summer,Italy,6,3836
2010,7.0,Summer,Italy,7,9202
2010,7.0,Summer,Italy,8,6353
2010,7.0,Summer,Other countries,1,2947
2010,7.0,Summer,Other countries,2,8388
2010,7.0,Summer,Other countries,3,5939
2010,7.0,Summer,Other countries,4,5191
2010,7.0,Summer,Other countries,5,22819
2010,7.0,Summer,Other countries,6,2093
2010,7.0,Summer,Other countries,7,1377
2010,7.0,Summer,Other countries,8,960
2010,7.0,Summer,Switzerland and Liechtenstein,1,437
2010,7.0,Summer,Switzerland and Liechtenstein,2,10223
2010,7.0,Summer,Switzerland and Liechtenstein,3,3419
2010,7.0,Summer,Switzerland and Liechtenstein,4,1479
2010,7.0,Summer,Switzerland and Liechtenstein,5,14792
2010,7.0,Summer,Switzerland and Liechtenstein,6,1831
2010,7.0,Summer,Switzerland and Liechtenstein,7,1851
2010,7.0,Summer,Switzerland and Liechtenstein,8,219
2010,8.0,Summer,Austria,1,740
2010,8.0,Summer,Austria,2,5842
2010,8.0,Summer,Austria,3,2988
2010,8.0,Summer,Austria,4,1656
2010,8.0,Summer,Austria,5,11380
2010,8.0,Summer,Austria,6,2046
2010,8.0,Summer,Austria,7,1064
2010,8.0,Summer,Austria,8,344
2010,8.0,Summer,Benelux countries,1,496
2010,8.0,Summer,Benelux countries,2,4700
2010,8.0,Summer,Benelux countries,3,2596
2010,8.0,Summer,Benelux countries,4,1568
2010,8.0,Summer,Benelux countries,5,9430
2010,8.0,Summer,Benelux countries,6,1081
2010,8.0,Summer,Benelux countries,7,1323
2010,8.0,Summer,Benelux countries,8,445
2010,8.0,Summer,Germany,1,4126
2010,8.0,Summer,Germany,2,81960
2010,8.0,Summer,Germany,3,36790
2010,8.0,Summer,Germany,4,14545
2010,8.0,Summer,Germany,5,136099
2010,8.0,Summer,Germany,6,18398
2010,8.0,Summer,Germany,7,11674
2010,8.0,Summer,Germany,8,3897
2010,8.0,Summer,Italy,1,3160
2010,8.0,Summer,Italy,2,71443
2010,8.0,Summer,Italy,3,53322
2010,8.0,Summer,Italy,4,77783
2010,8.0,Summer,Italy,5,212453
2010,8.0,Summer,Italy,6,4769
2010,8.0,Summer,Italy,7,14232
2010,8.0,Summer,Italy,8,9849
2010,8.0,Summer,Other countries,1,2375
2010,8.0,Summer,Other countries,2,5863
2010,8.0,Summer,Other countries,3,3905
2010,8.0,Summer,Other countries,4,2941
2010,8.0,Summer,Other countries,5,14728
2010,8.0,Summer,Other countries,6,1423
2010,8.0,Summer,Other countries,7,958
2010,8.0,Summer,Other countries,8,487
2010,8.0,Summer,Switzerland and Liechtenstein,1,371
2010,8.0,Summer,Switzerland and Liechtenstein,2,6453
2010,8.0,Summer,Switzerland and Liechtenstein,3,2084
2010,8.0,Summer,Switzerland and Liechtenstein,4,817
2010,8.0,Summer,Switzerland and Liechtenstein,5,9352
2010,8.0,Summer,Switzerland and Liechtenstein,6,1070
2010,8.0,Summer,Switzerland and Liechtenstein,7,1262
2010,8.0,Summer,Switzerland and Liechtenstein,8,153
2010,9.0,Autumn,Austria,1,1339
2010,9.0,Autumn,Austria,2,7641
2010,9.0,Autumn,Austria,3,4578
2010,9.0,Autumn,Austria,4,2981
2010,9.0,Autumn,Austria,5,16297
2010,9.0,Autumn,Austria,6,2496
2010,9.0,Autumn,Austria,7,925
2010,9.0,Autumn,Austria,8,623
2010,9.0,Autumn,Benelux countries,1,228
2010,9.0,Autumn,Benelux countries,2,2027
2010,9.0,Autumn,Benelux countries,3,1181
2010,9.0,Autumn,Benelux countries,4,1045
2010,9.0,Autumn,Benelux countries,5,4479
2010,9.0,Autumn,Benelux countries,6,256
2010,9.0,Autumn,Benelux countries,7,565
2010,9.0,Autumn,Benelux countries,8,272
2010,9.0,Autumn,Germany,1,3819
2010,9.0,Autumn,Germany,2,83893
2010,9.0,Autumn,Germany,3,42078
2010,9.0,Autumn,Germany,4,21618
2010,9.0,Autumn,Germany,5,151625
2010,9.0,Autumn,Germany,6,16360
2010,9.0,Autumn,Germany,7,11213
2010,9.0,Autumn,Germany,8,5562
2010,9.0,Autumn,Italy,1,3349
2010,9.0,Autumn,Italy,2,18054
2010,9.0,Autumn,Italy,3,12721
2010,9.0,Autumn,Italy,4,16171
2010,9.0,Autumn,Italy,5,50231
2010,9.0,Autumn,Italy,6,2356
2010,9.0,Autumn,Italy,7,3312
2010,9.0,Autumn,Italy,8,3083
2010,9.0,Autumn,Other countries,1,2253
2010,9.0,Autumn,Other countries,2,4710
2010,9.0,Autumn,Other countries,3,3508
2010,9.0,Autumn,Other countries,4,2255
2010,9.0,Autumn,Other countries,5,13119
2010,9.0,Autumn,Other countries,6,945
2010,9.0,Autumn,Other countries,7,647
2010,9.0,Autumn,Other countries,8,583
2010,9.0,Autumn,Switzerland and Liechtenstein,1,644
2010,9.0,Autumn,Switzerland and Liechtenstein,2,9853
2010,9.0,Autumn,Switzerland and Liechtenstein,3,3662
2010,9.0,Autumn,Switzerland and Liechtenstein,4,1419
2010,9.0,Autumn,Switzerland and Liechtenstein,5,14475
2010,9.0,Autumn,Switzerland and Liechtenstein,6,1589
2010,9.0,Autumn,Switzerland and Liechtenstein,7,1744
2010,9.0,Autumn,Switzerland and Liechtenstein,8,173
2010,10.0,Autumn,Austria,1,1332
2010,10.0,Autumn,Austria,2,10011
2010,10.0,Autumn,Austria,3,5126
2010,10.0,Autumn,Austria,4,1987
2010,10.0,Autumn,Austria,5,17285
2010,10.0,Autumn,Austria,6,3072
2010,10.0,Autumn,Austria,7,926
2010,10.0,Autumn,Austria,8,501
2010,10.0,Autumn,Benelux countries,1,59
2010,10.0,Autumn,Benelux countries,2,640
2010,10.0,Autumn,Benelux countries,3,436
2010,10.0,Autumn,Benelux countries,4,180
2010,10.0,Autumn,Benelux countries,5,1439
2010,10.0,Autumn,Benelux countries,6,126
2010,10.0,Autumn,Benelux countries,7,89
2010,10.0,Autumn,Benelux countries,8,145
2010,10.0,Autumn,Germany,1,2905
2010,10.0,Autumn,Germany,2,70504
2010,10.0,Autumn,Germany,3,34971
2010,10.0,Autumn,Germany,4,13071
2010,10.0,Autumn,Germany,5,116211
2010,10.0,Autumn,Germany,6,13463
2010,10.0,Autumn,Germany,7,6275
2010,10.0,Autumn,Germany,8,5451
2010,10.0,Autumn,Italy,1,3589
2010,10.0,Autumn,Italy,2,16578
2010,10.0,Autumn,Italy,3,10112
2010,10.0,Autumn,Italy,4,7416
2010,10.0,Autumn,Italy,5,37410
2010,10.0,Autumn,Italy,6,2560
2010,10.0,Autumn,Italy,7,3982
2010,10.0,Autumn,Italy,8,2165
2010,10.0,Autumn,Other countries,1,1298
2010,10.0,Autumn,Other countries,2,2573
2010,10.0,Autumn,Other countries,3,1738
2010,10.0,Autumn,Other countries,4,592
2010,10.0,Autumn,Other countries,5,5888
2010,10.0,Autumn,Other countries,6,539
2010,10.0,Autumn,Other countries,7,602
2010,10.0,Autumn,Other countries,8,196
2010,10.0,Autumn,Switzerland and Liechtenstein,1,583
2010,10.0,Autumn,Switzerland and Liechtenstein,2,11153
2010,10.0,Autumn,Switzerland and Liechtenstein,3,3625
2010,10.0,Autumn,Switzerland and Liechtenstein,4,1181
2010,10.0,Autumn,Switzerland and Liechtenstein,5,15324
2010,10.0,Autumn,Switzerland and Liechtenstein,6,1544
2010,10.0,Autumn,Switzerland and Liechtenstein,7,1620
2010,10.0,Autumn,Switzerland and Liechtenstein,8,367
2010,11.0,Autumn,Austria,1,450
2010,11.0,Autumn,Austria,2,2347
2010,11.0,Autumn,Austria,3,1552
2010,11.0,Autumn,Austria,4,634
2010,11.0,Autumn,Austria,5,4474
2010,11.0,Autumn,Austria,6,573
2010,11.0,Autumn,Austria,7,265
2010,11.0,Autumn,Austria,8,311
2010,11.0,Autumn,Benelux countries,1,95
2010,11.0,Autumn,Benelux countries,2,154
2010,11.0,Autumn,Benelux countries,3,109
2010,11.0,Autumn,Benelux countries,4,28
2010,11.0,Autumn,Benelux countries,5,363
2010,11.0,Autumn,Benelux countries,6,40
2010,11.0,Autumn,Benelux countries,7,27
2010,11.0,Autumn,Benelux countries,8,31
2010,11.0,Autumn,Germany,1,1046
2010,11.0,Autumn,Germany,2,9080
2010,11.0,Autumn,Germany,3,5013
2010,11.0,Autumn,Germany,4,1476
2010,11.0,Autumn,Germany,5,14889
2010,11.0,Autumn,Germany,6,1634
2010,11.0,Autumn,Germany,7,1185
2010,11.0,Autumn,Germany,8,850
2010,11.0,Autumn,Italy,1,4720
2010,11.0,Autumn,Italy,2,17079
2010,11.0,Autumn,Italy,3,8920
2010,11.0,Autumn,Italy,4,3869
2010,11.0,Autumn,Italy,5,32516
2010,11.0,Autumn,Italy,6,2727
2010,11.0,Autumn,Italy,7,2321
2010,11.0,Autumn,Italy,8,2410
2010,11.0,Autumn,Other countries,1,821
2010,11.0,Autumn,Other countries,2,1538
2010,11.0,Autumn,Other countries,3,865
2010,11.0,Autumn,Other countries,4,275
2010,11.0,Autumn,Other countries,5,3375
2010,11.0,Autumn,Other countries,6,421
2010,11.0,Autumn,Other countries,7,521
2010,11.0,Autumn,Other countries,8,128
2010,11.0,Autumn,Switzerland and Liechtenstein,1,208
2010,11.0,Autumn,Switzerland and Liechtenstein,2,1645
2010,11.0,Autumn,Switzerland and Liechtenstein,3,515
2010,11.0,Autumn,Switzerland and Liechtenstein,4,107
2010,11.0,Autumn,Switzerland and Liechtenstein,5,1968
2010,11.0,Autumn,Switzerland and Liechtenstein,6,150
2010,11.0,Autumn,Switzerland and Liechtenstein,7,168
2010,11.0,Autumn,Switzerland and Liechtenstein,8,57
2010,12.0,Winter,Austria,1,301
2010,12.0,Winter,Austria,2,1266
2010,12.0,Winter,Austria,3,938
2010,12.0,Winter,Austria,4,787
2010,12.0,Winter,Austria,5,3208
2010,12.0,Winter,Austria,6,174
2010,12.0,Winter,Austria,7,197
2010,12.0,Winter,Austria,8,135
2010,12.0,Winter,Benelux countries,1,30
2010,12.0,Winter,Benelux countries,2,1106
2010,12.0,Winter,Benelux countries,3,960
2010,12.0,Winter,Benelux countries,4,1254
2010,12.0,Winter,Benelux countries,5,4734
2010,12.0,Winter,Benelux countries,6,41
2010,12.0,Winter,Benelux countries,7,294
2010,12.0,Winter,Benelux countries,8,173
2010,12.0,Winter,Germany,1,822
2010,12.0,Winter,Germany,2,15461
2010,12.0,Winter,Germany,3,12753
2010,12.0,Winter,Germany,4,13183
2010,12.0,Winter,Germany,5,46235
2010,12.0,Winter,Germany,6,1317
2010,12.0,Winter,Germany,7,4392
2010,12.0,Winter,Germany,8,3959
2010,12.0,Winter,Italy,1,8533
2010,12.0,Winter,Italy,2,57541
2010,12.0,Winter,Italy,3,38507
2010,12.0,Winter,Italy,4,48676
2010,12.0,Winter,Italy,5,154170
2010,12.0,Winter,Italy,6,5925
2010,12.0,Winter,Italy,7,3456
2010,12.0,Winter,Italy,8,8575
2010,12.0,Winter,Other countries,1,567
2010,12.0,Winter,Other countries,2,4858
2010,12.0,Winter,Other countries,3,4017
2010,12.0,Winter,Other countries,4,7152
2010,12.0,Winter,Other countries,5,17427
2010,12.0,Winter,Other countries,6,272
2010,12.0,Winter,Other countries,7,678
2010,12.0,Winter,Other countries,8,284
2010,12.0,Winter,Switzerland and Liechtenstein,1,221
2010,12.0,Winter,Switzerland and Liechtenstein,2,1443
2010,12.0,Winter,Switzerland and Liechtenstein,3,809
2010,12.0,Winter,Switzerland and Liechtenstein,4,464
2010,12.0,Winter,Switzerland and Liechtenstein,5,2964
2010,12.0,Winter,Switzerland and Liechtenstein,6,197
2010,12.0,Winter,Switzerland and Liechtenstein,7,330
2010,12.0,Winter,Switzerland and Liechtenstein,8,70
2011,1.0,Winter,Austria,1,247
2011,1.0,Winter,Austria,2,1357
2011,1.0,Winter,Austria,3,1042
2011,1.0,Winter,Austria,4,1417
2011,1.0,Winter,Austria,5,4088
2011,1.0,Winter,Austria,6,65
2011,1.0,Winter,Austria,7,172
2011,1.0,Winter,Austria,8,176
2011,1.0,Winter,Benelux countries,1,109
2011,1.0,Winter,Benelux countries,2,1755
2011,1.0,Winter,Benelux countries,3,1450
2011,1.0,Winter,Benelux countries,4,2314
2011,1.0,Winter,Benelux countries,5,8039
2011,1.0,Winter,Benelux countries,6,79
2011,1.0,Winter,Benelux countries,7,331
2011,1.0,Winter,Benelux countries,8,144
2011,1.0,Winter,Germany,1,640
2011,1.0,Winter,Germany,2,24110
2011,1.0,Winter,Germany,3,24200
2011,1.0,Winter,Germany,4,29570
2011,1.0,Winter,Germany,5,85439
2011,1.0,Winter,Germany,6,784
2011,1.0,Winter,Germany,7,6916
2011,1.0,Winter,Germany,8,7236
2011,1.0,Winter,Italy,1,4072
2011,1.0,Winter,Italy,2,39770
2011,1.0,Winter,Italy,3,29591
2011,1.0,Winter,Italy,4,50462
2011,1.0,Winter,Italy,5,127539
2011,1.0,Winter,Italy,6,2670
2011,1.0,Winter,Italy,7,3100
2011,1.0,Winter,Italy,8,4703
2011,1.0,Winter,Other countries,1,653
2011,1.0,Winter,Other countries,2,8365
2011,1.0,Winter,Other countries,3,6839
2011,1.0,Winter,Other countries,4,12674
2011,1.0,Winter,Other countries,5,35471
2011,1.0,Winter,Other countries,6,498
2011,1.0,Winter,Other countries,7,1149
2011,1.0,Winter,Other countries,8,305
2011,1.0,Winter,Switzerland and Liechtenstein,1,128
2011,1.0,Winter,Switzerland and Liechtenstein,2,1133
2011,1.0,Winter,Switzerland and Liechtenstein,3,893
2011,1.0,Winter,Switzerland and Liechtenstein,4,583
2011,1.0,Winter,Switzerland and Liechtenstein,5,3415
2011,1.0,Winter,Switzerland and Liechtenstein,6,63
2011,1.0,Winter,Switzerland and Liechtenstein,7,707
2011,1.0,Winter,Switzerland and Liechtenstein,8,69
2011,2.0,Winter,Austria,1,352
2011,2.0,Winter,Austria,2,2423
2011,2.0,Winter,Austria,3,1894
2011,2.0,Winter,Austria,4,2570
2011,2.0,Winter,Austria,5,7149
