Year,Month,District,Nationality,Arrivals,Present
2013,1.0,Val Pusteria,Germany,65426,402255
2013,1.0,Val Pusteria,Italy,95519,484362
2013,1.0,Val Pusteria,Other countries,35329,218033
2013,1.0,Val Pusteria,Switzerland and Liechtenstein,1841,10244
2013,1.0,Val Venosta,Austria,383,2081
2013,1.0,Val Venosta,Benelux countries,684,4536
2013,1.0,Val Venosta,Germany,13622,88744
2013,1.0,Val Venosta,Italy,5403,24191
2013,1.0,Val Venosta,Other countries,2623,15867
2013,1.0,Val Venosta,Switzerland and Liechtenstein,1999,10503
2013,1.0,Valle Isarco,Austria,943,3017
2013,1.0,Valle Isarco,Benelux countries,585,3130
2013,1.0,Valle Isarco,Germany,21136,111733
2013,1.0,Valle Isarco,Italy,16244,65518
2013,1.0,Valle Isarco,Other countries,4020,22988
2013,1.0,Valle Isarco,Switzerland and Liechtenstein,808,4351
2013,2.0,Alta Valle Isarco,Austria,822,3271
2013,2.0,Alta Valle Isarco,Benelux countries,1619,7138
2013,2.0,Alta Valle Isarco,Germany,20802,93346
2013,2.0,Alta Valle Isarco,Italy,8081,27482
2013,2.0,Alta Valle Isarco,Other countries,1767,7878
2013,2.0,Alta Valle Isarco,Switzerland and Liechtenstein,533,2935
2013,2.0,Bolzano,Austria,610,950
2013,2.0,Bolzano,Benelux countries,244,605
2013,2.0,Bolzano,Germany,1887,3649
2013,2.0,Bolzano,Italy,6642,10911
2013,2.0,Bolzano,Other countries,1787,3822
2013,2.0,Bolzano,Switzerland and Liechtenstein,209,322
2013,2.0,Burggrafenamt,Austria,1375,5116
2013,2.0,Burggrafenamt,Benelux countries,597,3528
2013,2.0,Burggrafenamt,Germany,10143,55266
2013,2.0,Burggrafenamt,Italy,9740,30528
2013,2.0,Burggrafenamt,Other countries,1388,9248
2013,2.0,Burggrafenamt,Switzerland and Liechtenstein,1466,7427
2013,2.0,Oltradige-Bassa Ates.,Austria,496,1360
2013,2.0,Oltradige-Bassa Ates.,Benelux countries,405,1883
2013,2.0,Oltradige-Bassa Ates.,Germany,2935,14472
2013,2.0,Oltradige-Bassa Ates.,Italy,3791,14782
2013,2.0,Oltradige-Bassa Ates.,Other countries,2154,11139
2013,2.0,Oltradige-Bassa Ates.,Switzerland and Liechtenstein,357,1510
2013,2.0,Salto-Schiliar,Austria,2596,13247
2013,2.0,Salto-Schiliar,Benelux countries,10030,65522
2013,2.0,Salto-Schiliar,Germany,46329,279606
2013,2.0,Salto-Schiliar,Italy,41995,189247
2013,2.0,Salto-Schiliar,Other countries,22691,148463
2013,2.0,Salto-Schiliar,Switzerland and Liechtenstein,2669,16296
2013,2.0,Val Pusteria,Austria,6658,34139
2013,2.0,Val Pusteria,Benelux countries,11300,72115
2013,2.0,Val Pusteria,Germany,81855,480933
2013,2.0,Val Pusteria,Italy,95925,435880
2013,2.0,Val Pusteria,Other countries,31402,185683
2013,2.0,Val Pusteria,Switzerland and Liechtenstein,2540,14240
2013,2.0,Val Venosta,Austria,819,4429
2013,2.0,Val Venosta,Benelux countries,3442,21237
2013,2.0,Val Venosta,Germany,20532,112548
2013,2.0,Val Venosta,Italy,4800,17531
2013,2.0,Val Venosta,Other countries,2799,18461
2013,2.0,Val Venosta,Switzerland and Liechtenstein,2929,16453
2013,2.0,Valle Isarco,Austria,1576,5535
2013,2.0,Valle Isarco,Benelux countries,2306,10922
2013,2.0,Valle Isarco,Germany,29355,146087
2013,2.0,Valle Isarco,Italy,13059,44549
2013,2.0,Valle Isarco,Other countries,6791,34445
2013,2.0,Valle Isarco,Switzerland and Liechtenstein,1214,7029
2013,3.0,Alta Valle Isarco,Austria,804,2544
2013,3.0,Alta Valle Isarco,Benelux countries,487,1909
2013,3.0,Alta Valle Isarco,Germany,20470,80384
2013,3.0,Alta Valle Isarco,Italy,6543,20101
2013,3.0,Alta Valle Isarco,Other countries,1954,7098
2013,3.0,Alta Valle Isarco,Switzerland and Liechtenstein,307,1361
2013,3.0,Bolzano,Austria,1259,2234
2013,3.0,Bolzano,Benelux countries,111,241
2013,3.0,Bolzano,Germany,4735,10234
2013,3.0,Bolzano,Italy,9365,15694
2013,3.0,Bolzano,Other countries,2212,4412
2013,3.0,Bolzano,Switzerland and Liechtenstein,666,1423
2013,3.0,Burggrafenamt,Austria,3328,10900
2013,3.0,Burggrafenamt,Benelux countries,465,1968
2013,3.0,Burggrafenamt,Germany,38942,174284
2013,3.0,Burggrafenamt,Italy,11976,36306
2013,3.0,Burggrafenamt,Other countries,2138,12971
2013,3.0,Burggrafenamt,Switzerland and Liechtenstein,5738,21774
2013,3.0,Oltradige-Bassa Ates.,Austria,1104,3013
2013,3.0,Oltradige-Bassa Ates.,Benelux countries,161,441
2013,3.0,Oltradige-Bassa Ates.,Germany,10630,39863
2013,3.0,Oltradige-Bassa Ates.,Italy,5235,17794
2013,3.0,Oltradige-Bassa Ates.,Other countries,1367,7996
2013,3.0,Oltradige-Bassa Ates.,Switzerland and Liechtenstein,1023,3568
2013,3.0,Salto-Schiliar,Austria,2651,13138
2013,3.0,Salto-Schiliar,Benelux countries,5388,32916
2013,3.0,Salto-Schiliar,Germany,42337,245792
2013,3.0,Salto-Schiliar,Italy,37974,163354
2013,3.0,Salto-Schiliar,Other countries,16483,106489
2013,3.0,Salto-Schiliar,Switzerland and Liechtenstein,1990,10405
2013,3.0,Val Pusteria,Austria,4932,21820
2013,3.0,Val Pusteria,Benelux countries,7525,32248
2013,3.0,Val Pusteria,Germany,76175,431034
2013,3.0,Val Pusteria,Italy,71257,301882
2013,3.0,Val Pusteria,Other countries,20540,118573
2013,3.0,Val Pusteria,Switzerland and Liechtenstein,1828,9075
2013,3.0,Val Venosta,Austria,1164,4188
2013,3.0,Val Venosta,Benelux countries,800,4900
2013,3.0,Val Venosta,Germany,27337,141341
2013,3.0,Val Venosta,Italy,5979,19943
2013,3.0,Val Venosta,Other countries,3292,18569
2013,3.0,Val Venosta,Switzerland and Liechtenstein,2790,11662
2013,3.0,Valle Isarco,Austria,1668,4555
2013,3.0,Valle Isarco,Benelux countries,911,3112
2013,3.0,Valle Isarco,Germany,25913,114750
2013,3.0,Valle Isarco,Italy,11023,37303
2013,3.0,Valle Isarco,Other countries,5093,24741
2013,3.0,Valle Isarco,Switzerland and Liechtenstein,721,3222
2013,4.0,Alta Valle Isarco,Austria,573,1106
2013,4.0,Alta Valle Isarco,Benelux countries,272,792
2013,4.0,Alta Valle Isarco,Germany,6896,20777
2013,4.0,Alta Valle Isarco,Italy,4462,11939
2013,4.0,Alta Valle Isarco,Other countries,754,2664
2013,4.0,Alta Valle Isarco,Switzerland and Liechtenstein,202,788
2013,4.0,Bolzano,Austria,1547,2818
2013,4.0,Bolzano,Benelux countries,276,516
2013,4.0,Bolzano,Germany,5158,12183
2013,4.0,Bolzano,Italy,7591,15090
2013,4.0,Bolzano,Other countries,2600,5794
2013,4.0,Bolzano,Switzerland and Liechtenstein,1025,2195
2013,4.0,Burggrafenamt,Austria,7079,21589
2013,4.0,Burggrafenamt,Benelux countries,1072,5359
2013,4.0,Burggrafenamt,Germany,52644,301678
2013,4.0,Burggrafenamt,Italy,11378,32405
2013,4.0,Burggrafenamt,Other countries,2199,13426
2013,4.0,Burggrafenamt,Switzerland and Liechtenstein,18471,88032
2013,4.0,Oltradige-Bassa Ates.,Austria,2828,6697
2013,4.0,Oltradige-Bassa Ates.,Benelux countries,453,1476
2013,4.0,Oltradige-Bassa Ates.,Germany,16720,69908
2013,4.0,Oltradige-Bassa Ates.,Italy,5781,17440
2013,4.0,Oltradige-Bassa Ates.,Other countries,1551,6083
2013,4.0,Oltradige-Bassa Ates.,Switzerland and Liechtenstein,3010,12014
2013,4.0,Salto-Schiliar,Austria,681,2220
2013,4.0,Salto-Schiliar,Benelux countries,246,3106
2013,4.0,Salto-Schiliar,Germany,4829,31855
2013,4.0,Salto-Schiliar,Italy,4530,18714
2013,4.0,Salto-Schiliar,Other countries,853,5970
2013,4.0,Salto-Schiliar,Switzerland and Liechtenstein,591,2800
2013,4.0,Val Pusteria,Austria,1306,3288
2013,4.0,Val Pusteria,Benelux countries,1237,20507
2013,4.0,Val Pusteria,Germany,7435,54803
2013,4.0,Val Pusteria,Italy,10427,41735
2013,4.0,Val Pusteria,Other countries,1238,8255
2013,4.0,Val Pusteria,Switzerland and Liechtenstein,529,1780
2013,4.0,Val Venosta,Austria,1262,3093
2013,4.0,Val Venosta,Benelux countries,677,4149
2013,4.0,Val Venosta,Germany,9237,55358
2013,4.0,Val Venosta,Italy,4748,14912
2013,4.0,Val Venosta,Other countries,1685,9538
2013,4.0,Val Venosta,Switzerland and Liechtenstein,3645,13954
2013,4.0,Valle Isarco,Austria,1270,2931
2013,4.0,Valle Isarco,Benelux countries,285,1260
2013,4.0,Valle Isarco,Germany,10207,38005
2013,4.0,Valle Isarco,Italy,5909,20781
2013,4.0,Valle Isarco,Other countries,993,5586
2013,4.0,Valle Isarco,Switzerland and Liechtenstein,1126,3943
2013,5.0,Alta Valle Isarco,Austria,2476,4963
2013,5.0,Alta Valle Isarco,Benelux countries,565,1414
2013,5.0,Alta Valle Isarco,Germany,13066,44274
2013,5.0,Alta Valle Isarco,Italy,3551,9252
2013,5.0,Alta Valle Isarco,Other countries,1324,2970
2013,5.0,Alta Valle Isarco,Switzerland and Liechtenstein,432,1436
2013,5.0,Bolzano,Austria,2571,5081
2013,5.0,Bolzano,Benelux countries,560,1047
2013,5.0,Bolzano,Germany,9424,21794
2013,5.0,Bolzano,Italy,7321,13193
2013,5.0,Bolzano,Other countries,4320,10549
2013,5.0,Bolzano,Switzerland and Liechtenstein,1382,3351
2013,5.0,Burggrafenamt,Austria,9489,30088
2013,5.0,Burggrafenamt,Benelux countries,1840,10419
2013,5.0,Burggrafenamt,Germany,101893,580072
2013,5.0,Burggrafenamt,Italy,8714,25803
2013,5.0,Burggrafenamt,Other countries,3531,18242
2013,5.0,Burggrafenamt,Switzerland and Liechtenstein,19404,94357
2013,5.0,Oltradige-Bassa Ates.,Austria,5249,14174
2013,5.0,Oltradige-Bassa Ates.,Benelux countries,1029,3836
2013,5.0,Oltradige-Bassa Ates.,Germany,38558,166265
2013,5.0,Oltradige-Bassa Ates.,Italy,5285,16886
2013,5.0,Oltradige-Bassa Ates.,Other countries,1825,8078
2013,5.0,Oltradige-Bassa Ates.,Switzerland and Liechtenstein,4075,17439
2013,5.0,Salto-Schiliar,Austria,2172,6535
2013,5.0,Salto-Schiliar,Benelux countries,451,2226
2013,5.0,Salto-Schiliar,Germany,21573,96476
2013,5.0,Salto-Schiliar,Italy,4254,11680
2013,5.0,Salto-Schiliar,Other countries,1728,5328
2013,5.0,Salto-Schiliar,Switzerland and Liechtenstein,1698,6418
2013,5.0,Val Pusteria,Austria,2902,6964
2013,5.0,Val Pusteria,Benelux countries,761,3221
2013,5.0,Val Pusteria,Germany,23257,101058
2013,5.0,Val Pusteria,Italy,10315,28321
2013,5.0,Val Pusteria,Other countries,2029,7385
2013,5.0,Val Pusteria,Switzerland and Liechtenstein,1747,5920
2013,5.0,Val Venosta,Austria,1744,4519
2013,5.0,Val Venosta,Benelux countries,915,2704
2013,5.0,Val Venosta,Germany,18124,75941
2013,5.0,Val Venosta,Italy,3742,9226
2013,5.0,Val Venosta,Other countries,1138,3595
2013,5.0,Val Venosta,Switzerland and Liechtenstein,4785,16069
2013,5.0,Valle Isarco,Austria,2828,7621
2013,5.0,Valle Isarco,Benelux countries,669,1929
2013,5.0,Valle Isarco,Germany,28847,116366
2013,5.0,Valle Isarco,Italy,5077,15854
2013,5.0,Valle Isarco,Other countries,2311,10217
2013,5.0,Valle Isarco,Switzerland and Liechtenstein,1354,5400
2013,6.0,Alta Valle Isarco,Austria,857,2397
2013,6.0,Alta Valle Isarco,Benelux countries,1204,3022
2013,6.0,Alta Valle Isarco,Germany,11646,40209
2013,6.0,Alta Valle Isarco,Italy,5565,16608
2013,6.0,Alta Valle Isarco,Other countries,1546,3290
2013,6.0,Alta Valle Isarco,Switzerland and Liechtenstein,501,1993
2013,6.0,Bolzano,Austria,2084,4425
2013,6.0,Bolzano,Benelux countries,932,1805
2013,6.0,Bolzano,Germany,7588,15840
2013,6.0,Bolzano,Italy,6247,10787
2013,6.0,Bolzano,Other countries,6655,12593
2013,6.0,Bolzano,Switzerland and Liechtenstein,1090,2344
2013,6.0,Burggrafenamt,Austria,7076,24391
2013,6.0,Burggrafenamt,Benelux countries,3795,21953
2013,6.0,Burggrafenamt,Germany,84690,507278
2013,6.0,Burggrafenamt,Italy,10782,33219
2013,6.0,Burggrafenamt,Other countries,4893,22455
2013,6.0,Burggrafenamt,Switzerland and Liechtenstein,14388,72019
2013,6.0,Oltradige-Bassa Ates.,Austria,4742,15431
2013,6.0,Oltradige-Bassa Ates.,Benelux countries,2177,10369
2013,6.0,Oltradige-Bassa Ates.,Germany,31429,141729
2013,6.0,Oltradige-Bassa Ates.,Italy,5266,17819
2013,6.0,Oltradige-Bassa Ates.,Other countries,2956,10259
2013,6.0,Oltradige-Bassa Ates.,Switzerland and Liechtenstein,3655,15103
2013,6.0,Salto-Schiliar,Austria,2871,10772
2013,6.0,Salto-Schiliar,Benelux countries,2698,13833
2013,6.0,Salto-Schiliar,Germany,33044,172202
2013,6.0,Salto-Schiliar,Italy,22439,76411
2013,6.0,Salto-Schiliar,Other countries,7468,28059
2013,6.0,Salto-Schiliar,Switzerland and Liechtenstein,3127,12741
2013,6.0,Val Pusteria,Austria,4029,11388
2013,6.0,Val Pusteria,Benelux countries,4886,22328
2013,6.0,Val Pusteria,Germany,38866,184574
2013,6.0,Val Pusteria,Italy,52514,173957
2013,6.0,Val Pusteria,Other countries,8924,32374
2013,6.0,Val Pusteria,Switzerland and Liechtenstein,2798,10668
2013,6.0,Val Venosta,Austria,1812,5295
2013,6.0,Val Venosta,Benelux countries,2419,9043
2013,6.0,Val Venosta,Germany,19870,82441
2013,6.0,Val Venosta,Italy,6131,18921
2013,6.0,Val Venosta,Other countries,2552,5874
2013,6.0,Val Venosta,Switzerland and Liechtenstein,3617,12437
2013,6.0,Valle Isarco,Austria,2670,7265
2013,6.0,Valle Isarco,Benelux countries,2002,7128
2013,6.0,Valle Isarco,Germany,30427,132637
2013,6.0,Valle Isarco,Italy,8613,28473
2013,6.0,Valle Isarco,Other countries,4415,17661
2013,6.0,Valle Isarco,Switzerland and Liechtenstein,1289,5121
2013,7.0,Alta Valle Isarco,Austria,1113,3549
2013,7.0,Alta Valle Isarco,Benelux countries,4370,11647
2013,7.0,Alta Valle Isarco,Germany,13155,49026
2013,7.0,Alta Valle Isarco,Italy,15064,73547
2013,7.0,Alta Valle Isarco,Other countries,3537,8187
2013,7.0,Alta Valle Isarco,Switzerland and Liechtenstein,877,2887
2013,7.0,Bolzano,Austria,1718,3633
2013,7.0,Bolzano,Benelux countries,2250,4593
2013,7.0,Bolzano,Germany,9049,20092
2013,7.0,Bolzano,Italy,6052,12414
2013,7.0,Bolzano,Other countries,8785,16933
2013,7.0,Bolzano,Switzerland and Liechtenstein,1433,3455
2013,7.0,Burggrafenamt,Austria,7192,26115
2013,7.0,Burggrafenamt,Benelux countries,9631,67305
2013,7.0,Burggrafenamt,Germany,94270,627404
2013,7.0,Burggrafenamt,Italy,18060,71474
2013,7.0,Burggrafenamt,Other countries,7223,33252
2013,7.0,Burggrafenamt,Switzerland and Liechtenstein,19415,106078
2013,7.0,Oltradige-Bassa Ates.,Austria,4685,16370
2013,7.0,Oltradige-Bassa Ates.,Benelux countries,5155,26087
2013,7.0,Oltradige-Bassa Ates.,Germany,33437,184964
2013,7.0,Oltradige-Bassa Ates.,Italy,8532,35724
2013,7.0,Oltradige-Bassa Ates.,Other countries,5084,18855
2013,7.0,Oltradige-Bassa Ates.,Switzerland and Liechtenstein,5135,27867
2013,7.0,Salto-Schiliar,Austria,3234,12531
2013,7.0,Salto-Schiliar,Benelux countries,4959,27901
2013,7.0,Salto-Schiliar,Germany,35973,240377
2013,7.0,Salto-Schiliar,Italy,49464,307278
2013,7.0,Salto-Schiliar,Other countries,9687,48502
2013,7.0,Salto-Schiliar,Switzerland and Liechtenstein,4142,21476
2013,7.0,Val Pusteria,Austria,7150,21813
2013,7.0,Val Pusteria,Benelux countries,9487,53530
2013,7.0,Val Pusteria,Germany,45752,266384
2013,7.0,Val Pusteria,Italy,134790,808943
2013,7.0,Val Pusteria,Other countries,16443,64183
2013,7.0,Val Pusteria,Switzerland and Liechtenstein,5445,23827
2013,7.0,Val Venosta,Austria,3079,9045
2013,7.0,Val Venosta,Benelux countries,7101,41217
2013,7.0,Val Venosta,Germany,29089,137839
2013,7.0,Val Venosta,Italy,18811,82794
2013,7.0,Val Venosta,Other countries,4492,15644
2013,7.0,Val Venosta,Switzerland and Liechtenstein,6403,23727
2013,7.0,Valle Isarco,Austria,3413,10997
2013,7.0,Valle Isarco,Benelux countries,5077,19716
2013,7.0,Valle Isarco,Germany,32823,180974
2013,7.0,Valle Isarco,Italy,21288,111334
2013,7.0,Valle Isarco,Other countries,5771,20761
2013,7.0,Valle Isarco,Switzerland and Liechtenstein,2020,8701
2013,8.0,Alta Valle Isarco,Austria,1048,2457
2013,8.0,Alta Valle Isarco,Benelux countries,1881,5872
2013,8.0,Alta Valle Isarco,Germany,12985,47112
2013,8.0,Alta Valle Isarco,Italy,26996,154495
2013,8.0,Alta Valle Isarco,Other countries,1730,4406
2013,8.0,Alta Valle Isarco,Switzerland and Liechtenstein,437,1366
2013,8.0,Bolzano,Austria,2613,5653
2013,8.0,Bolzano,Benelux countries,1207,2594
2013,8.0,Bolzano,Germany,11401,25828
2013,8.0,Bolzano,Italy,7066,15024
2013,8.0,Bolzano,Other countries,6631,14224
2013,8.0,Bolzano,Switzerland and Liechtenstein,1025,2268
2013,8.0,Burggrafenamt,Austria,8193,28956
2013,8.0,Burggrafenamt,Benelux countries,5309,41005
2013,8.0,Burggrafenamt,Germany,125765,798847
2013,8.0,Burggrafenamt,Italy,40553,191402
2013,8.0,Burggrafenamt,Other countries,5676,29894
2013,8.0,Burggrafenamt,Switzerland and Liechtenstein,11573,60218
2013,8.0,Oltradige-Bassa Ates.,Austria,5508,18877
2013,8.0,Oltradige-Bassa Ates.,Benelux countries,2684,14030
2013,8.0,Oltradige-Bassa Ates.,Germany,50116,275255
2013,8.0,Oltradige-Bassa Ates.,Italy,11677,55350
2013,8.0,Oltradige-Bassa Ates.,Other countries,3610,12859
2013,8.0,Oltradige-Bassa Ates.,Switzerland and Liechtenstein,3165,14939
2013,8.0,Salto-Schiliar,Austria,3058,11429
2013,8.0,Salto-Schiliar,Benelux countries,2588,15655
2013,8.0,Salto-Schiliar,Germany,39095,233456
2013,8.0,Salto-Schiliar,Italy,94267,629973
2013,8.0,Salto-Schiliar,Other countries,6507,31032
2013,8.0,Salto-Schiliar,Switzerland and Liechtenstein,2482,10948
2013,8.0,Val Pusteria,Austria,4398,12026
2013,8.0,Val Pusteria,Benelux countries,4781,26390
2013,8.0,Val Pusteria,Germany,42212,212867
2013,8.0,Val Pusteria,Italy,219871,1465703
2013,8.0,Val Pusteria,Other countries,10445,41985
2013,8.0,Val Pusteria,Switzerland and Liechtenstein,2884,11928
2013,8.0,Val Venosta,Austria,3610,10370
2013,8.0,Val Venosta,Benelux countries,3757,24673
2013,8.0,Val Venosta,Germany,35571,169444
2013,8.0,Val Venosta,Italy,36499,193156
2013,8.0,Val Venosta,Other countries,3315,10735
2013,8.0,Val Venosta,Switzerland and Liechtenstein,4733,15021
2013,8.0,Valle Isarco,Austria,3253,9841
2013,8.0,Valle Isarco,Benelux countries,2455,11039
2013,8.0,Valle Isarco,Germany,34344,181042
2013,8.0,Valle Isarco,Italy,42478,248753
2013,8.0,Valle Isarco,Other countries,3458,14875
2013,8.0,Valle Isarco,Switzerland and Liechtenstein,1353,5266
2013,9.0,Alta Valle Isarco,Austria,1576,4330
2013,9.0,Alta Valle Isarco,Benelux countries,866,3013
2013,9.0,Alta Valle Isarco,Germany,17796,61173
2013,9.0,Alta Valle Isarco,Italy,7508,26452
2013,9.0,Alta Valle Isarco,Other countries,1496,3640
2013,9.0,Alta Valle Isarco,Switzerland and Liechtenstein,623,1765
2013,9.0,Bolzano,Austria,3179,6766
2013,9.0,Bolzano,Benelux countries,681,1367
2013,9.0,Bolzano,Germany,10416,23433
2013,9.0,Bolzano,Italy,8114,15646
2013,9.0,Bolzano,Other countries,6324,13452
2013,9.0,Bolzano,Switzerland and Liechtenstein,1762,3864
2013,9.0,Burggrafenamt,Austria,9131,33046
2013,9.0,Burggrafenamt,Benelux countries,2282,16022
2013,9.0,Burggrafenamt,Germany,120968,755898
2013,9.0,Burggrafenamt,Italy,11673,37565
2013,9.0,Burggrafenamt,Other countries,4380,21066
2013,9.0,Burggrafenamt,Switzerland and Liechtenstein,19089,88913
2013,9.0,Oltradige-Bassa Ates.,Austria,6360,21018
2013,9.0,Oltradige-Bassa Ates.,Benelux countries,857,4604
2013,9.0,Oltradige-Bassa Ates.,Germany,44118,223526
2013,9.0,Oltradige-Bassa Ates.,Italy,6501,19919
2013,9.0,Oltradige-Bassa Ates.,Other countries,2364,9710
2013,9.0,Oltradige-Bassa Ates.,Switzerland and Liechtenstein,5108,21566
2013,9.0,Salto-Schiliar,Austria,4674,16539
2013,9.0,Salto-Schiliar,Benelux countries,1610,9190
2013,9.0,Salto-Schiliar,Germany,50749,302285
2013,9.0,Salto-Schiliar,Italy,18817,83614
2013,9.0,Salto-Schiliar,Other countries,5777,24603
2013,9.0,Salto-Schiliar,Switzerland and Liechtenstein,4740,21235
2013,9.0,Val Pusteria,Austria,6524,21204
2013,9.0,Val Pusteria,Benelux countries,2671,14535
2013,9.0,Val Pusteria,Germany,63972,342571
2013,9.0,Val Pusteria,Italy,48364,222449
2013,9.0,Val Pusteria,Other countries,8557,30665
2013,9.0,Val Pusteria,Switzerland and Liechtenstein,4686,18351
2013,9.0,Val Venosta,Austria,2723,7885
2013,9.0,Val Venosta,Benelux countries,1659,6810
2013,9.0,Val Venosta,Germany,33119,153405
2013,9.0,Val Venosta,Italy,8427,28520
2013,9.0,Val Venosta,Other countries,2870,9369
2013,9.0,Val Venosta,Switzerland and Liechtenstein,6240,21716
2013,9.0,Valle Isarco,Austria,4291,12076
2013,9.0,Valle Isarco,Benelux countries,1114,4996
2013,9.0,Valle Isarco,Germany,43336,203147
2013,9.0,Valle Isarco,Italy,8993,34561
2013,9.0,Valle Isarco,Other countries,3238,13247
2013,9.0,Valle Isarco,Switzerland and Liechtenstein,2514,9609
2013,10.0,Alta Valle Isarco,Austria,1350,3496
2013,10.0,Alta Valle Isarco,Benelux countries,168,634
2013,10.0,Alta Valle Isarco,Germany,14831,53697
2013,10.0,Alta Valle Isarco,Italy,4885,12428
2013,10.0,Alta Valle Isarco,Other countries,710,2445
2013,10.0,Alta Valle Isarco,Switzerland and Liechtenstein,628,2369
2013,10.0,Bolzano,Austria,3460,6643
2013,10.0,Bolzano,Benelux countries,218,522
2013,10.0,Bolzano,Germany,8585,20335
2013,10.0,Bolzano,Italy,7068,14433
2013,10.0,Bolzano,Other countries,3880,9496
2013,10.0,Bolzano,Switzerland and Liechtenstein,1424,3080
2013,10.0,Burggrafenamt,Austria,11462,36339
2013,10.0,Burggrafenamt,Benelux countries,693,4961
2013,10.0,Burggrafenamt,Germany,98928,582591
2013,10.0,Burggrafenamt,Italy,10810,29600
2013,10.0,Burggrafenamt,Other countries,2556,15730
2013,10.0,Burggrafenamt,Switzerland and Liechtenstein,19683,101175
2013,10.0,Oltradige-Bassa Ates.,Austria,6140,15485
2013,10.0,Oltradige-Bassa Ates.,Benelux countries,328,1230
2013,10.0,Oltradige-Bassa Ates.,Germany,32802,147403
2013,10.0,Oltradige-Bassa Ates.,Italy,5143,16670
2013,10.0,Oltradige-Bassa Ates.,Other countries,1319,7550
2013,10.0,Oltradige-Bassa Ates.,Switzerland and Liechtenstein,3673,18582
2013,10.0,Salto-Schiliar,Austria,3246,9152
2013,10.0,Salto-Schiliar,Benelux countries,400,2052
2013,10.0,Salto-Schiliar,Germany,31828,161926
2013,10.0,Salto-Schiliar,Italy,9340,24202
2013,10.0,Salto-Schiliar,Other countries,1669,7259
2013,10.0,Salto-Schiliar,Switzerland and Liechtenstein,3853,18574
2013,10.0,Val Pusteria,Austria,3722,9327
2013,10.0,Val Pusteria,Benelux countries,354,1920
2013,10.0,Val Pusteria,Germany,34453,161042
2013,10.0,Val Pusteria,Italy,16381,43624
2013,10.0,Val Pusteria,Other countries,1702,6968
2013,10.0,Val Pusteria,Switzerland and Liechtenstein,3119,14533
2013,10.0,Val Venosta,Austria,1708,4969
2013,10.0,Val Venosta,Benelux countries,222,1193
2013,10.0,Val Venosta,Germany,18068,81889
2013,10.0,Val Venosta,Italy,7972,21403
2013,10.0,Val Venosta,Other countries,1944,14983
2013,10.0,Val Venosta,Switzerland and Liechtenstein,4942,19818
2013,10.0,Valle Isarco,Austria,5045,11360
2013,10.0,Valle Isarco,Benelux countries,368,1401
2013,10.0,Valle Isarco,Germany,36922,154465
2013,10.0,Valle Isarco,Italy,7565,19665
2013,10.0,Valle Isarco,Other countries,1401,7674
2013,10.0,Valle Isarco,Switzerland and Liechtenstein,2352,10807
2013,11.0,Alta Valle Isarco,Austria,802,1661
2013,11.0,Alta Valle Isarco,Benelux countries,187,251
2013,11.0,Alta Valle Isarco,Germany,2145,7640
2013,11.0,Alta Valle Isarco,Italy,7865,18238
2013,11.0,Alta Valle Isarco,Other countries,305,1407
2013,11.0,Alta Valle Isarco,Switzerland and Liechtenstein,195,600
2013,11.0,Bolzano,Austria,1536,2669
2013,11.0,Bolzano,Benelux countries,100,213
2013,11.0,Bolzano,Germany,2678,6208
2013,11.0,Bolzano,Italy,11048,21372
2013,11.0,Bolzano,Other countries,1585,4184
2013,11.0,Bolzano,Switzerland and Liechtenstein,665,1244
2013,11.0,Burggrafenamt,Austria,3729,11155
2013,11.0,Burggrafenamt,Benelux countries,125,624
2013,11.0,Burggrafenamt,Germany,9511,50954
2013,11.0,Burggrafenamt,Italy,23045,51986
2013,11.0,Burggrafenamt,Other countries,1459,9377
2013,11.0,Burggrafenamt,Switzerland and Liechtenstein,3629,14604
2013,11.0,Oltradige-Bassa Ates.,Austria,1350,2908
2013,11.0,Oltradige-Bassa Ates.,Benelux countries,76,235
2013,11.0,Oltradige-Bassa Ates.,Germany,3200,11898
2013,11.0,Oltradige-Bassa Ates.,Italy,7396,19354
2013,11.0,Oltradige-Bassa Ates.,Other countries,1079,6520
2013,11.0,Oltradige-Bassa Ates.,Switzerland and Liechtenstein,363,1433
2013,11.0,Salto-Schiliar,Austria,699,1887
2013,11.0,Salto-Schiliar,Benelux countries,79,372
2013,11.0,Salto-Schiliar,Germany,2113,9285
2013,11.0,Salto-Schiliar,Italy,9156,25614
2013,11.0,Salto-Schiliar,Other countries,302,2223
2013,11.0,Salto-Schiliar,Switzerland and Liechtenstein,256,1079
2013,11.0,Val Pusteria,Austria,1071,2727
2013,11.0,Val Pusteria,Benelux countries,60,166
2013,11.0,Val Pusteria,Germany,3571,14606
2013,11.0,Val Pusteria,Italy,15763,40149
2013,11.0,Val Pusteria,Other countries,686,3450
2013,11.0,Val Pusteria,Switzerland and Liechtenstein,324,1111
2013,11.0,Val Venosta,Austria,562,1603
2013,11.0,Val Venosta,Benelux countries,45,214
2013,11.0,Val Venosta,Germany,2683,11993
2013,11.0,Val Venosta,Italy,6418,18693
2013,11.0,Val Venosta,Other countries,1289,7454
2013,11.0,Val Venosta,Switzerland and Liechtenstein,618,1993
2013,11.0,Valle Isarco,Austria,2446,4340
2013,11.0,Valle Isarco,Benelux countries,79,174
2013,11.0,Valle Isarco,Germany,4657,14428
