Year,Month,District,Nationality,Arrivals,Present
2010,3.0,Kastelruth,Österreich,414,1598
2010,3.0,Kiens,Andere Länder,1414,9776
2010,3.0,Kiens,Beneluxstaaten,218,987
2010,3.0,Kiens,Deutschland,2122,9860
2010,3.0,Kiens,Italien,1340,5661
2010,3.0,Kiens,Schweiz und Liechtenstein,8,32
2010,3.0,Kiens,Österreich,106,299
2010,3.0,Klausen,Andere Länder,89,183
2010,3.0,Klausen,Beneluxstaaten,72,104
2010,3.0,Klausen,Deutschland,1456,3223
2010,3.0,Klausen,Italien,732,1673
2010,3.0,Klausen,Schweiz und Liechtenstein,10,24
2010,3.0,Klausen,Österreich,146,620
2010,3.0,Kuens,Deutschland,46,174
2010,3.0,Kuens,Italien,3,11
2010,3.0,Kuens,Österreich,4,16
2010,3.0,Kurtatsch a.d. Weinstr.,Andere Länder,4,56
2010,3.0,Kurtatsch a.d. Weinstr.,Beneluxstaaten,2,10
2010,3.0,Kurtatsch a.d. Weinstr.,Deutschland,205,642
2010,3.0,Kurtatsch a.d. Weinstr.,Italien,74,329
2010,3.0,Kurtatsch a.d. Weinstr.,Schweiz und Liechtenstein,5,13
2010,3.0,Kurtatsch a.d. Weinstr.,Österreich,29,114
2010,3.0,Kurtinig a.d. Weinstr.,Andere Länder,5,25
2010,3.0,Kurtinig a.d. Weinstr.,Beneluxstaaten,1,1
2010,3.0,Kurtinig a.d. Weinstr.,Deutschland,351,923
2010,3.0,Kurtinig a.d. Weinstr.,Italien,92,160
2010,3.0,Kurtinig a.d. Weinstr.,Schweiz und Liechtenstein,22,58
2010,3.0,Kurtinig a.d. Weinstr.,Österreich,9,21
2010,3.0,Laas,Andere Länder,7,38
2010,3.0,Laas,Deutschland,42,248
2010,3.0,Laas,Italien,19,88
2010,3.0,Laas,Schweiz und Liechtenstein,12,30
2010,3.0,Laas,Österreich,8,54
2010,3.0,Lajen,Andere Länder,142,940
2010,3.0,Lajen,Beneluxstaaten,89,466
2010,3.0,Lajen,Deutschland,971,3936
2010,3.0,Lajen,Italien,491,1729
2010,3.0,Lajen,Schweiz und Liechtenstein,18,85
2010,3.0,Lajen,Österreich,108,441
2010,3.0,Lana,Andere Länder,79,1744
2010,3.0,Lana,Beneluxstaaten,13,69
2010,3.0,Lana,Deutschland,1497,6076
2010,3.0,Lana,Italien,541,2478
2010,3.0,Lana,Schweiz und Liechtenstein,124,445
2010,3.0,Lana,Österreich,285,872
2010,3.0,Latsch,Andere Länder,183,753
2010,3.0,Latsch,Beneluxstaaten,17,40
2010,3.0,Latsch,Deutschland,817,2936
2010,3.0,Latsch,Italien,316,1650
2010,3.0,Latsch,Schweiz und Liechtenstein,146,543
2010,3.0,Latsch,Österreich,184,529
2010,3.0,Leifers,Andere Länder,108,1664
2010,3.0,Leifers,Beneluxstaaten,15,280
2010,3.0,Leifers,Deutschland,1045,2788
2010,3.0,Leifers,Italien,1703,5665
2010,3.0,Leifers,Schweiz und Liechtenstein,35,94
2010,3.0,Leifers,Österreich,139,331
2010,3.0,Lüsen,Andere Länder,9,34
2010,3.0,Lüsen,Beneluxstaaten,11,92
2010,3.0,Lüsen,Deutschland,603,3327
2010,3.0,Lüsen,Italien,739,3004
2010,3.0,Lüsen,Schweiz und Liechtenstein,31,181
2010,3.0,Lüsen,Österreich,63,205
2010,3.0,Mals,Andere Länder,88,425
2010,3.0,Mals,Beneluxstaaten,22,211
2010,3.0,Mals,Deutschland,2888,13102
2010,3.0,Mals,Italien,566,2374
2010,3.0,Mals,Schweiz und Liechtenstein,268,1589
2010,3.0,Mals,Österreich,227,882
2010,3.0,Margreid a.d. Weinstr.,Andere Länder,75,234
2010,3.0,Margreid a.d. Weinstr.,Deutschland,81,214
2010,3.0,Margreid a.d. Weinstr.,Österreich,0,31
2010,3.0,Marling,Andere Länder,85,588
2010,3.0,Marling,Beneluxstaaten,2,10
2010,3.0,Marling,Deutschland,600,2140
2010,3.0,Marling,Italien,212,707
2010,3.0,Marling,Schweiz und Liechtenstein,124,391
2010,3.0,Marling,Österreich,83,205
2010,3.0,Martell,Andere Länder,75,80
2010,3.0,Martell,Beneluxstaaten,12,51
2010,3.0,Martell,Deutschland,386,1445
2010,3.0,Martell,Italien,401,674
2010,3.0,Martell,Schweiz und Liechtenstein,119,543
2010,3.0,Martell,Österreich,215,689
2010,3.0,Meran,Andere Länder,723,4511
2010,3.0,Meran,Beneluxstaaten,60,399
2010,3.0,Meran,Deutschland,3593,14050
2010,3.0,Meran,Italien,4599,17225
2010,3.0,Meran,Schweiz und Liechtenstein,419,1489
2010,3.0,Meran,Österreich,732,2242
2010,3.0,Montan,Andere Länder,46,86
2010,3.0,Montan,Beneluxstaaten,104,425
2010,3.0,Montan,Deutschland,158,456
2010,3.0,Montan,Italien,139,594
2010,3.0,Montan,Österreich,28,95
2010,3.0,Moos in Passeier,Andere Länder,14,89
2010,3.0,Moos in Passeier,Deutschland,753,4849
2010,3.0,Moos in Passeier,Italien,501,1394
2010,3.0,Moos in Passeier,Schweiz und Liechtenstein,8,105
2010,3.0,Moos in Passeier,Österreich,16,89
2010,3.0,Mölten,Andere Länder,5,20
2010,3.0,Mölten,Deutschland,58,167
2010,3.0,Mölten,Italien,62,240
2010,3.0,Mölten,Österreich,12,58
2010,3.0,Mühlbach,Andere Länder,838,6229
2010,3.0,Mühlbach,Beneluxstaaten,132,649
2010,3.0,Mühlbach,Deutschland,6146,35564
2010,3.0,Mühlbach,Italien,3276,15584
2010,3.0,Mühlbach,Schweiz und Liechtenstein,50,500
2010,3.0,Mühlbach,Österreich,126,476
2010,3.0,Mühlwald,Andere Länder,100,1207
2010,3.0,Mühlwald,Beneluxstaaten,268,1764
2010,3.0,Mühlwald,Deutschland,1173,7692
2010,3.0,Mühlwald,Italien,46,199
2010,3.0,Nals,Andere Länder,10,206
2010,3.0,Nals,Deutschland,160,488
2010,3.0,Nals,Italien,76,767
2010,3.0,Nals,Schweiz und Liechtenstein,3,3
2010,3.0,Nals,Österreich,40,135
2010,3.0,Naturns,Andere Länder,22,315
2010,3.0,Naturns,Beneluxstaaten,20,75
2010,3.0,Naturns,Deutschland,1173,5222
2010,3.0,Naturns,Italien,538,1598
2010,3.0,Naturns,Schweiz und Liechtenstein,504,1765
2010,3.0,Naturns,Österreich,209,677
2010,3.0,Natz-Schabs,Andere Länder,1520,7435
2010,3.0,Natz-Schabs,Beneluxstaaten,6,34
2010,3.0,Natz-Schabs,Deutschland,1993,12801
2010,3.0,Natz-Schabs,Italien,459,2876
2010,3.0,Natz-Schabs,Schweiz und Liechtenstein,52,510
2010,3.0,Natz-Schabs,Österreich,95,271
2010,3.0,Neumarkt,Andere Länder,20,68
2010,3.0,Neumarkt,Beneluxstaaten,12,40
2010,3.0,Neumarkt,Deutschland,109,298
2010,3.0,Neumarkt,Italien,159,1024
2010,3.0,Neumarkt,Schweiz und Liechtenstein,4,6
2010,3.0,Neumarkt,Österreich,24,45
2010,3.0,Niederdorf,Andere Länder,82,652
2010,3.0,Niederdorf,Beneluxstaaten,10,84
2010,3.0,Niederdorf,Deutschland,315,1504
2010,3.0,Niederdorf,Italien,368,1356
2010,3.0,Niederdorf,Schweiz und Liechtenstein,27,106
2010,3.0,Niederdorf,Österreich,20,60
2010,3.0,Olang,Andere Länder,1351,9021
2010,3.0,Olang,Beneluxstaaten,228,1471
2010,3.0,Olang,Deutschland,4440,26471
2010,3.0,Olang,Italien,2074,9758
2010,3.0,Olang,Schweiz und Liechtenstein,74,441
2010,3.0,Olang,Österreich,315,1378
2010,3.0,Partschins,Andere Länder,28,387
2010,3.0,Partschins,Beneluxstaaten,3,15
2010,3.0,Partschins,Deutschland,850,3481
2010,3.0,Partschins,Italien,273,855
2010,3.0,Partschins,Schweiz und Liechtenstein,154,507
2010,3.0,Partschins,Österreich,68,210
2010,3.0,Percha,Andere Länder,99,623
2010,3.0,Percha,Beneluxstaaten,4,34
2010,3.0,Percha,Deutschland,287,1459
2010,3.0,Percha,Italien,306,1718
2010,3.0,Percha,Schweiz und Liechtenstein,8,28
2010,3.0,Percha,Österreich,5,25
2010,3.0,Pfalzen,Andere Länder,547,2728
2010,3.0,Pfalzen,Beneluxstaaten,248,981
2010,3.0,Pfalzen,Deutschland,1065,5709
2010,3.0,Pfalzen,Italien,451,1919
2010,3.0,Pfalzen,Schweiz und Liechtenstein,4,14
2010,3.0,Pfalzen,Österreich,45,360
2010,3.0,Pfatten,Deutschland,42,141
2010,3.0,Pfatten,Italien,20,26
2010,3.0,Pfatten,Schweiz und Liechtenstein,4,12
2010,3.0,Pfatten,Österreich,17,35
2010,3.0,Pfitsch,Andere Länder,74,507
2010,3.0,Pfitsch,Beneluxstaaten,51,383
2010,3.0,Pfitsch,Deutschland,855,3590
2010,3.0,Pfitsch,Italien,385,2378
2010,3.0,Pfitsch,Schweiz und Liechtenstein,0,10
2010,3.0,Pfitsch,Österreich,16,24
2010,3.0,Plaus,Andere Länder,4,35
2010,3.0,Plaus,Deutschland,153,627
2010,3.0,Plaus,Italien,77,132
2010,3.0,Plaus,Schweiz und Liechtenstein,80,290
2010,3.0,Plaus,Österreich,41,99
2010,3.0,Prad am Stilfser Joch,Andere Länder,46,311
2010,3.0,Prad am Stilfser Joch,Beneluxstaaten,9,78
2010,3.0,Prad am Stilfser Joch,Deutschland,726,3170
2010,3.0,Prad am Stilfser Joch,Italien,164,435
2010,3.0,Prad am Stilfser Joch,Schweiz und Liechtenstein,29,81
2010,3.0,Prad am Stilfser Joch,Österreich,61,231
2010,3.0,Prags,Andere Länder,60,222
2010,3.0,Prags,Beneluxstaaten,1,37
2010,3.0,Prags,Deutschland,245,1466
2010,3.0,Prags,Italien,853,2395
2010,3.0,Prags,Schweiz und Liechtenstein,10,29
2010,3.0,Prags,Österreich,37,263
2010,3.0,Prettau,Andere Länder,4,7
2010,3.0,Prettau,Deutschland,364,2660
2010,3.0,Prettau,Italien,80,222
2010,3.0,Prettau,Schweiz und Liechtenstein,0,24
2010,3.0,Prettau,Österreich,157,595
2010,3.0,Rasen-Antholz,Andere Länder,724,4581
2010,3.0,Rasen-Antholz,Beneluxstaaten,109,805
2010,3.0,Rasen-Antholz,Deutschland,2366,15103
2010,3.0,Rasen-Antholz,Italien,2146,8199
2010,3.0,Rasen-Antholz,Schweiz und Liechtenstein,8,40
2010,3.0,Rasen-Antholz,Österreich,195,1215
2010,3.0,Ratschings,Andere Länder,221,1168
2010,3.0,Ratschings,Beneluxstaaten,100,882
2010,3.0,Ratschings,Deutschland,8322,43440
2010,3.0,Ratschings,Italien,2881,10402
2010,3.0,Ratschings,Schweiz und Liechtenstein,82,565
2010,3.0,Ratschings,Österreich,411,1619
2010,3.0,Riffian,Deutschland,125,371
2010,3.0,Riffian,Italien,11,20
2010,3.0,Riffian,Schweiz und Liechtenstein,2,6
2010,3.0,Riffian,Österreich,14,60
2010,3.0,Ritten,Andere Länder,69,577
2010,3.0,Ritten,Beneluxstaaten,3,15
2010,3.0,Ritten,Deutschland,468,2091
2010,3.0,Ritten,Italien,1099,3105
2010,3.0,Ritten,Schweiz und Liechtenstein,2,81
2010,3.0,Ritten,Österreich,92,378
2010,3.0,Rodeneck,Andere Länder,421,1325
2010,3.0,Rodeneck,Beneluxstaaten,4,32
2010,3.0,Rodeneck,Deutschland,638,4010
2010,3.0,Rodeneck,Italien,172,496
2010,3.0,Rodeneck,Schweiz und Liechtenstein,4,34
2010,3.0,Rodeneck,Österreich,7,23
2010,3.0,Salurn,Andere Länder,141,200
2010,3.0,Salurn,Beneluxstaaten,3,3
2010,3.0,Salurn,Deutschland,74,100
2010,3.0,Salurn,Italien,292,551
2010,3.0,Salurn,Schweiz und Liechtenstein,2,4
2010,3.0,Salurn,Österreich,23,91
2010,3.0,Sand in Taufers,Andere Länder,395,2461
2010,3.0,Sand in Taufers,Beneluxstaaten,53,389
2010,3.0,Sand in Taufers,Deutschland,3798,22799
2010,3.0,Sand in Taufers,Italien,1813,6542
2010,3.0,Sand in Taufers,Schweiz und Liechtenstein,36,168
2010,3.0,Sand in Taufers,Österreich,133,475
2010,3.0,Sarntal,Andere Länder,297,2705
2010,3.0,Sarntal,Beneluxstaaten,27,186
2010,3.0,Sarntal,Deutschland,1001,5348
2010,3.0,Sarntal,Italien,429,1790
2010,3.0,Sarntal,Schweiz und Liechtenstein,16,176
2010,3.0,Sarntal,Österreich,32,287
2010,3.0,Schenna,Andere Länder,47,378
2010,3.0,Schenna,Beneluxstaaten,24,229
2010,3.0,Schenna,Deutschland,3111,14177
2010,3.0,Schenna,Italien,491,1906
2010,3.0,Schenna,Schweiz und Liechtenstein,313,1849
2010,3.0,Schenna,Österreich,170,642
2010,3.0,Schlanders,Andere Länder,35,594
2010,3.0,Schlanders,Beneluxstaaten,1,66
2010,3.0,Schlanders,Deutschland,327,1033
2010,3.0,Schlanders,Italien,319,1262
2010,3.0,Schlanders,Schweiz und Liechtenstein,184,617
2010,3.0,Schlanders,Österreich,50,116
2010,3.0,Schluderns,Andere Länder,2,7
2010,3.0,Schluderns,Deutschland,483,1881
2010,3.0,Schluderns,Italien,64,91
2010,3.0,Schluderns,Schweiz und Liechtenstein,80,260
2010,3.0,Schluderns,Österreich,33,123
2010,3.0,Schnals,Andere Länder,1326,9285
2010,3.0,Schnals,Beneluxstaaten,39,263
2010,3.0,Schnals,Deutschland,2261,14378
2010,3.0,Schnals,Italien,1340,7373
2010,3.0,Schnals,Schweiz und Liechtenstein,76,486
2010,3.0,Schnals,Österreich,117,565
2010,3.0,Sexten,Andere Länder,457,2750
2010,3.0,Sexten,Beneluxstaaten,41,352
2010,3.0,Sexten,Deutschland,2271,16674
2010,3.0,Sexten,Italien,5410,24784
2010,3.0,Sexten,Schweiz und Liechtenstein,84,428
2010,3.0,Sexten,Österreich,203,926
2010,3.0,St.Christina in Gröden,Andere Länder,1765,13707
2010,3.0,St.Christina in Gröden,Beneluxstaaten,547,4263
2010,3.0,St.Christina in Gröden,Deutschland,2782,17485
2010,3.0,St.Christina in Gröden,Italien,2495,15803
2010,3.0,St.Christina in Gröden,Schweiz und Liechtenstein,69,433
2010,3.0,St.Christina in Gröden,Österreich,228,1117
2010,3.0,St.Leonhard in Passeier,Andere Länder,16,100
2010,3.0,St.Leonhard in Passeier,Beneluxstaaten,33,223
2010,3.0,St.Leonhard in Passeier,Deutschland,1086,4829
2010,3.0,St.Leonhard in Passeier,Italien,459,1371
2010,3.0,St.Leonhard in Passeier,Schweiz und Liechtenstein,151,585
2010,3.0,St.Leonhard in Passeier,Österreich,105,309
2010,3.0,St.Lorenzen,Andere Länder,686,4319
2010,3.0,St.Lorenzen,Beneluxstaaten,351,1983
2010,3.0,St.Lorenzen,Deutschland,3075,18771
2010,3.0,St.Lorenzen,Italien,1124,5001
2010,3.0,St.Lorenzen,Schweiz und Liechtenstein,33,169
2010,3.0,St.Lorenzen,Österreich,302,1822
2010,3.0,St.Martin in Passeier,Andere Länder,6,89
2010,3.0,St.Martin in Passeier,Deutschland,698,2582
2010,3.0,St.Martin in Passeier,Italien,451,1074
2010,3.0,St.Martin in Passeier,Schweiz und Liechtenstein,164,631
2010,3.0,St.Martin in Passeier,Österreich,157,509
2010,3.0,St.Martin in Thurn,Andere Länder,271,1807
2010,3.0,St.Martin in Thurn,Beneluxstaaten,204,742
2010,3.0,St.Martin in Thurn,Deutschland,501,2465
2010,3.0,St.Martin in Thurn,Italien,672,2574
2010,3.0,St.Martin in Thurn,Schweiz und Liechtenstein,13,96
2010,3.0,St.Martin in Thurn,Österreich,62,133
2010,3.0,St.Pankraz,Andere Länder,13,109
2010,3.0,St.Pankraz,Deutschland,118,588
2010,3.0,St.Pankraz,Italien,124,312
2010,3.0,St.Pankraz,Schweiz und Liechtenstein,3,15
2010,3.0,St.Ulrich,Andere Länder,2381,17270
2010,3.0,St.Ulrich,Beneluxstaaten,746,5719
2010,3.0,St.Ulrich,Deutschland,1860,11257
2010,3.0,St.Ulrich,Italien,7160,42266
2010,3.0,St.Ulrich,Schweiz und Liechtenstein,163,1012
2010,3.0,St.Ulrich,Österreich,146,763
2010,3.0,Sterzing,Andere Länder,452,1724
2010,3.0,Sterzing,Beneluxstaaten,35,183
2010,3.0,Sterzing,Deutschland,2837,7021
2010,3.0,Sterzing,Italien,1596,4674
2010,3.0,Sterzing,Schweiz und Liechtenstein,20,65
2010,3.0,Sterzing,Österreich,103,185
2010,3.0,Stilfs,Andere Länder,531,3207
2010,3.0,Stilfs,Beneluxstaaten,167,1178
2010,3.0,Stilfs,Deutschland,5701,38985
2010,3.0,Stilfs,Italien,877,3977
2010,3.0,Stilfs,Schweiz und Liechtenstein,93,700
2010,3.0,Stilfs,Österreich,81,247
2010,3.0,Taufers im Münstertal,Andere Länder,1,2
2010,3.0,Taufers im Münstertal,Deutschland,127,585
2010,3.0,Taufers im Münstertal,Italien,135,298
2010,3.0,Taufers im Münstertal,Schweiz und Liechtenstein,56,246
2010,3.0,Taufers im Münstertal,Österreich,53,245
2010,3.0,Terenten,Andere Länder,794,4960
2010,3.0,Terenten,Beneluxstaaten,190,854
2010,3.0,Terenten,Deutschland,925,4600
2010,3.0,Terenten,Italien,534,1927
2010,3.0,Terenten,Schweiz und Liechtenstein,14,42
2010,3.0,Terenten,Österreich,43,143
2010,3.0,Terlan,Andere Länder,36,190
2010,3.0,Terlan,Beneluxstaaten,1,6
2010,3.0,Terlan,Deutschland,169,452
2010,3.0,Terlan,Italien,253,938
2010,3.0,Terlan,Schweiz und Liechtenstein,13,34
2010,3.0,Terlan,Österreich,25,51
2010,3.0,Tiers,Andere Länder,1,25
2010,3.0,Tiers,Beneluxstaaten,12,108
2010,3.0,Tiers,Deutschland,222,1821
2010,3.0,Tiers,Italien,189,1001
2010,3.0,Tiers,Schweiz und Liechtenstein,10,30
2010,3.0,Tiers,Österreich,23,122
2010,3.0,Tirol,Andere Länder,22,155
2010,3.0,Tirol,Beneluxstaaten,19,82
2010,3.0,Tirol,Deutschland,1772,7461
2010,3.0,Tirol,Italien,229,647
2010,3.0,Tirol,Schweiz und Liechtenstein,244,1021
2010,3.0,Tirol,Österreich,200,640
2010,3.0,Tisens,Andere Länder,33,274
2010,3.0,Tisens,Deutschland,191,885
2010,3.0,Tisens,Italien,14,124
2010,3.0,Tisens,Schweiz und Liechtenstein,14,48
2010,3.0,Tisens,Österreich,17,91
2010,3.0,Toblach,Andere Länder,741,5431
2010,3.0,Toblach,Beneluxstaaten,114,1061
2010,3.0,Toblach,Deutschland,482,3573
2010,3.0,Toblach,Italien,3265,16176
2010,3.0,Toblach,Schweiz und Liechtenstein,11,81
2010,3.0,Toblach,Österreich,232,965
2010,3.0,Tramin a.d. Weinstr.,Andere Länder,19,132
2010,3.0,Tramin a.d. Weinstr.,Beneluxstaaten,1,4
2010,3.0,Tramin a.d. Weinstr.,Deutschland,262,914
2010,3.0,Tramin a.d. Weinstr.,Italien,85,297
2010,3.0,Tramin a.d. Weinstr.,Schweiz und Liechtenstein,29,75
2010,3.0,Tramin a.d. Weinstr.,Österreich,8,35
2010,3.0,Truden im Naturpark,Andere Länder,412,2542
2010,3.0,Truden im Naturpark,Beneluxstaaten,67,334
2010,3.0,Truden im Naturpark,Deutschland,166,744
2010,3.0,Truden im Naturpark,Italien,87,136
2010,3.0,Truden im Naturpark,Schweiz und Liechtenstein,46,822
2010,3.0,Truden im Naturpark,Österreich,3,6
2010,3.0,Tscherms,Andere Länder,28,232
2010,3.0,Tscherms,Beneluxstaaten,25,48
2010,3.0,Tscherms,Deutschland,329,1479
2010,3.0,Tscherms,Italien,198,849
2010,3.0,Tscherms,Schweiz und Liechtenstein,22,56
2010,3.0,Tscherms,Österreich,40,288
2010,3.0,U.L.Frau i.W.-St.Felix,Andere Länder,10,20
2010,3.0,U.L.Frau i.W.-St.Felix,Deutschland,13,38
2010,3.0,U.L.Frau i.W.-St.Felix,Italien,86,241
2010,3.0,U.L.Frau i.W.-St.Felix,Schweiz und Liechtenstein,0,2
2010,3.0,Ulten,Andere Länder,99,583
2010,3.0,Ulten,Beneluxstaaten,16,76
2010,3.0,Ulten,Deutschland,1773,11181
2010,3.0,Ulten,Italien,861,2679
2010,3.0,Ulten,Schweiz und Liechtenstein,63,362
2010,3.0,Ulten,Österreich,162,648
2010,3.0,Vahrn,Andere Länder,94,332
2010,3.0,Vahrn,Beneluxstaaten,48,49
2010,3.0,Vahrn,Deutschland,488,1442
2010,3.0,Vahrn,Italien,528,1475
2010,3.0,Vahrn,Schweiz und Liechtenstein,35,336
2010,3.0,Vahrn,Österreich,79,135
2010,3.0,Villanders,Andere Länder,65,527
2010,3.0,Villanders,Beneluxstaaten,123,374
2010,3.0,Villanders,Deutschland,725,3924
2010,3.0,Villanders,Italien,150,336
2010,3.0,Villanders,Schweiz und Liechtenstein,10,84
2010,3.0,Villanders,Österreich,28,57
2010,3.0,Villnöss,Andere Länder,8,138
2010,3.0,Villnöss,Beneluxstaaten,2,20
2010,3.0,Villnöss,Deutschland,71,355
2010,3.0,Villnöss,Italien,208,1052
2010,3.0,Villnöss,Schweiz und Liechtenstein,4,10
2010,3.0,Vintl,Andere Länder,35,232
2010,3.0,Vintl,Beneluxstaaten,150,295
2010,3.0,Vintl,Deutschland,392,1066
2010,3.0,Vintl,Italien,146,820
2010,3.0,Vintl,Schweiz und Liechtenstein,12,50
2010,3.0,Vintl,Österreich,30,37
2010,3.0,Völs am Schlern,Andere Länder,471,3229
2010,3.0,Völs am Schlern,Beneluxstaaten,54,452
2010,3.0,Völs am Schlern,Deutschland,1179,8531
2010,3.0,Völs am Schlern,Italien,1308,5060
2010,3.0,Völs am Schlern,Schweiz und Liechtenstein,23,142
2010,3.0,Völs am Schlern,Österreich,63,289
2010,3.0,Vöran,Andere Länder,12,75
2010,3.0,Vöran,Beneluxstaaten,3,9
2010,3.0,Vöran,Deutschland,38,142
2010,3.0,Vöran,Italien,15,35
2010,3.0,Vöran,Österreich,7,29
2010,3.0,Waidbruck,Andere Länder,13,313
2010,3.0,Welsberg-Taisten,Andere Länder,273,1499
2010,3.0,Welsberg-Taisten,Beneluxstaaten,88,778
2010,3.0,Welsberg-Taisten,Deutschland,560,3290
2010,3.0,Welsberg-Taisten,Italien,909,4158
2010,3.0,Welsberg-Taisten,Schweiz und Liechtenstein,6,18
2010,3.0,Welsberg-Taisten,Österreich,51,201
2010,3.0,Welschnofen,Andere Länder,214,1895
2010,3.0,Welschnofen,Beneluxstaaten,28,243
2010,3.0,Welschnofen,Deutschland,1186,7664
2010,3.0,Welschnofen,Italien,1474,7025
2010,3.0,Welschnofen,Schweiz und Liechtenstein,24,141
2010,3.0,Welschnofen,Österreich,50,204
2010,3.0,Wengen,Andere Länder,275,1709
2010,3.0,Wengen,Beneluxstaaten,35,241
2010,3.0,Wengen,Deutschland,738,4754
2010,3.0,Wengen,Italien,384,2220
2010,3.0,Wengen,Schweiz und Liechtenstein,5,58
2010,3.0,Wengen,Österreich,44,261
2010,3.0,Wolkenstein in Gröden,Andere Länder,6588,49022
2010,3.0,Wolkenstein in Gröden,Beneluxstaaten,2451,18012
2010,3.0,Wolkenstein in Gröden,Deutschland,9581,60428
2010,3.0,Wolkenstein in Gröden,Italien,8999,55316
2010,3.0,Wolkenstein in Gröden,Schweiz und Liechtenstein,485,3305
2010,3.0,Wolkenstein in Gröden,Österreich,1116,6927
2010,4.0,Abtei,Andere Länder,283,2661
2010,4.0,Abtei,Beneluxstaaten,132,889
2010,4.0,Abtei,Deutschland,735,7590
2010,4.0,Abtei,Italien,2402,12300
2010,4.0,Abtei,Schweiz und Liechtenstein,8,40
2010,4.0,Abtei,Österreich,47,208
2010,4.0,Ahrntal,Andere Länder,75,471
2010,4.0,Ahrntal,Beneluxstaaten,679,4032
2010,4.0,Ahrntal,Deutschland,2692,23422
2010,4.0,Ahrntal,Italien,1494,4740
2010,4.0,Ahrntal,Schweiz und Liechtenstein,86,364
2010,4.0,Ahrntal,Österreich,87,278
2010,4.0,Aldein,Andere Länder,1,1
2010,4.0,Aldein,Deutschland,172,1660
2010,4.0,Aldein,Italien,59,147
2010,4.0,Aldein,Schweiz und Liechtenstein,4,4
2010,4.0,Aldein,Österreich,6,33
2010,4.0,Algund,Andere Länder,119,935
2010,4.0,Algund,Beneluxstaaten,33,251
2010,4.0,Algund,Deutschland,6379,36502
2010,4.0,Algund,Italien,893,2300
2010,4.0,Algund,Schweiz und Liechtenstein,900,4140
2010,4.0,Algund,Österreich,400,1481
2010,4.0,Altrei,Beneluxstaaten,131,754
2010,4.0,Altrei,Deutschland,38,395
2010,4.0,Altrei,Italien,0,0
2010,4.0,Andrian,Andere Länder,53,113
2010,4.0,Andrian,Beneluxstaaten,7,49
2010,4.0,Andrian,Deutschland,625,2962
2010,4.0,Andrian,Italien,154,577
2010,4.0,Andrian,Schweiz und Liechtenstein,48,201
2010,4.0,Andrian,Österreich,63,252
2010,4.0,Auer,Andere Länder,152,384
2010,4.0,Auer,Beneluxstaaten,31,93
2010,4.0,Auer,Deutschland,1750,6178
2010,4.0,Auer,Italien,626,1796
2010,4.0,Auer,Schweiz und Liechtenstein,70,245
2010,4.0,Auer,Österreich,147,356
2010,4.0,Barbian,Andere Länder,13,39
2010,4.0,Barbian,Beneluxstaaten,62,122
2010,4.0,Barbian,Deutschland,774,3374
2010,4.0,Barbian,Italien,65,214
2010,4.0,Barbian,Schweiz und Liechtenstein,4,20
2010,4.0,Barbian,Österreich,39,198
2010,4.0,Bozen,Andere Länder,2548,5977
2010,4.0,Bozen,Beneluxstaaten,312,501
2010,4.0,Bozen,Deutschland,6199,14795
2010,4.0,Bozen,Italien,7636,17493
2010,4.0,Bozen,Schweiz und Liechtenstein,1055,2424
2010,4.0,Bozen,Österreich,1693,3520
2010,4.0,Branzoll,Andere Länder,4,12
2010,4.0,Branzoll,Deutschland,7,8
2010,4.0,Branzoll,Italien,126,420
2010,4.0,Branzoll,Österreich,8,20
2010,4.0,Brenner,Andere Länder,45,278
2010,4.0,Brenner,Beneluxstaaten,32,168
2010,4.0,Brenner,Deutschland,723,4986
2010,4.0,Brenner,Italien,401,1920
2010,4.0,Brenner,Schweiz und Liechtenstein,3,29
2010,4.0,Brenner,Österreich,9,31
2010,4.0,Brixen,Andere Länder,391,1187
2010,4.0,Brixen,Beneluxstaaten,79,119
2010,4.0,Brixen,Deutschland,2654,9419
2010,4.0,Brixen,Italien,3588,10819
2010,4.0,Brixen,Schweiz und Liechtenstein,213,527
2010,4.0,Brixen,Österreich,556,1227
2010,4.0,Bruneck,Andere Länder,379,1630
2010,4.0,Bruneck,Beneluxstaaten,328,2064
2010,4.0,Bruneck,Deutschland,1107,6823
2010,4.0,Bruneck,Italien,2496,8982
2010,4.0,Bruneck,Schweiz und Liechtenstein,161,750
2010,4.0,Bruneck,Österreich,192,494
2010,4.0,Burgstall,Andere Länder,29,170
2010,4.0,Burgstall,Beneluxstaaten,6,37
2010,4.0,Burgstall,Deutschland,466,1883
2010,4.0,Burgstall,Italien,513,1943
2010,4.0,Burgstall,Schweiz und Liechtenstein,118,480
2010,4.0,Burgstall,Österreich,104,168
2010,4.0,Corvara,Andere Länder,163,1264
2010,4.0,Corvara,Beneluxstaaten,690,4484
2010,4.0,Corvara,Deutschland,801,8373
2010,4.0,Corvara,Italien,1682,9421
2010,4.0,Corvara,Schweiz und Liechtenstein,30,181
2010,4.0,Corvara,Österreich,16,270
2010,4.0,Deutschnofen,Andere Länder,25,273
2010,4.0,Deutschnofen,Beneluxstaaten,104,780
2010,4.0,Deutschnofen,Deutschland,1059,10211
2010,4.0,Deutschnofen,Italien,442,1422
2010,4.0,Deutschnofen,Schweiz und Liechtenstein,33,110
2010,4.0,Deutschnofen,Österreich,18,44
