,Year,Month,District,Category,Arrivals,Present
1712,2012,3.0,Valle Isarco,Residence,807,9269
1713,2012,3.0,Valle Isarco,Agricaltural Lodging,1527,7500
1714,2012,3.0,Val Pusteria,1-2 Star Hotel,20015,108714
1715,2012,3.0,Val Pusteria,3 Star Hotel,53313,261377
1716,2012,3.0,Val Pusteria,4-5 Star Hotel,41153,192070
1717,2012,3.0,Val Pusteria,Other,2982,9765
1718,2012,3.0,Val Pusteria,Campings,2250,13681
1719,2012,3.0,Val Pusteria,Private Lodging,10214,65205
1720,2012,3.0,Val Pusteria,Private Lodging,398,2670
1721,2012,3.0,Val Pusteria,Residence,15456,96711
1722,2012,3.0,Val Pusteria,Agricaltural Lodging,5965,34081
1723,2012,3.0,Salto-Sciliar,1-2 Star Hotel,4703,23765
1724,2012,3.0,Salto-Sciliar,3 Star Hotel,30087,163856
1725,2012,3.0,Salto-Sciliar,4-5 Star Hotel,29768,164237
1726,2012,3.0,Salto-Sciliar,Other,886,2682
1727,2012,3.0,Salto-Sciliar,Campings,310,2149
1728,2012,3.0,Salto-Sciliar,Private Lodging,9102,57262
1729,2012,3.0,Salto-Sciliar,Residence,7308,49251
1730,2012,3.0,Salto-Sciliar,Agricaltural Lodging,1948,10833
1731,2012,3.0,Val Venosta,1-2 Star Hotel,3614,16058
1732,2012,3.0,Val Venosta,3 Star Hotel,14737,67919
1733,2012,3.0,Val Venosta,4-5 Star Hotel,7412,33778
1734,2012,3.0,Val Venosta,Other,1446,2778
1735,2012,3.0,Val Venosta,Campings,582,2227
1736,2012,3.0,Val Venosta,Private Lodging,1569,9520
1737,2012,3.0,Val Venosta,Private Lodging,32,183
1738,2012,3.0,Val Venosta,Residence,5533,31001
1739,2012,3.0,Val Venosta,Agricaltural Lodging,1627,7525
1740,2012,3.0,Alta Valle Isarco,1-2 Star Hotel,4186,14228
1741,2012,3.0,Alta Valle Isarco,3 Star Hotel,10252,30490
1742,2012,3.0,Alta Valle Isarco,4-5 Star Hotel,9266,34040
1743,2012,3.0,Alta Valle Isarco,Other,610,3191
1744,2012,3.0,Alta Valle Isarco,Campings,38,38
1745,2012,3.0,Alta Valle Isarco,Private Lodging,536,2552
1746,2012,3.0,Alta Valle Isarco,Residence,788,5360
1747,2012,3.0,Alta Valle Isarco,Agricaltural Lodging,476,3086
1748,2012,3.0,Oltradige-Bassa Ates.,1-2 Star Hotel,1501,6697
1749,2012,3.0,Oltradige-Bassa Ates.,3 Star Hotel,10942,31376
1750,2012,3.0,Oltradige-Bassa Ates.,4-5 Star Hotel,1500,3879
1751,2012,3.0,Oltradige-Bassa Ates.,Other,229,630
1752,2012,3.0,Oltradige-Bassa Ates.,Campings,460,1390
1753,2012,3.0,Oltradige-Bassa Ates.,Private Lodging,266,3915
1754,2012,3.0,Oltradige-Bassa Ates.,Residence,239,6831
1755,2012,3.0,Oltradige-Bassa Ates.,Agricaltural Lodging,759,4250
1756,2012,4.0,Bolzano,1-2 Star Hotel,1520,6671
1757,2012,4.0,Bolzano,3 Star Hotel,6845,13962
1758,2012,4.0,Bolzano,4-5 Star Hotel,10044,21141
1759,2012,4.0,Bolzano,Other,1035,2383
1760,2012,4.0,Bolzano,Campings,931,4212
1761,2012,4.0,Bolzano,Private Lodging,21,553
1762,2012,4.0,Bolzano,Agricaltural Lodging,178,662
1763,2012,4.0,Burgraviato,1-2 Star Hotel,7672,38014
1764,2012,4.0,Burgraviato,3 Star Hotel,46284,209800
1765,2012,4.0,Burgraviato,4-5 Star Hotel,44325,209097
1766,2012,4.0,Burgraviato,Other,1194,3607
1767,2012,4.0,Burgraviato,Campings,6395,37728
1768,2012,4.0,Burgraviato,Private Lodging,4328,25555
1769,2012,4.0,Burgraviato,Private Lodging,38,188
1770,2012,4.0,Burgraviato,Residence,8438,56840
1771,2012,4.0,Burgraviato,Agricaltural Lodging,5837,33447
1772,2012,4.0,Valle Isarco,1-2 Star Hotel,2916,14288
1773,2012,4.0,Valle Isarco,3 Star Hotel,12756,43541
1774,2012,4.0,Valle Isarco,4-5 Star Hotel,7811,28094
1775,2012,4.0,Valle Isarco,Other,1336,3057
1776,2012,4.0,Valle Isarco,Campings,714,1316
1777,2012,4.0,Valle Isarco,Private Lodging,534,2623
1778,2012,4.0,Valle Isarco,Residence,607,8262
1779,2012,4.0,Valle Isarco,Agricaltural Lodging,1578,8818
1780,2012,4.0,Val Pusteria,1-2 Star Hotel,4695,29149
1781,2012,4.0,Val Pusteria,3 Star Hotel,13607,77908
1782,2012,4.0,Val Pusteria,4-5 Star Hotel,14041,64913
1783,2012,4.0,Val Pusteria,Other,870,3060
1784,2012,4.0,Val Pusteria,Campings,1829,8183
1785,2012,4.0,Val Pusteria,Private Lodging,2165,16296
1786,2012,4.0,Val Pusteria,Private Lodging,101,757
1787,2012,4.0,Val Pusteria,Residence,3244,26804
1788,2012,4.0,Val Pusteria,Agricaltural Lodging,2999,17781
1789,2012,4.0,Salto-Sciliar,1-2 Star Hotel,1435,6759
1790,2012,4.0,Salto-Sciliar,3 Star Hotel,8238,44053
1791,2012,4.0,Salto-Sciliar,4-5 Star Hotel,8274,44608
1792,2012,4.0,Salto-Sciliar,Other,487,1613
1793,2012,4.0,Salto-Sciliar,Campings,565,2270
1794,2012,4.0,Salto-Sciliar,Private Lodging,1623,13433
1795,2012,4.0,Salto-Sciliar,Residence,1524,11344
1796,2012,4.0,Salto-Sciliar,Agricaltural Lodging,2130,10903
1797,2012,4.0,Val Venosta,1-2 Star Hotel,3193,13307
1798,2012,4.0,Val Venosta,3 Star Hotel,11101,54328
1799,2012,4.0,Val Venosta,4-5 Star Hotel,7541,35711
1800,2012,4.0,Val Venosta,Other,992,2371
1801,2012,4.0,Val Venosta,Campings,3047,11690
1802,2012,4.0,Val Venosta,Private Lodging,1317,8709
1803,2012,4.0,Val Venosta,Private Lodging,16,152
1804,2012,4.0,Val Venosta,Residence,2882,20022
1805,2012,4.0,Val Venosta,Agricaltural Lodging,1535,9804
1806,2012,4.0,Alta Valle Isarco,1-2 Star Hotel,1835,5780
1807,2012,4.0,Alta Valle Isarco,3 Star Hotel,6744,18547
1808,2012,4.0,Alta Valle Isarco,4-5 Star Hotel,5489,21958
1809,2012,4.0,Alta Valle Isarco,Other,206,859
1810,2012,4.0,Alta Valle Isarco,Campings,476,1213
1811,2012,4.0,Alta Valle Isarco,Private Lodging,205,1572
1812,2012,4.0,Alta Valle Isarco,Residence,330,3788
1813,2012,4.0,Alta Valle Isarco,Agricaltural Lodging,336,2557
1814,2012,4.0,Oltradige-Bassa Ates.,1-2 Star Hotel,3547,13132
1815,2012,4.0,Oltradige-Bassa Ates.,3 Star Hotel,20289,65030
1816,2012,4.0,Oltradige-Bassa Ates.,4-5 Star Hotel,8240,32488
1817,2012,4.0,Oltradige-Bassa Ates.,Other,152,555
1818,2012,4.0,Oltradige-Bassa Ates.,Campings,2830,15796
1819,2012,4.0,Oltradige-Bassa Ates.,Private Lodging,1238,7626
1820,2012,4.0,Oltradige-Bassa Ates.,Residence,1139,10965
1821,2012,4.0,Oltradige-Bassa Ates.,Agricaltural Lodging,4834,23474
1822,2012,5.0,Bolzano,1-2 Star Hotel,1851,7246
1823,2012,5.0,Bolzano,3 Star Hotel,8032,16494
1824,2012,5.0,Bolzano,4-5 Star Hotel,11864,22322
1825,2012,5.0,Bolzano,Other,1400,2649
1826,2012,5.0,Bolzano,Campings,1010,4436
1827,2012,5.0,Bolzano,Private Lodging,27,586
1828,2012,5.0,Bolzano,Agricaltural Lodging,170,808
1829,2012,5.0,Burgraviato,1-2 Star Hotel,9317,48022
1830,2012,5.0,Burgraviato,3 Star Hotel,48456,244384
1831,2012,5.0,Burgraviato,4-5 Star Hotel,42723,220462
1832,2012,5.0,Burgraviato,Other,1295,2798
1833,2012,5.0,Burgraviato,Campings,6667,37014
1834,2012,5.0,Burgraviato,Private Lodging,4572,29111
1835,2012,5.0,Burgraviato,Private Lodging,31,221
1836,2012,5.0,Burgraviato,Residence,8871,63585
1837,2012,5.0,Burgraviato,Agricaltural Lodging,6118,38620
1838,2012,5.0,Valle Isarco,1-2 Star Hotel,4126,15807
1839,2012,5.0,Valle Isarco,3 Star Hotel,18223,61751
1840,2012,5.0,Valle Isarco,4-5 Star Hotel,10407,36119
1841,2012,5.0,Valle Isarco,Other,2262,4221
1842,2012,5.0,Valle Isarco,Campings,906,1836
1843,2012,5.0,Valle Isarco,Private Lodging,689,3002
1844,2012,5.0,Valle Isarco,Residence,725,9158
1845,2012,5.0,Valle Isarco,Agricaltural Lodging,2309,11272
1846,2012,5.0,Val Pusteria,1-2 Star Hotel,3580,12432
1847,2012,5.0,Val Pusteria,3 Star Hotel,15030,47461
1848,2012,5.0,Val Pusteria,4-5 Star Hotel,13834,49304
1849,2012,5.0,Val Pusteria,Other,1255,2806
1850,2012,5.0,Val Pusteria,Campings,2413,9004
1851,2012,5.0,Val Pusteria,Private Lodging,1257,6395
1852,2012,5.0,Val Pusteria,Private Lodging,39,179
1853,2012,5.0,Val Pusteria,Residence,1780,9257
1854,2012,5.0,Val Pusteria,Agricaltural Lodging,2192,11541
1855,2012,5.0,Salto-Sciliar,1-2 Star Hotel,2855,8992
1856,2012,5.0,Salto-Sciliar,3 Star Hotel,12752,43635
1857,2012,5.0,Salto-Sciliar,4-5 Star Hotel,10156,37396
1858,2012,5.0,Salto-Sciliar,Other,741,1923
1859,2012,5.0,Salto-Sciliar,Campings,1045,4018
1860,2012,5.0,Salto-Sciliar,Private Lodging,1459,6876
1861,2012,5.0,Salto-Sciliar,Residence,1421,7537
1862,2012,5.0,Salto-Sciliar,Agricaltural Lodging,2741,13731
1863,2012,5.0,Val Venosta,1-2 Star Hotel,2995,8526
1864,2012,5.0,Val Venosta,3 Star Hotel,9926,31227
1865,2012,5.0,Val Venosta,4-5 Star Hotel,5514,21995
1866,2012,5.0,Val Venosta,Other,391,621
1867,2012,5.0,Val Venosta,Campings,3935,13918
1868,2012,5.0,Val Venosta,Private Lodging,870,4096
1869,2012,5.0,Val Venosta,Residence,1492,7367
1870,2012,5.0,Val Venosta,Agricaltural Lodging,1754,9017
1871,2012,5.0,Alta Valle Isarco,1-2 Star Hotel,2142,4379
1872,2012,5.0,Alta Valle Isarco,3 Star Hotel,7639,16926
1873,2012,5.0,Alta Valle Isarco,4-5 Star Hotel,6335,22297
1874,2012,5.0,Alta Valle Isarco,Other,85,131
1875,2012,5.0,Alta Valle Isarco,Campings,681,1263
1876,2012,5.0,Alta Valle Isarco,Private Lodging,154,1281
1877,2012,5.0,Alta Valle Isarco,Residence,298,2963
1878,2012,5.0,Alta Valle Isarco,Agricaltural Lodging,216,1481
1879,2012,5.0,Oltradige-Bassa Ates.,1-2 Star Hotel,5010,15801
1880,2012,5.0,Oltradige-Bassa Ates.,3 Star Hotel,26467,80828
1881,2012,5.0,Oltradige-Bassa Ates.,4-5 Star Hotel,8877,36951
1882,2012,5.0,Oltradige-Bassa Ates.,Other,539,1201
1883,2012,5.0,Oltradige-Bassa Ates.,Campings,3802,18239
1884,2012,5.0,Oltradige-Bassa Ates.,Private Lodging,1810,10101
1885,2012,5.0,Oltradige-Bassa Ates.,Residence,1343,13948
1886,2012,5.0,Oltradige-Bassa Ates.,Agricaltural Lodging,5522,29392
1887,2012,6.0,Bolzano,1-2 Star Hotel,1901,7410
1888,2012,6.0,Bolzano,3 Star Hotel,7558,15140
1889,2012,6.0,Bolzano,4-5 Star Hotel,11665,21866
1890,2012,6.0,Bolzano,Other,1367,2457
1891,2012,6.0,Bolzano,Campings,1033,4799
1892,2012,6.0,Bolzano,Private Lodging,48,669
1893,2012,6.0,Bolzano,Agricaltural Lodging,153,769
1894,2012,6.0,Burgraviato,1-2 Star Hotel,10293,52780
1895,2012,6.0,Burgraviato,3 Star Hotel,51046,262669
1896,2012,6.0,Burgraviato,4-5 Star Hotel,41779,225509
1897,2012,6.0,Burgraviato,Other,1604,3553
1898,2012,6.0,Burgraviato,Campings,6374,37530
1899,2012,6.0,Burgraviato,Private Lodging,5244,33726
1900,2012,6.0,Burgraviato,Private Lodging,44,361
1901,2012,6.0,Burgraviato,Residence,10063,75183
1902,2012,6.0,Burgraviato,Agricaltural Lodging,7176,47681
1903,2012,6.0,Valle Isarco,1-2 Star Hotel,6261,24198
1904,2012,6.0,Valle Isarco,3 Star Hotel,21546,86913
1905,2012,6.0,Valle Isarco,4-5 Star Hotel,13253,53579
1906,2012,6.0,Valle Isarco,Other,2915,6822
1907,2012,6.0,Valle Isarco,Campings,1530,2874
1908,2012,6.0,Valle Isarco,Private Lodging,1354,7008
1909,2012,6.0,Valle Isarco,Private Lodging,4,22
1910,2012,6.0,Valle Isarco,Residence,1381,12340
1911,2012,6.0,Valle Isarco,Agricaltural Lodging,3346,19833
1912,2012,6.0,Val Pusteria,1-2 Star Hotel,12418,44502
1913,2012,6.0,Val Pusteria,3 Star Hotel,42642,149760
1914,2012,6.0,Val Pusteria,4-5 Star Hotel,32473,129514
1915,2012,6.0,Val Pusteria,Other,4964,11650
1916,2012,6.0,Val Pusteria,Campings,7331,31247
1917,2012,6.0,Val Pusteria,Private Lodging,5908,26410
1918,2012,6.0,Val Pusteria,Private Lodging,223,1094
1919,2012,6.0,Val Pusteria,Residence,9434,42767
1920,2012,6.0,Val Pusteria,Agricaltural Lodging,6700,36096
1921,2012,6.0,Salto-Sciliar,1-2 Star Hotel,4579,17594
1922,2012,6.0,Salto-Sciliar,3 Star Hotel,29106,120598
1923,2012,6.0,Salto-Sciliar,4-5 Star Hotel,24980,111889
1924,2012,6.0,Salto-Sciliar,Other,1239,5299
1925,2012,6.0,Salto-Sciliar,Campings,1917,9002
1926,2012,6.0,Salto-Sciliar,Private Lodging,4662,25055
1927,2012,6.0,Salto-Sciliar,Residence,4262,23007
1928,2012,6.0,Salto-Sciliar,Agricaltural Lodging,4499,27401
1929,2012,6.0,Val Venosta,1-2 Star Hotel,5259,15257
1930,2012,6.0,Val Venosta,3 Star Hotel,16546,57838
1931,2012,6.0,Val Venosta,4-5 Star Hotel,7507,29158
1932,2012,6.0,Val Venosta,Other,1339,2128
1933,2012,6.0,Val Venosta,Campings,5375,22661
1934,2012,6.0,Val Venosta,Private Lodging,1346,6281
1935,2012,6.0,Val Venosta,Private Lodging,19,94
1936,2012,6.0,Val Venosta,Residence,3512,17615
1937,2012,6.0,Val Venosta,Agricaltural Lodging,2269,12215
1938,2012,6.0,Alta Valle Isarco,1-2 Star Hotel,2923,5943
1939,2012,6.0,Alta Valle Isarco,3 Star Hotel,9164,23707
1940,2012,6.0,Alta Valle Isarco,4-5 Star Hotel,7980,32292
1941,2012,6.0,Alta Valle Isarco,Other,310,590
1942,2012,6.0,Alta Valle Isarco,Campings,976,2366
1943,2012,6.0,Alta Valle Isarco,Private Lodging,285,1666
1944,2012,6.0,Alta Valle Isarco,Residence,490,3695
1945,2012,6.0,Alta Valle Isarco,Agricaltural Lodging,326,2185
1946,2012,6.0,Oltradige-Bassa Ates.,1-2 Star Hotel,4826,17131
1947,2012,6.0,Oltradige-Bassa Ates.,3 Star Hotel,25927,88746
1948,2012,6.0,Oltradige-Bassa Ates.,4-5 Star Hotel,9234,41467
1949,2012,6.0,Oltradige-Bassa Ates.,Other,598,2153
1950,2012,6.0,Oltradige-Bassa Ates.,Campings,3607,21548
1951,2012,6.0,Oltradige-Bassa Ates.,Private Lodging,1793,11030
1952,2012,6.0,Oltradige-Bassa Ates.,Residence,1527,15175
1953,2012,6.0,Oltradige-Bassa Ates.,Agricaltural Lodging,5935,36189
1954,2012,7.0,Bolzano,1-2 Star Hotel,2290,5160
1955,2012,7.0,Bolzano,3 Star Hotel,9357,17064
1956,2012,7.0,Bolzano,4-5 Star Hotel,13464,24364
1957,2012,7.0,Bolzano,Other,1473,3077
1958,2012,7.0,Bolzano,Campings,1611,6393
1959,2012,7.0,Bolzano,Private Lodging,60,389
1960,2012,7.0,Bolzano,Agricaltural Lodging,229,967
1961,2012,7.0,Burgraviato,1-2 Star Hotel,12049,62821
1962,2012,7.0,Burgraviato,3 Star Hotel,58451,313653
1963,2012,7.0,Burgraviato,4-5 Star Hotel,47717,279384
1964,2012,7.0,Burgraviato,Other,4030,8795
1965,2012,7.0,Burgraviato,Campings,9259,58356
1966,2012,7.0,Burgraviato,Private Lodging,7146,48522
1967,2012,7.0,Burgraviato,Private Lodging,58,663
1968,2012,7.0,Burgraviato,Residence,12253,105373
1969,2012,7.0,Burgraviato,Agricaltural Lodging,9357,71653
1970,2012,7.0,Valle Isarco,1-2 Star Hotel,10241,56730
1971,2012,7.0,Valle Isarco,3 Star Hotel,26806,123393
1972,2012,7.0,Valle Isarco,4-5 Star Hotel,15746,74089
1973,2012,7.0,Valle Isarco,Other,5077,17520
1974,2012,7.0,Valle Isarco,Campings,3623,9510
1975,2012,7.0,Valle Isarco,Private Lodging,2679,16895
1976,2012,7.0,Valle Isarco,Private Lodging,2,22
1977,2012,7.0,Valle Isarco,Residence,2439,21487
1978,2012,7.0,Valle Isarco,Agricaltural Lodging,5946,46315
1979,2012,7.0,Val Pusteria,1-2 Star Hotel,26538,147505
1980,2012,7.0,Val Pusteria,3 Star Hotel,67809,353371
1981,2012,7.0,Val Pusteria,4-5 Star Hotel,43809,237543
1982,2012,7.0,Val Pusteria,Other,14274,36967
1983,2012,7.0,Val Pusteria,Campings,16133,84400
1984,2012,7.0,Val Pusteria,Private Lodging,15467,120419
1985,2012,7.0,Val Pusteria,Private Lodging,766,5070
1986,2012,7.0,Val Pusteria,Residence,17557,140592
1987,2012,7.0,Val Pusteria,Agricaltural Lodging,14819,125627
1988,2012,7.0,Salto-Sciliar,1-2 Star Hotel,8007,41600
1989,2012,7.0,Salto-Sciliar,3 Star Hotel,41476,224572
1990,2012,7.0,Salto-Sciliar,4-5 Star Hotel,34120,196835
1991,2012,7.0,Salto-Sciliar,Other,2047,9721
1992,2012,7.0,Salto-Sciliar,Campings,3268,18581
1993,2012,7.0,Salto-Sciliar,Private Lodging,10092,78387
1994,2012,7.0,Salto-Sciliar,Residence,7040,60256
1995,2012,7.0,Salto-Sciliar,Agricaltural Lodging,7221,60221
1996,2012,7.0,Val Venosta,1-2 Star Hotel,8164,26536
1997,2012,7.0,Val Venosta,3 Star Hotel,23129,93130
1998,2012,7.0,Val Venosta,4-5 Star Hotel,10608,52134
1999,2012,7.0,Val Venosta,Other,5250,7928
2000,2012,7.0,Val Venosta,Campings,10955,58430
2001,2012,7.0,Val Venosta,Private Lodging,2571,16593
2002,2012,7.0,Val Venosta,Private Lodging,41,273
2003,2012,7.0,Val Venosta,Residence,5541,39113
2004,2012,7.0,Val Venosta,Agricaltural Lodging,3725,26573
2005,2012,7.0,Alta Valle Isarco,1-2 Star Hotel,6274,17562
2006,2012,7.0,Alta Valle Isarco,3 Star Hotel,12065,42350
2007,2012,7.0,Alta Valle Isarco,4-5 Star Hotel,10446,49487
2008,2012,7.0,Alta Valle Isarco,Other,1051,5459
2009,2012,7.0,Alta Valle Isarco,Campings,2004,6328
2010,2012,7.0,Alta Valle Isarco,Private Lodging,812,5469
2011,2012,7.0,Alta Valle Isarco,Residence,1039,7858
2012,2012,7.0,Alta Valle Isarco,Agricaltural Lodging,1159,8151
2013,2012,7.0,Oltradige-Bassa Ates.,1-2 Star Hotel,5529,24588
2014,2012,7.0,Oltradige-Bassa Ates.,3 Star Hotel,29108,108937
2015,2012,7.0,Oltradige-Bassa Ates.,4-5 Star Hotel,10070,52784
2016,2012,7.0,Oltradige-Bassa Ates.,Other,638,2174
2017,2012,7.0,Oltradige-Bassa Ates.,Campings,6431,36299
2018,2012,7.0,Oltradige-Bassa Ates.,Private Lodging,2389,17258
2019,2012,7.0,Oltradige-Bassa Ates.,Residence,1898,19610
2020,2012,7.0,Oltradige-Bassa Ates.,Agricaltural Lodging,7518,57049
2021,2012,8.0,Bolzano,1-2 Star Hotel,2580,5605
2022,2012,8.0,Bolzano,3 Star Hotel,9929,19867
2023,2012,8.0,Bolzano,4-5 Star Hotel,13022,26621
2024,2012,8.0,Bolzano,Other,1599,3330
2025,2012,8.0,Bolzano,Campings,1460,7215
2026,2012,8.0,Bolzano,Private Lodging,106,719
2027,2012,8.0,Bolzano,Agricaltural Lodging,266,1074
2028,2012,8.0,Burgraviato,1-2 Star Hotel,16399,87359
2029,2012,8.0,Burgraviato,3 Star Hotel,68291,380210
2030,2012,8.0,Burgraviato,4-5 Star Hotel,51525,308592
2031,2012,8.0,Burgraviato,Other,5123,11976
2032,2012,8.0,Burgraviato,Campings,9626,61883
2033,2012,8.0,Burgraviato,Private Lodging,8967,63252
2034,2012,8.0,Burgraviato,Private Lodging,61,736
2035,2012,8.0,Burgraviato,Residence,13536,122882
2036,2012,8.0,Burgraviato,Agricaltural Lodging,11021,89017
2037,2012,8.0,Valle Isarco,1-2 Star Hotel,11573,68245
2038,2012,8.0,Valle Isarco,3 Star Hotel,32034,164129
2039,2012,8.0,Valle Isarco,4-5 Star Hotel,17490,90435
2040,2012,8.0,Valle Isarco,Other,5843,18950
2041,2012,8.0,Valle Isarco,Campings,3508,8832
2042,2012,8.0,Valle Isarco,Private Lodging,3256,24422
2043,2012,8.0,Valle Isarco,Private Lodging,4,32
2044,2012,8.0,Valle Isarco,Residence,2399,24717
2045,2012,8.0,Valle Isarco,Agricaltural Lodging,7247,61262
2046,2012,8.0,Val Pusteria,1-2 Star Hotel,33587,207797
2047,2012,8.0,Val Pusteria,3 Star Hotel,86781,487442
2048,2012,8.0,Val Pusteria,4-5 Star Hotel,52123,304877
2049,2012,8.0,Val Pusteria,Other,15784,40781
2050,2012,8.0,Val Pusteria,Campings,19174,124221
2051,2012,8.0,Val Pusteria,Private Lodging,22288,199575
2052,2012,8.0,Val Pusteria,Private Lodging,1115,9112
2053,2012,8.0,Val Pusteria,Residence,22423,204338
2054,2012,8.0,Val Pusteria,Agricaltural Lodging,17408,174052
2055,2012,8.0,Salto-Sciliar,1-2 Star Hotel,12161,67092
2056,2012,8.0,Salto-Sciliar,3 Star Hotel,53633,299184
2057,2012,8.0,Salto-Sciliar,4-5 Star Hotel,41257,249194
2058,2012,8.0,Salto-Sciliar,Other,2115,11044
2059,2012,8.0,Salto-Sciliar,Campings,3235,20137
2060,2012,8.0,Salto-Sciliar,Private Lodging,14116,124754
2061,2012,8.0,Salto-Sciliar,Private Lodging,5,77
2062,2012,8.0,Salto-Sciliar,Residence,9414,87566
2063,2012,8.0,Salto-Sciliar,Agricaltural Lodging,7980,76155
2064,2012,8.0,Val Venosta,1-2 Star Hotel,10492,40614
2065,2012,8.0,Val Venosta,3 Star Hotel,27497,125079
2066,2012,8.0,Val Venosta,4-5 Star Hotel,12237,64080
2067,2012,8.0,Val Venosta,Other,6476,9120
2068,2012,8.0,Val Venosta,Campings,11467,66235
2069,2012,8.0,Val Venosta,Private Lodging,3616,25142
2070,2012,8.0,Val Venosta,Private Lodging,54,361
2071,2012,8.0,Val Venosta,Residence,6496,52196
2072,2012,8.0,Val Venosta,Agricaltural Lodging,4294,34787
2073,2012,8.0,Alta Valle Isarco,1-2 Star Hotel,7097,23921
2074,2012,8.0,Alta Valle Isarco,3 Star Hotel,14298,63559
2075,2012,8.0,Alta Valle Isarco,4-5 Star Hotel,11853,64136
2076,2012,8.0,Alta Valle Isarco,Other,1970,17562
2077,2012,8.0,Alta Valle Isarco,Campings,2164,9842
2078,2012,8.0,Alta Valle Isarco,Private Lodging,1165,9045
2079,2012,8.0,Alta Valle Isarco,Residence,1369,11225
2080,2012,8.0,Alta Valle Isarco,Agricaltural Lodging,1650,15090
2081,2012,8.0,Oltradige-Bassa Ates.,1-2 Star Hotel,7821,38281
2082,2012,8.0,Oltradige-Bassa Ates.,3 Star Hotel,33103,137020
2083,2012,8.0,Oltradige-Bassa Ates.,4-5 Star Hotel,10498,58258
2084,2012,8.0,Oltradige-Bassa Ates.,Other,614,2816
2085,2012,8.0,Oltradige-Bassa Ates.,Campings,6572,35852
2086,2012,8.0,Oltradige-Bassa Ates.,Private Lodging,3379,23272
2087,2012,8.0,Oltradige-Bassa Ates.,Residence,2257,22597
2088,2012,8.0,Oltradige-Bassa Ates.,Agricaltural Lodging,8963,72777
2089,2012,9.0,Bolzano,1-2 Star Hotel,2510,5539
2090,2012,9.0,Bolzano,3 Star Hotel,10493,20444
2091,2012,9.0,Bolzano,4-5 Star Hotel,13571,24875
2092,2012,9.0,Bolzano,Other,1424,3066
2093,2012,9.0,Bolzano,Campings,975,5265
2094,2012,9.0,Bolzano,Private Lodging,76,505
2095,2012,9.0,Bolzano,Agricaltural Lodging,244,872
2096,2012,9.0,Burgraviato,1-2 Star Hotel,15465,83270
2097,2012,9.0,Burgraviato,3 Star Hotel,65205,339324
2098,2012,9.0,Burgraviato,4-5 Star Hotel,51884,269426
2099,2012,9.0,Burgraviato,Other,2806,5377
2100,2012,9.0,Burgraviato,Campings,7003,44649
2101,2012,9.0,Burgraviato,Private Lodging,7953,51886
2102,2012,9.0,Burgraviato,Private Lodging,54,606
2103,2012,9.0,Burgraviato,Residence,12438,93483
2104,2012,9.0,Burgraviato,Agricaltural Lodging,8980,61507
2105,2012,9.0,Valle Isarco,1-2 Star Hotel,7750,32829
2106,2012,9.0,Valle Isarco,3 Star Hotel,28414,116062
2107,2012,9.0,Valle Isarco,4-5 Star Hotel,16860,70122
2108,2012,9.0,Valle Isarco,Other,3261,7788
2109,2012,9.0,Valle Isarco,Campings,1527,3466
2110,2012,9.0,Valle Isarco,Private Lodging,1757,10454
2111,2012,9.0,Valle Isarco,Private Lodging,2,16
2112,2012,9.0,Valle Isarco,Residence,1431,11967
2113,2012,9.0,Valle Isarco,Agricaltural Lodging,4296,27380
2114,2012,9.0,Val Pusteria,1-2 Star Hotel,13364,60976
2115,2012,9.0,Val Pusteria,3 Star Hotel,52169,223018
2116,2012,9.0,Val Pusteria,4-5 Star Hotel,40105,179120
2117,2012,9.0,Val Pusteria,Other,7959,14496
2118,2012,9.0,Val Pusteria,Campings,7105,34656
2119,2012,9.0,Val Pusteria,Private Lodging,6145,41252
2120,2012,9.0,Val Pusteria,Private Lodging,258,1623
2121,2012,9.0,Val Pusteria,Residence,9751,61748
2122,2012,9.0,Val Pusteria,Agricaltural Lodging,6709,52478
2123,2012,9.0,Salto-Sciliar,1-2 Star Hotel,6021,26225
2124,2012,9.0,Salto-Sciliar,3 Star Hotel,35421,168965
2125,2012,9.0,Salto-Sciliar,4-5 Star Hotel,32639,160172
2126,2012,9.0,Salto-Sciliar,Other,1125,2933
2127,2012,9.0,Salto-Sciliar,Campings,1977,10538
2128,2012,9.0,Salto-Sciliar,Private Lodging,4885,33261
2129,2012,9.0,Salto-Sciliar,Residence,4162,28789
2130,2012,9.0,Salto-Sciliar,Agricaltural Lodging,4437,32197
2131,2012,9.0,Val Venosta,1-2 Star Hotel,6466,22977
2132,2012,9.0,Val Venosta,3 Star Hotel,20833,83703
2133,2012,9.0,Val Venosta,4-5 Star Hotel,9877,43336
2134,2012,9.0,Val Venosta,Other,2445,3488
2135,2012,9.0,Val Venosta,Campings,5954,28970
2136,2012,9.0,Val Venosta,Private Lodging,1789,10683
2137,2012,9.0,Val Venosta,Private Lodging,7,65
2138,2012,9.0,Val Venosta,Residence,3774,23574
2139,2012,9.0,Val Venosta,Agricaltural Lodging,2628,15983
2140,2012,9.0,Alta Valle Isarco,1-2 Star Hotel,3761,8480
2141,2012,9.0,Alta Valle Isarco,3 Star Hotel,12725,37397
2142,2012,9.0,Alta Valle Isarco,4-5 Star Hotel,11048,43067
2143,2012,9.0,Alta Valle Isarco,Other,681,1178
2144,2012,9.0,Alta Valle Isarco,Campings,959,3268
2145,2012,9.0,Alta Valle Isarco,Private Lodging,462,2686
