,Year,Month,District,Category,Arrivals,Present
3275,2015,1.0,Salto-Sciliar,1-2 Star Hotel,6965,33451
3276,2015,1.0,Salto-Sciliar,3 Star Hotel,42732,217041
3277,2015,1.0,Salto-Sciliar,4-5 Star Hotel,39344,213440
3278,2015,1.0,Salto-Sciliar,Other,296,1732
3279,2015,1.0,Salto-Sciliar,Campings,401,3295
3280,2015,1.0,Salto-Sciliar,Private Lodging,13631,85931
3281,2015,1.0,Salto-Sciliar,Private Lodging,3,32
3282,2015,1.0,Salto-Sciliar,Residence,10505,67952
3283,2015,1.0,Salto-Sciliar,Agricaltural Lodging,3809,23936
3284,2015,1.0,Val Venosta,1-2 Star Hotel,2899,13087
3285,2015,1.0,Val Venosta,3 Star Hotel,13125,64520
3286,2015,1.0,Val Venosta,4-5 Star Hotel,6759,31646
3287,2015,1.0,Val Venosta,Other,65,103
3288,2015,1.0,Val Venosta,Campings,213,1208
3289,2015,1.0,Val Venosta,Private Lodging,1271,7923
3290,2015,1.0,Val Venosta,Private Lodging,19,146
3291,2015,1.0,Val Venosta,Residence,5206,29346
3292,2015,1.0,Val Venosta,Agricaltural Lodging,1292,7505
3293,2015,1.0,Alta Valle Isarco,1-2 Star Hotel,5281,16683
3294,2015,1.0,Alta Valle Isarco,3 Star Hotel,11309,40196
3295,2015,1.0,Alta Valle Isarco,4-5 Star Hotel,12272,48573
3296,2015,1.0,Alta Valle Isarco,Other,390,2134
3297,2015,1.0,Alta Valle Isarco,Campings,117,733
3298,2015,1.0,Alta Valle Isarco,Private Lodging,793,3797
3299,2015,1.0,Alta Valle Isarco,Residence,1086,6680
3300,2015,1.0,Alta Valle Isarco,Agricaltural Lodging,1084,5817
3301,2015,1.0,Oltradige-Bassa Ates.,1-2 Star Hotel,1408,5669
3302,2015,1.0,Oltradige-Bassa Ates.,3 Star Hotel,7710,24641
3303,2015,1.0,Oltradige-Bassa Ates.,4-5 Star Hotel,691,2049
3304,2015,1.0,Oltradige-Bassa Ates.,Other,107,218
3305,2015,1.0,Oltradige-Bassa Ates.,Private Lodging,298,3039
3306,2015,1.0,Oltradige-Bassa Ates.,Residence,312,2893
3307,2015,1.0,Oltradige-Bassa Ates.,Agricaltural Lodging,505,4692
3308,2015,2.0,Bolzano,1-2 Star Hotel,320,723
3309,2015,2.0,Bolzano,3 Star Hotel,4531,7110
3310,2015,2.0,Bolzano,4-5 Star Hotel,6487,10825
3311,2015,2.0,Bolzano,Other,351,649
3312,2015,2.0,Bolzano,Private Lodging,601,2012
3313,2015,2.0,Bolzano,Residence,82,360
3314,2015,2.0,Bolzano,Agricaltural Lodging,62,449
3315,2015,2.0,Burgraviato,1-2 Star Hotel,1286,5057
3316,2015,2.0,Burgraviato,3 Star Hotel,10187,36391
3317,2015,2.0,Burgraviato,4-5 Star Hotel,9954,39612
3318,2015,2.0,Burgraviato,Other,1153,4284
3319,2015,2.0,Burgraviato,Campings,8,18
3320,2015,2.0,Burgraviato,Private Lodging,1314,6634
3321,2015,2.0,Burgraviato,Residence,2244,9780
3322,2015,2.0,Burgraviato,Agricaltural Lodging,1681,10073
3323,2015,2.0,Valle Isarco,1-2 Star Hotel,7819,36501
3324,2015,2.0,Valle Isarco,3 Star Hotel,22479,100763
3325,2015,2.0,Valle Isarco,4-5 Star Hotel,15372,66297
3326,2015,2.0,Valle Isarco,Other,1562,4780
3327,2015,2.0,Valle Isarco,Campings,55,149
3328,2015,2.0,Valle Isarco,Private Lodging,1624,8430
3329,2015,2.0,Valle Isarco,Residence,2437,13110
3330,2015,2.0,Valle Isarco,Agricaltural Lodging,3788,20139
3331,2015,2.0,Val Pusteria,1-2 Star Hotel,29861,150920
3332,2015,2.0,Val Pusteria,3 Star Hotel,78858,391263
3333,2015,2.0,Val Pusteria,4-5 Star Hotel,55127,273807
3334,2015,2.0,Val Pusteria,Other,3969,14906
3335,2015,2.0,Val Pusteria,Campings,5097,26446
3336,2015,2.0,Val Pusteria,Private Lodging,23647,138198
3337,2015,2.0,Val Pusteria,Private Lodging,570,3048
3338,2015,2.0,Val Pusteria,Residence,28477,167962
3339,2015,2.0,Val Pusteria,Agricaltural Lodging,15947,91688
3340,2015,2.0,Salto-Sciliar,1-2 Star Hotel,8054,40010
3341,2015,2.0,Salto-Sciliar,3 Star Hotel,43992,237562
3342,2015,2.0,Salto-Sciliar,4-5 Star Hotel,41170,225733
3343,2015,2.0,Salto-Sciliar,Other,396,2242
3344,2015,2.0,Salto-Sciliar,Campings,458,3017
3345,2015,2.0,Salto-Sciliar,Private Lodging,16356,99614
3346,2015,2.0,Salto-Sciliar,Residence,11967,75992
3347,2015,2.0,Salto-Sciliar,Agricaltural Lodging,5500,33081
3348,2015,2.0,Val Venosta,1-2 Star Hotel,3843,17177
3349,2015,2.0,Val Venosta,3 Star Hotel,15876,81956
3350,2015,2.0,Val Venosta,4-5 Star Hotel,7611,39517
3351,2015,2.0,Val Venosta,Other,432,1119
3352,2015,2.0,Val Venosta,Campings,211,826
3353,2015,2.0,Val Venosta,Private Lodging,2080,12673
3354,2015,2.0,Val Venosta,Private Lodging,49,258
3355,2015,2.0,Val Venosta,Residence,5729,36152
3356,2015,2.0,Val Venosta,Agricaltural Lodging,2062,11138
3357,2015,2.0,Alta Valle Isarco,1-2 Star Hotel,5687,18794
3358,2015,2.0,Alta Valle Isarco,3 Star Hotel,12192,44365
3359,2015,2.0,Alta Valle Isarco,4-5 Star Hotel,12174,51632
3360,2015,2.0,Alta Valle Isarco,Other,1089,5002
3361,2015,2.0,Alta Valle Isarco,Private Lodging,1016,4673
3362,2015,2.0,Alta Valle Isarco,Residence,1285,8296
3363,2015,2.0,Alta Valle Isarco,Agricaltural Lodging,1522,8494
3364,2015,2.0,Oltradige-Bassa Ates.,1-2 Star Hotel,1270,5922
3365,2015,2.0,Oltradige-Bassa Ates.,3 Star Hotel,6295,20531
3366,2015,2.0,Oltradige-Bassa Ates.,4-5 Star Hotel,514,1050
3367,2015,2.0,Oltradige-Bassa Ates.,Other,109,230
3368,2015,2.0,Oltradige-Bassa Ates.,Private Lodging,211,2939
3369,2015,2.0,Oltradige-Bassa Ates.,Residence,297,3222
3370,2015,2.0,Oltradige-Bassa Ates.,Agricaltural Lodging,309,2194
3371,2015,3.0,Bolzano,1-2 Star Hotel,606,1191
3372,2015,3.0,Bolzano,3 Star Hotel,6199,10179
3373,2015,3.0,Bolzano,4-5 Star Hotel,8756,14587
3374,2015,3.0,Bolzano,Other,990,1822
3375,2015,3.0,Bolzano,Campings,340,867
3376,2015,3.0,Bolzano,Private Lodging,697,2249
3377,2015,3.0,Bolzano,Residence,121,408
3378,2015,3.0,Bolzano,Agricaltural Lodging,117,632
3379,2015,3.0,Burgraviato,1-2 Star Hotel,1977,8005
3380,2015,3.0,Burgraviato,3 Star Hotel,13269,43115
3381,2015,3.0,Burgraviato,4-5 Star Hotel,20013,73017
3382,2015,3.0,Burgraviato,Other,978,2676
3383,2015,3.0,Burgraviato,Campings,2381,8438
3384,2015,3.0,Burgraviato,Private Lodging,1613,7318
3385,2015,3.0,Burgraviato,Private Lodging,9,19
3386,2015,3.0,Burgraviato,Residence,3171,13878
3387,2015,3.0,Burgraviato,Agricaltural Lodging,1882,9226
3388,2015,3.0,Valle Isarco,1-2 Star Hotel,4904,24578
3389,2015,3.0,Valle Isarco,3 Star Hotel,15533,59776
3390,2015,3.0,Valle Isarco,4-5 Star Hotel,11480,43683
3391,2015,3.0,Valle Isarco,Other,1291,3244
3392,2015,3.0,Valle Isarco,Campings,226,364
3393,2015,3.0,Valle Isarco,Private Lodging,763,3585
3394,2015,3.0,Valle Isarco,Residence,1386,7947
3395,2015,3.0,Valle Isarco,Agricaltural Lodging,1902,9102
3396,2015,3.0,Val Pusteria,1-2 Star Hotel,20430,104977
3397,2015,3.0,Val Pusteria,3 Star Hotel,56196,276080
3398,2015,3.0,Val Pusteria,4-5 Star Hotel,44493,207754
3399,2015,3.0,Val Pusteria,Other,3235,10545
3400,2015,3.0,Val Pusteria,Campings,3081,17272
3401,2015,3.0,Val Pusteria,Private Lodging,11659,73074
3402,2015,3.0,Val Pusteria,Private Lodging,298,1621
3403,2015,3.0,Val Pusteria,Residence,16797,105318
3404,2015,3.0,Val Pusteria,Agricaltural Lodging,6925,38773
3405,2015,3.0,Salto-Sciliar,1-2 Star Hotel,5305,25889
3406,2015,3.0,Salto-Sciliar,3 Star Hotel,33381,180660
3407,2015,3.0,Salto-Sciliar,4-5 Star Hotel,34741,183542
3408,2015,3.0,Salto-Sciliar,Other,322,1764
3409,2015,3.0,Salto-Sciliar,Campings,465,2746
3410,2015,3.0,Salto-Sciliar,Private Lodging,9698,61765
3411,2015,3.0,Salto-Sciliar,Private Lodging,4,16
3412,2015,3.0,Salto-Sciliar,Residence,7733,52459
3413,2015,3.0,Salto-Sciliar,Agricaltural Lodging,2958,15816
3414,2015,3.0,Val Venosta,1-2 Star Hotel,3510,15496
3415,2015,3.0,Val Venosta,3 Star Hotel,15215,71820
3416,2015,3.0,Val Venosta,4-5 Star Hotel,7484,34883
3417,2015,3.0,Val Venosta,Other,1545,3502
3418,2015,3.0,Val Venosta,Campings,503,1811
3419,2015,3.0,Val Venosta,Private Lodging,1756,10048
3420,2015,3.0,Val Venosta,Private Lodging,27,180
3421,2015,3.0,Val Venosta,Residence,5259,31978
3422,2015,3.0,Val Venosta,Agricaltural Lodging,1858,8173
3423,2015,3.0,Alta Valle Isarco,1-2 Star Hotel,4448,14661
3424,2015,3.0,Alta Valle Isarco,3 Star Hotel,10185,31688
3425,2015,3.0,Alta Valle Isarco,4-5 Star Hotel,11144,41726
3426,2015,3.0,Alta Valle Isarco,Other,811,4682
3427,2015,3.0,Alta Valle Isarco,Campings,62,62
3428,2015,3.0,Alta Valle Isarco,Private Lodging,556,2537
3429,2015,3.0,Alta Valle Isarco,Residence,711,5329
3430,2015,3.0,Alta Valle Isarco,Agricaltural Lodging,823,4136
3431,2015,3.0,Oltradige-Bassa Ates.,1-2 Star Hotel,1474,5654
3432,2015,3.0,Oltradige-Bassa Ates.,3 Star Hotel,9009,26050
3433,2015,3.0,Oltradige-Bassa Ates.,4-5 Star Hotel,2123,5744
3434,2015,3.0,Oltradige-Bassa Ates.,Other,101,317
3435,2015,3.0,Oltradige-Bassa Ates.,Campings,804,2648
3436,2015,3.0,Oltradige-Bassa Ates.,Private Lodging,340,3587
3437,2015,3.0,Oltradige-Bassa Ates.,Residence,456,3787
3438,2015,3.0,Oltradige-Bassa Ates.,Agricaltural Lodging,994,4650
3439,2015,4.0,Bolzano,1-2 Star Hotel,1157,2559
3440,2015,4.0,Bolzano,3 Star Hotel,7136,13395
3441,2015,4.0,Bolzano,4-5 Star Hotel,9478,18820
3442,2015,4.0,Bolzano,Other,1063,2173
3443,2015,4.0,Bolzano,Campings,987,3962
3444,2015,4.0,Bolzano,Private Lodging,881,2426
3445,2015,4.0,Bolzano,Residence,127,518
3446,2015,4.0,Bolzano,Agricaltural Lodging,235,1044
3447,2015,4.0,Burgraviato,1-2 Star Hotel,6377,26926
3448,2015,4.0,Burgraviato,3 Star Hotel,41875,177470
3449,2015,4.0,Burgraviato,4-5 Star Hotel,45228,202589
3450,2015,4.0,Burgraviato,Other,1143,3469
3451,2015,4.0,Burgraviato,Campings,7153,40038
3452,2015,4.0,Burgraviato,Private Lodging,3617,19966
3453,2015,4.0,Burgraviato,Private Lodging,39,214
3454,2015,4.0,Burgraviato,Residence,8236,48325
3455,2015,4.0,Burgraviato,Agricaltural Lodging,4816,29694
3456,2015,4.0,Valle Isarco,1-2 Star Hotel,2250,10360
3457,2015,4.0,Valle Isarco,3 Star Hotel,10925,36446
3458,2015,4.0,Valle Isarco,4-5 Star Hotel,6901,23016
3459,2015,4.0,Valle Isarco,Other,1285,3270
3460,2015,4.0,Valle Isarco,Campings,762,1244
3461,2015,4.0,Valle Isarco,Private Lodging,523,2194
3462,2015,4.0,Valle Isarco,Residence,734,4904
3463,2015,4.0,Valle Isarco,Agricaltural Lodging,1536,8560
3464,2015,4.0,Val Pusteria,1-2 Star Hotel,4935,24347
3465,2015,4.0,Val Pusteria,3 Star Hotel,15437,74487
3466,2015,4.0,Val Pusteria,4-5 Star Hotel,14577,66302
3467,2015,4.0,Val Pusteria,Other,1057,3054
3468,2015,4.0,Val Pusteria,Campings,2354,10002
3469,2015,4.0,Val Pusteria,Private Lodging,2631,16026
3470,2015,4.0,Val Pusteria,Private Lodging,143,515
3471,2015,4.0,Val Pusteria,Residence,4252,26897
3472,2015,4.0,Val Pusteria,Agricaltural Lodging,3114,16473
3473,2015,4.0,Salto-Sciliar,1-2 Star Hotel,1541,6255
3474,2015,4.0,Salto-Sciliar,3 Star Hotel,9222,42398
3475,2015,4.0,Salto-Sciliar,4-5 Star Hotel,8675,44333
3476,2015,4.0,Salto-Sciliar,Other,84,207
3477,2015,4.0,Salto-Sciliar,Campings,647,2906
3478,2015,4.0,Salto-Sciliar,Private Lodging,1799,13644
3479,2015,4.0,Salto-Sciliar,Private Lodging,3,49
3480,2015,4.0,Salto-Sciliar,Residence,1908,13051
3481,2015,4.0,Salto-Sciliar,Agricaltural Lodging,2052,10935
3482,2015,4.0,Val Venosta,1-2 Star Hotel,2557,10182
3483,2015,4.0,Val Venosta,3 Star Hotel,11447,51625
3484,2015,4.0,Val Venosta,4-5 Star Hotel,6505,30756
3485,2015,4.0,Val Venosta,Other,1042,2481
3486,2015,4.0,Val Venosta,Campings,2310,7680
3487,2015,4.0,Val Venosta,Private Lodging,1105,7134
3488,2015,4.0,Val Venosta,Private Lodging,14,99
3489,2015,4.0,Val Venosta,Residence,3239,19783
3490,2015,4.0,Val Venosta,Agricaltural Lodging,1461,8429
3491,2015,4.0,Alta Valle Isarco,1-2 Star Hotel,2416,6285
3492,2015,4.0,Alta Valle Isarco,3 Star Hotel,7784,20466
3493,2015,4.0,Alta Valle Isarco,4-5 Star Hotel,6331,22221
3494,2015,4.0,Alta Valle Isarco,Other,186,1168
3495,2015,4.0,Alta Valle Isarco,Campings,501,890
3496,2015,4.0,Alta Valle Isarco,Private Lodging,277,1525
3497,2015,4.0,Alta Valle Isarco,Residence,449,3283
3498,2015,4.0,Alta Valle Isarco,Agricaltural Lodging,387,2389
3499,2015,4.0,Oltradige-Bassa Ates.,1-2 Star Hotel,2783,9145
3500,2015,4.0,Oltradige-Bassa Ates.,3 Star Hotel,17904,54373
3501,2015,4.0,Oltradige-Bassa Ates.,4-5 Star Hotel,8571,33007
3502,2015,4.0,Oltradige-Bassa Ates.,Other,156,426
3503,2015,4.0,Oltradige-Bassa Ates.,Campings,2996,16494
3504,2015,4.0,Oltradige-Bassa Ates.,Private Lodging,1090,6499
3505,2015,4.0,Oltradige-Bassa Ates.,Residence,1008,6350
3506,2015,4.0,Oltradige-Bassa Ates.,Agricaltural Lodging,3942,20134
3507,2015,5.0,Bolzano,1-2 Star Hotel,1628,3483
3508,2015,5.0,Bolzano,3 Star Hotel,9563,17588
3509,2015,5.0,Bolzano,4-5 Star Hotel,11035,24058
3510,2015,5.0,Bolzano,Other,1354,2288
3511,2015,5.0,Bolzano,Campings,1270,5053
3512,2015,5.0,Bolzano,Private Lodging,982,2866
3513,2015,5.0,Bolzano,Residence,140,659
3514,2015,5.0,Bolzano,Agricaltural Lodging,302,1399
3515,2015,5.0,Burgraviato,1-2 Star Hotel,9494,40593
3516,2015,5.0,Burgraviato,3 Star Hotel,54393,236397
3517,2015,5.0,Burgraviato,4-5 Star Hotel,52995,236667
3518,2015,5.0,Burgraviato,Other,1028,2099
3519,2015,5.0,Burgraviato,Campings,9869,47798
3520,2015,5.0,Burgraviato,Private Lodging,5241,27900
3521,2015,5.0,Burgraviato,Private Lodging,62,411
3522,2015,5.0,Burgraviato,Residence,11534,64536
3523,2015,5.0,Burgraviato,Agricaltural Lodging,7632,42430
3524,2015,5.0,Valle Isarco,1-2 Star Hotel,4446,15012
3525,2015,5.0,Valle Isarco,3 Star Hotel,18749,61793
3526,2015,5.0,Valle Isarco,4-5 Star Hotel,11809,37218
3527,2015,5.0,Valle Isarco,Other,1676,3300
3528,2015,5.0,Valle Isarco,Campings,1461,2355
3529,2015,5.0,Valle Isarco,Private Lodging,917,3368
3530,2015,5.0,Valle Isarco,Residence,1386,7168
3531,2015,5.0,Valle Isarco,Agricaltural Lodging,3405,15248
3532,2015,5.0,Val Pusteria,1-2 Star Hotel,5203,14187
3533,2015,5.0,Val Pusteria,3 Star Hotel,20086,53551
3534,2015,5.0,Val Pusteria,4-5 Star Hotel,17546,56256
3535,2015,5.0,Val Pusteria,Other,1282,2958
3536,2015,5.0,Val Pusteria,Campings,4225,12775
3537,2015,5.0,Val Pusteria,Private Lodging,2206,7056
3538,2015,5.0,Val Pusteria,Private Lodging,163,275
3539,2015,5.0,Val Pusteria,Residence,3831,13158
3540,2015,5.0,Val Pusteria,Agricaltural Lodging,4654,17998
3541,2015,5.0,Salto-Sciliar,1-2 Star Hotel,1927,6945
3542,2015,5.0,Salto-Sciliar,3 Star Hotel,13591,44311
3543,2015,5.0,Salto-Sciliar,4-5 Star Hotel,12541,40952
3544,2015,5.0,Salto-Sciliar,Other,43,62
3545,2015,5.0,Salto-Sciliar,Campings,1439,4967
3546,2015,5.0,Salto-Sciliar,Private Lodging,1858,7664
3547,2015,5.0,Salto-Sciliar,Private Lodging,18,78
3548,2015,5.0,Salto-Sciliar,Residence,1969,8908
3549,2015,5.0,Salto-Sciliar,Agricaltural Lodging,3819,16077
3550,2015,5.0,Val Venosta,1-2 Star Hotel,3450,9407
3551,2015,5.0,Val Venosta,3 Star Hotel,10957,33374
3552,2015,5.0,Val Venosta,4-5 Star Hotel,6485,22718
3553,2015,5.0,Val Venosta,Other,105,207
3554,2015,5.0,Val Venosta,Campings,4914,15994
3555,2015,5.0,Val Venosta,Private Lodging,1025,4335
3556,2015,5.0,Val Venosta,Residence,2048,8909
3557,2015,5.0,Val Venosta,Agricaltural Lodging,2348,10279
3558,2015,5.0,Alta Valle Isarco,1-2 Star Hotel,3282,4957
3559,2015,5.0,Alta Valle Isarco,3 Star Hotel,9515,20450
3560,2015,5.0,Alta Valle Isarco,4-5 Star Hotel,8152,25888
3561,2015,5.0,Alta Valle Isarco,Other,5,5
3562,2015,5.0,Alta Valle Isarco,Campings,760,1628
3563,2015,5.0,Alta Valle Isarco,Private Lodging,216,1145
3564,2015,5.0,Alta Valle Isarco,Residence,440,2635
3565,2015,5.0,Alta Valle Isarco,Agricaltural Lodging,389,1759
3566,2015,5.0,Oltradige-Bassa Ates.,1-2 Star Hotel,4228,12613
3567,2015,5.0,Oltradige-Bassa Ates.,3 Star Hotel,25628,79739
3568,2015,5.0,Oltradige-Bassa Ates.,4-5 Star Hotel,10606,42504
3569,2015,5.0,Oltradige-Bassa Ates.,Other,359,654
3570,2015,5.0,Oltradige-Bassa Ates.,Campings,5469,22690
3571,2015,5.0,Oltradige-Bassa Ates.,Private Lodging,1822,9368
3572,2015,5.0,Oltradige-Bassa Ates.,Residence,1624,9693
3573,2015,5.0,Oltradige-Bassa Ates.,Agricaltural Lodging,6764,34036
3574,2015,6.0,Bolzano,1-2 Star Hotel,1502,3146
3575,2015,6.0,Bolzano,3 Star Hotel,9017,16582
3576,2015,6.0,Bolzano,4-5 Star Hotel,11921,20535
3577,2015,6.0,Bolzano,Other,1080,2066
3578,2015,6.0,Bolzano,Campings,1325,4772
3579,2015,6.0,Bolzano,Private Lodging,913,2542
3580,2015,6.0,Bolzano,Residence,195,546
3581,2015,6.0,Bolzano,Agricaltural Lodging,243,1050
3582,2015,6.0,Burgraviato,1-2 Star Hotel,10011,46781
3583,2015,6.0,Burgraviato,3 Star Hotel,49688,254415
3584,2015,6.0,Burgraviato,4-5 Star Hotel,43945,236196
3585,2015,6.0,Burgraviato,Other,1445,3131
3586,2015,6.0,Burgraviato,Campings,7929,44602
3587,2015,6.0,Burgraviato,Private Lodging,5174,33176
3588,2015,6.0,Burgraviato,Private Lodging,65,508
3589,2015,6.0,Burgraviato,Residence,9784,71646
3590,2015,6.0,Burgraviato,Agricaltural Lodging,6527,49328
3591,2015,6.0,Valle Isarco,1-2 Star Hotel,6787,25011
3592,2015,6.0,Valle Isarco,3 Star Hotel,21200,84782
3593,2015,6.0,Valle Isarco,4-5 Star Hotel,13043,53091
3594,2015,6.0,Valle Isarco,Other,2829,6501
3595,2015,6.0,Valle Isarco,Campings,1827,3284
3596,2015,6.0,Valle Isarco,Private Lodging,1326,6697
3597,2015,6.0,Valle Isarco,Residence,1741,10219
3598,2015,6.0,Valle Isarco,Agricaltural Lodging,3869,24173
3599,2015,6.0,Val Pusteria,1-2 Star Hotel,10789,37891
3600,2015,6.0,Val Pusteria,3 Star Hotel,40289,148467
3601,2015,6.0,Val Pusteria,4-5 Star Hotel,30927,131170
3602,2015,6.0,Val Pusteria,Other,4974,11125
3603,2015,6.0,Val Pusteria,Campings,7636,31099
3604,2015,6.0,Val Pusteria,Private Lodging,4897,25445
3605,2015,6.0,Val Pusteria,Private Lodging,397,1461
3606,2015,6.0,Val Pusteria,Residence,7740,40021
3607,2015,6.0,Val Pusteria,Agricaltural Lodging,6750,41177
3608,2015,6.0,Salto-Sciliar,1-2 Star Hotel,4960,17798
3609,2015,6.0,Salto-Sciliar,3 Star Hotel,29573,121920
3610,2015,6.0,Salto-Sciliar,4-5 Star Hotel,24809,112562
3611,2015,6.0,Salto-Sciliar,Other,654,3174
3612,2015,6.0,Salto-Sciliar,Campings,2416,11091
3613,2015,6.0,Salto-Sciliar,Private Lodging,4704,25328
3614,2015,6.0,Salto-Sciliar,Private Lodging,15,125
3615,2015,6.0,Salto-Sciliar,Residence,4095,22484
3616,2015,6.0,Salto-Sciliar,Agricaltural Lodging,4312,27123
3617,2015,6.0,Val Venosta,1-2 Star Hotel,5066,14326
3618,2015,6.0,Val Venosta,3 Star Hotel,16056,51201
3619,2015,6.0,Val Venosta,4-5 Star Hotel,7403,29223
3620,2015,6.0,Val Venosta,Other,1202,1361
3621,2015,6.0,Val Venosta,Campings,5602,22559
3622,2015,6.0,Val Venosta,Private Lodging,1247,5773
3623,2015,6.0,Val Venosta,Private Lodging,6,13
3624,2015,6.0,Val Venosta,Residence,2787,14499
3625,2015,6.0,Val Venosta,Agricaltural Lodging,2392,13404
3626,2015,6.0,Alta Valle Isarco,1-2 Star Hotel,3607,6359
3627,2015,6.0,Alta Valle Isarco,3 Star Hotel,10021,25938
3628,2015,6.0,Alta Valle Isarco,4-5 Star Hotel,8197,34402
3629,2015,6.0,Alta Valle Isarco,Other,221,970
3630,2015,6.0,Alta Valle Isarco,Campings,1281,2747
3631,2015,6.0,Alta Valle Isarco,Private Lodging,422,1897
3632,2015,6.0,Alta Valle Isarco,Residence,591,3048
3633,2015,6.0,Alta Valle Isarco,Agricaltural Lodging,493,2333
3634,2015,6.0,Oltradige-Bassa Ates.,1-2 Star Hotel,4356,14648
3635,2015,6.0,Oltradige-Bassa Ates.,3 Star Hotel,24045,83608
3636,2015,6.0,Oltradige-Bassa Ates.,4-5 Star Hotel,9468,44147
3637,2015,6.0,Oltradige-Bassa Ates.,Other,564,1664
3638,2015,6.0,Oltradige-Bassa Ates.,Campings,4967,23035
3639,2015,6.0,Oltradige-Bassa Ates.,Private Lodging,1655,10056
3640,2015,6.0,Oltradige-Bassa Ates.,Residence,1484,10839
3641,2015,6.0,Oltradige-Bassa Ates.,Agricaltural Lodging,5382,36626
3642,2015,7.0,Bolzano,1-2 Star Hotel,1813,4205
3643,2015,7.0,Bolzano,3 Star Hotel,9961,18936
3644,2015,7.0,Bolzano,4-5 Star Hotel,14615,24951
3645,2015,7.0,Bolzano,Other,1654,2694
3646,2015,7.0,Bolzano,Campings,2204,6415
3647,2015,7.0,Bolzano,Private Lodging,1159,3362
3648,2015,7.0,Bolzano,Residence,201,586
3649,2015,7.0,Bolzano,Agricaltural Lodging,264,1495
3650,2015,7.0,Burgraviato,1-2 Star Hotel,11470,51921
3651,2015,7.0,Burgraviato,3 Star Hotel,57506,290645
3652,2015,7.0,Burgraviato,4-5 Star Hotel,47310,269066
3653,2015,7.0,Burgraviato,Other,3600,7655
3654,2015,7.0,Burgraviato,Campings,10558,60889
3655,2015,7.0,Burgraviato,Private Lodging,7073,44915
3656,2015,7.0,Burgraviato,Private Lodging,59,725
3657,2015,7.0,Burgraviato,Residence,12330,95687
3658,2015,7.0,Burgraviato,Agricaltural Lodging,8983,74023
3659,2015,7.0,Valle Isarco,1-2 Star Hotel,9447,49219
3660,2015,7.0,Valle Isarco,3 Star Hotel,27705,119914
3661,2015,7.0,Valle Isarco,4-5 Star Hotel,16918,79100
3662,2015,7.0,Valle Isarco,Other,6990,18762
3663,2015,7.0,Valle Isarco,Campings,3751,6589
3664,2015,7.0,Valle Isarco,Private Lodging,2312,14165
3665,2015,7.0,Valle Isarco,Residence,2627,17700
3666,2015,7.0,Valle Isarco,Agricaltural Lodging,5876,47412
3667,2015,7.0,Val Pusteria,1-2 Star Hotel,29998,143349
3668,2015,7.0,Val Pusteria,3 Star Hotel,82215,378910
3669,2015,7.0,Val Pusteria,4-5 Star Hotel,51421,263545
3670,2015,7.0,Val Pusteria,Other,16334,39776
3671,2015,7.0,Val Pusteria,Campings,20822,97095
3672,2015,7.0,Val Pusteria,Private Lodging,17639,123983
3673,2015,7.0,Val Pusteria,Private Lodging,1145,4199
3674,2015,7.0,Val Pusteria,Residence,22428,149953
3675,2015,7.0,Val Pusteria,Agricaltural Lodging,16376,130816
3676,2015,7.0,Salto-Sciliar,1-2 Star Hotel,8294,37093
3677,2015,7.0,Salto-Sciliar,3 Star Hotel,45274,226532
3678,2015,7.0,Salto-Sciliar,4-5 Star Hotel,37690,202251
3679,2015,7.0,Salto-Sciliar,Other,1822,8356
3680,2015,7.0,Salto-Sciliar,Campings,3865,20065
3681,2015,7.0,Salto-Sciliar,Private Lodging,10024,76642
3682,2015,7.0,Salto-Sciliar,Private Lodging,13,173
3683,2015,7.0,Salto-Sciliar,Residence,8453,60576
3684,2015,7.0,Salto-Sciliar,Agricaltural Lodging,7568,60110
3685,2015,7.0,Val Venosta,1-2 Star Hotel,8374,25071
3686,2015,7.0,Val Venosta,3 Star Hotel,24522,89499
3687,2015,7.0,Val Venosta,4-5 Star Hotel,10508,45783
3688,2015,7.0,Val Venosta,Other,5171,6505
3689,2015,7.0,Val Venosta,Campings,10835,52663
3690,2015,7.0,Val Venosta,Private Lodging,2355,14091
3691,2015,7.0,Val Venosta,Private Lodging,31,269
3692,2015,7.0,Val Venosta,Residence,5219,33461
3693,2015,7.0,Val Venosta,Agricaltural Lodging,3753,27251
3694,2015,7.0,Alta Valle Isarco,1-2 Star Hotel,7951,17761
3695,2015,7.0,Alta Valle Isarco,3 Star Hotel,16821,49591
3696,2015,7.0,Alta Valle Isarco,4-5 Star Hotel,12244,51333
3697,2015,7.0,Alta Valle Isarco,Other,1350,7677
3698,2015,7.0,Alta Valle Isarco,Campings,2648,7398
3699,2015,7.0,Alta Valle Isarco,Private Lodging,823,4117
3700,2015,7.0,Alta Valle Isarco,Residence,1278,6725
3701,2015,7.0,Alta Valle Isarco,Agricaltural Lodging,1124,7941
3702,2015,7.0,Oltradige-Bassa Ates.,1-2 Star Hotel,5447,22326
3703,2015,7.0,Oltradige-Bassa Ates.,3 Star Hotel,27391,95180
3704,2015,7.0,Oltradige-Bassa Ates.,4-5 Star Hotel,10475,51975
3705,2015,7.0,Oltradige-Bassa Ates.,Other,561,2721
3706,2015,7.0,Oltradige-Bassa Ates.,Campings,6492,26982
3707,2015,7.0,Oltradige-Bassa Ates.,Private Lodging,1965,14669
3708,2015,7.0,Oltradige-Bassa Ates.,Residence,1725,14325
